f_time;copX;copY
0.010;-4.436519;-0.408638
0.020;-4.459527;-0.349709
0.030;-4.483170;-0.292116
0.040;-4.508046;-0.237096
0.050;-4.534596;-0.185857
0.060;-4.562956;-0.139550
0.070;-4.592882;-0.099230
0.080;-4.623777;-0.065779
0.090;-4.654837;-0.039784
0.100;-4.685256;-0.021438
0.110;-4.714434;-0.010487
0.120;-4.742086;-0.006306
0.130;-4.768220;-0.008052
0.140;-4.793021;-0.014846
0.150;-4.816722;-0.025902
0.160;-4.839532;-0.040568
0.170;-4.861608;-0.058263
0.180;-4.883043;-0.078315
0.190;-4.903841;-0.099816
0.200;-4.923871;-0.121615
0.210;-4.942829;-0.142509
0.220;-4.960238;-0.161543
0.230;-4.975497;-0.178235
0.240;-4.987957;-0.192610
0.250;-4.997006;-0.205059
0.260;-5.002163;-0.216180
0.270;-5.003169;-0.226683
0.280;-5.000076;-0.237393
0.290;-4.993284;-0.249255
0.300;-4.983503;-0.263271
0.310;-4.971665;-0.280312
0.320;-4.958804;-0.300815
0.330;-4.945919;-0.324473
0.340;-4.933830;-0.350074
0.350;-4.923032;-0.375643
0.360;-4.913572;-0.398890
0.370;-4.905003;-0.417843
0.380;-4.896453;-0.431372
0.390;-4.886825;-0.439397
0.400;-4.875066;-0.442681
0.410;-4.860411;-0.442396
0.420;-4.842502;-0.439688
0.430;-4.821363;-0.435425
0.440;-4.797262;-0.430121
0.450;-4.770555;-0.423941
0.460;-4.741599;-0.416754
0.470;-4.710775;-0.408254
0.480;-4.678592;-0.398170
0.490;-4.645779;-0.386516
0.500;-4.613268;-0.373768
0.510;-4.582056;-0.360833
0.520;-4.553023;-0.348749
0.530;-4.526825;-0.338202
0.540;-4.503880;-0.329050
0.550;-4.484381;-0.320158
0.560;-4.468283;-0.309698
0.570;-4.455254;-0.295816
0.580;-4.444662;-0.277352
0.590;-4.435632;-0.254287
0.600;-4.427199;-0.227714
0.610;-4.418522;-0.199419
0.620;-4.409101;-0.171296
0.630;-4.398939;-0.144856
0.640;-4.388571;-0.121010
0.650;-4.378928;-0.100108
0.660;-4.371038;-0.082140
0.670;-4.365660;-0.066942
0.680;-4.363004;-0.054311
0.690;-4.362674;-0.044025
0.700;-4.363873;-0.035793
0.710;-4.365751;-0.029169
0.720;-4.367712;-0.023478
0.730;-4.369550;-0.017810
0.740;-4.371396;-0.011146
0.750;-4.373578;-0.002640
0.760;-4.376484;0.008073
0.770;-4.380464;0.020684
