f_time;copX;copY
0.010;-3.229238;1.463742
0.020;-3.200138;1.484684
0.030;-3.171648;1.503278
0.040;-3.144242;1.517685
0.050;-3.118182;1.526874
0.060;-3.093594;1.530646
0.070;-3.070603;1.529420
0.080;-3.049411;1.523909
0.090;-3.030258;1.514873
0.100;-3.013331;1.503037
0.110;-2.998703;1.489143
0.120;-2.986357;1.474029
0.130;-2.976247;1.458628
0.140;-2.968336;1.443854
0.150;-2.962597;1.430439
0.160;-2.959002;1.418800
0.170;-2.957519;1.408996
0.180;-2.958087;1.400789
0.190;-2.960551;1.393783
0.200;-2.964592;1.387568
0.210;-2.969719;1.381819
0.220;-2.975350;1.376332
0.230;-2.980957;1.371004
0.240;-2.986182;1.365827
0.250;-2.990866;1.360878
0.260;-2.994990;1.356293
0.270;-2.998569;1.352209
0.280;-3.001544;1.348701
0.290;-3.003690;1.345742
0.300;-3.004558;1.343206
0.310;-3.003441;1.340898
0.320;-2.999430;1.338576
0.330;-2.991583;1.335996
0.340;-2.979204;1.332986
0.350;-2.962129;1.329554
0.360;-2.940896;1.325948
0.370;-2.916681;1.322620
0.380;-2.891033;1.320047
0.390;-2.865473;1.318501
0.400;-2.841098;1.317866
0.410;-2.818288;1.317595
0.420;-2.796612;1.316874
0.430;-2.774959;1.314931
0.440;-2.751907;1.311406
0.450;-2.726213;1.306560
0.460;-2.697273;1.301213
0.470;-2.665366;1.296376
0.480;-2.631582;1.292794
0.490;-2.597471;1.290612
0.500;-2.564555;1.289334
0.510;-2.533923;1.288075
0.520;-2.506013;1.285953
0.530;-2.480604;1.282441
0.540;-2.456966;1.277509
0.550;-2.434099;1.271564
0.560;-2.411038;1.265248
0.570;-2.387143;1.259253
0.580;-2.362309;1.254189
0.590;-2.337040;1.250499
0.600;-2.312355;1.248374
0.610;-2.289563;1.247673
0.620;-2.269966;1.247929
0.630;-2.254595;1.248505
0.640;-2.244062;1.248837
0.650;-2.238530;1.248640
0.660;-2.237799;1.247963
0.670;-2.241428;1.247087
0.680;-2.248870;1.246363
0.690;-2.259605;1.246070
0.700;-2.273250;1.246340
0.710;-2.289613;1.247184
0.720;-2.308668;1.248568
0.730;-2.330479;1.250501
0.740;-2.355109;1.253031
0.750;-2.382590;1.256174
0.760;-2.412969;1.259795
0.770;-2.446432;1.263532
0.780;-2.483470;1.266811
0.790;-2.525015;1.268938
0.800;-2.572451;1.269261
0.810;-2.627419;1.267320
0.820;-2.691413;1.262968
0.830;-2.765234;1.256398
0.840;-2.848469;1.248087
0.850;-2.939145;1.238687
0.860;-3.033709;1.228914
0.870;-3.127415;1.219479
0.880;-3.215096;1.211066
0.890;-3.292168;1.204332
0.900;-3.355577;1.199891
0.910;-3.404372;1.198248
0.920;-3.439691;1.199662
0.930;-3.464206;1.204000
0.940;-3.481282;1.210683
0.950;-3.494162;1.218778
0.960;-3.505414;1.227213
0.970;-3.516703;1.234990
0.980;-3.528841;1.241319
0.990;-3.541973;1.245644
1.000;-3.555783;1.247637
1.010;-3.569636;1.247225
1.020;-3.582651;1.244650
1.030;-3.593771;1.240514
1.040;-3.601874;1.235739
1.050;-3.605939;1.231403
1.060;-3.605235;1.228497
1.070;-3.599477;1.227700
1.080;-3.588853;1.229260
1.090;-3.573891;1.233013
1.100;-3.555221;1.238484
1.110;-3.533299;1.244994
1.120;-3.508224;1.251742
1.130;-3.479741;1.257891
1.140;-3.447420;1.262708
1.150;-3.410971;1.265720
1.160;-3.370496;1.266830
1.170;-3.326540;1.266295
1.180;-3.279878;1.264599
1.190;-3.231203;1.262273
1.200;-3.180915;1.259748
1.210;-3.129164;1.257320
1.220;-3.076072;1.255203
1.230;-3.021976;1.253610
1.240;-2.967510;1.252757
1.250;-2.913530;1.252783
1.260;-2.860897;1.253651
1.270;-2.810234;1.255132
1.280;-2.761758;1.256923
1.290;-2.715245;1.258858
1.300;-2.670153;1.261096
1.310;-2.625840;1.264168
1.320;-2.581812;1.268828
1.330;-2.537932;1.275781
1.340;-2.494512;1.285416
1.350;-2.452250;1.297682
1.360;-2.412016;1.312161
1.370;-2.374553;1.328304
1.380;-2.340229;1.345674
1.390;-2.308970;1.364055
1.400;-2.280386;1.383374
1.410;-2.254020;1.403502
1.420;-2.229558;1.424087
1.430;-2.206910;1.444514
1.440;-2.186165;1.464030
1.450;-2.167491;1.481997
1.460;-2.151077;1.498142
1.470;-2.137140;1.512692
1.480;-2.125947;1.526270
1.490;-2.117807;1.539600
1.500;-2.112989;1.553146
1.510;-2.111636;1.566880
1.520;-2.113696;1.580279
1.530;-2.118916;1.592541
1.540;-2.126848;1.602890
1.550;-2.136876;1.610841
1.560;-2.148251;1.616341
1.570;-2.160175;1.619778
1.580;-2.171942;1.621853
1.590;-2.183062;1.623373
1.600;-2.193350;1.625018
1.610;-2.202895;1.627183
1.620;-2.211930;1.629964
1.630;-2.220639;1.633258
1.640;-2.228962;1.636920
1.650;-2.236484;1.640870
1.660;-2.242462;1.645106
1.670;-2.246015;1.649600
1.680;-2.246421;1.654152
1.690;-2.243404;1.658300
1.700;-2.237290;1.661372
1.710;-2.228971;1.662699
1.720;-2.219700;1.661913
1.730;-2.210789;1.659186
1.740;-2.203311;1.655230
1.750;-2.197925;1.651019
1.760;-2.194896;1.647346
1.770;-2.194270;1.644474
1.780;-2.196091;1.642065
1.790;-2.200504;1.639381
1.800;-2.207706;1.635643
1.810;-2.217798;1.630363
1.820;-2.230629;1.623537
1.830;-2.245713;1.615626
1.840;-2.262275;1.607354
1.850;-2.279447;1.599381
1.860;-2.296556;1.591997
1.870;-2.313422;1.584959
1.880;-2.330484;1.577576
1.890;-2.348713;1.569007
1.900;-2.369299;1.558630
1.910;-2.393263;1.546285
1.920;-2.421201;1.532301
1.930;-2.453247;1.517296
1.940;-2.489275;1.501839
1.950;-2.529196;1.486140
1.960;-2.573171;1.469875
1.970;-2.621596;1.452260
1.980;-2.674856;1.432396
1.990;-2.732934;1.409755
2.000;-2.795052;1.384634
2.010;-2.859468;1.358341
2.020;-2.923509;1.333018
2.030;-2.983870;1.311138
2.040;-3.037120;1.294822
2.050;-3.080340;1.285253
2.060;-3.111684;1.282395
2.070;-3.130706;1.285167
2.080;-3.138298;1.291952
2.090;-3.136258;1.301207
2.100;-3.126656;1.311876
2.110;-3.111235;1.323508
2.120;-3.091073;1.336119
2.130;-3.066556;1.349975
2.140;-3.037599;1.365408
2.150;-3.003955;1.382723
2.160;-2.965505;1.402184
2.170;-2.922483;1.424027
2.180;-2.875592;1.448471
2.190;-2.825962;1.475657
2.200;-2.774917;1.505557
2.210;-2.723650;1.537889
2.220;-2.672968;1.572080
2.230;-2.623232;1.607306
2.240;-2.574490;1.642611
2.250;-2.526726;1.677043
2.260;-2.480106;1.709734
2.270;-2.435168;1.739890
2.280;-2.392898;1.766720
2.290;-2.354696;1.789423
2.300;-2.322215;1.807311
2.310;-2.297109;1.820030
2.320;-2.280752;1.827729
2.330;-2.273997;1.831032
2.340;-2.277033;1.830808
2.350;-2.289373;1.827900
2.360;-2.309968;1.822947
2.370;-2.337413;1.816371
2.380;-2.370234;1.808463
2.390;-2.407211;1.799477
2.400;-2.447710;1.789602
2.410;-2.491943;1.778805
2.420;-2.541088;1.766601
2.430;-2.597214;1.751955
2.440;-2.662944;1.733451
2.450;-2.740821;1.709705
2.460;-2.832440;1.679889
2.470;-2.937557;1.644133
2.480;-3.053516;1.603688
2.490;-3.175227;1.560764
2.500;-3.295773;1.518129
2.510;-3.407475;1.478559
2.520;-3.503138;1.444345
2.530;-3.577192;1.416956
2.540;-3.626528;1.396917
2.550;-3.650865;1.383844
2.560;-3.652555;1.376569
2.570;-3.635868;1.373350
2.580;-3.605933;1.372170
2.590;-3.567641;1.371137
2.600;-3.524819;1.368882
2.610;-3.479827;1.364841
2.620;-3.433626;1.359321
2.630;-3.386175;1.353331
2.640;-3.337005;1.348236
2.650;-3.285780;1.345308
2.660;-3.232674;1.345309
2.670;-3.178505;1.348232
2.680;-3.124611;1.353298
2.690;-3.072581;1.359214
2.700;-3.023945;1.364577
2.710;-2.979897;1.368280
2.720;-2.941082;1.369793
2.730;-2.907451;1.369260
2.740;-2.878231;1.367397
2.750;-2.852030;1.365262
2.760;-2.827094;1.363950
2.770;-2.801644;1.364328
2.780;-2.774212;1.366863
2.790;-2.743858;1.371574
2.800;-2.710252;1.378091
2.810;-2.673633;1.385769
2.820;-2.634686;1.393844
2.830;-2.594358;1.401596
2.840;-2.553641;1.408488
2.850;-2.513384;1.414228
2.860;-2.474196;1.418723
2.870;-2.436454;1.421976
2.880;-2.400381;1.424002
2.890;-2.366100;1.424788
2.900;-2.333659;1.424339
2.910;-2.303019;1.422748
2.920;-2.274056;1.420270
2.930;-2.246593;1.417342
2.940;-2.220458;1.414496
2.950;-2.195538;1.412197
