f_time;copX;copY
0.010;3.737086;-0.391694
0.020;3.690349;-0.344440
0.030;3.642117;-0.292705
0.040;3.590433;-0.232168
0.050;3.532837;-0.159198
0.060;3.466379;-0.071431
0.070;3.387934;0.031611
0.080;3.294908;0.148058
0.090;3.186209;0.273559
0.100;3.063199;0.401611
0.110;2.930107;0.524443
0.120;2.793483;0.634421
0.130;2.660601;0.725684
0.140;2.537343;0.795480
0.150;2.426463;0.844627
0.160;2.327066;0.876896
0.170;2.235408;0.897614
0.180;2.146533;0.912149
0.190;2.055927;0.924831
0.200;1.960650;0.938569
0.210;1.859735;0.955006
0.220;1.753948;0.974917
0.230;1.645168;0.998533
0.240;1.535666;1.025661
0.250;1.427489;1.055642
0.260;1.322065;1.087271
0.270;1.220062;1.118809
0.280;1.121451;1.148163
0.290;1.025701;1.173206
0.300;0.932010;1.192213
0.310;0.839508;1.204281
0.320;0.747447;1.209629
0.330;0.655391;1.209685
0.340;0.563435;1.206882
0.350;0.472345;1.204184
0.360;0.383496;1.204453
0.370;0.298548;1.209830
0.380;0.218982;1.221382
0.390;0.145692;1.239124
0.400;0.078819;1.262417
0.410;0.017867;1.290518
0.420;-0.038031;1.323031
0.430;-0.089855;1.360078
0.440;-0.138537;1.402184
0.450;-0.184871;1.449946
0.460;-0.229415;1.503680
0.470;-0.272341;1.563150
0.480;-0.313279;1.627518
0.490;-0.351260;1.695529
0.500;-0.384866;1.765843
0.510;-0.412549;1.837380
0.520;-0.433044;1.909506
0.530;-0.445714;1.982015
0.540;-0.450718;2.054964
0.550;-0.449007;2.128485
0.560;-0.442179;2.202697
0.570;-0.432293;2.277716
0.580;-0.421681;2.353718
0.590;-0.412778;2.431007
0.600;-0.407902;2.510014
0.610;-0.408960;2.591222
0.620;-0.417106;2.674986
0.630;-0.432460;2.761254
0.640;-0.453990;2.849273
0.650;-0.479653;2.937408
0.660;-0.506762;3.023251
0.670;-0.532498;3.104035
0.680;-0.554425;3.177274
0.690;-0.570871;3.241366
0.700;-0.581106;3.295914
0.710;-0.585274;3.341646
0.720;-0.584140;3.379987
0.730;-0.578719;3.412521
0.740;-0.569946;3.440550
0.750;-0.558504;3.464902
0.760;-0.544893;3.485982
0.770;-0.529691;3.503992
0.780;-0.513850;3.519197
0.790;-0.498837;3.532122
0.800;-0.486497;3.543627
0.810;-0.478668;3.554826
0.820;-0.476717;3.566896
0.830;-0.481206;3.580834
0.840;-0.491824;3.597238
0.850;-0.507537;3.616131
0.860;-0.526824;3.636878
0.870;-0.547841;3.658197
0.880;-0.568474;3.678260
0.890;-0.586344;3.694847
0.900;-0.598929;3.705528
0.910;-0.603873;3.707876
0.920;-0.599482;3.699746
0.930;-0.585205;3.679606
0.940;-0.561868;3.646827
0.950;-0.531483;3.601866
0.960;-0.496667;3.546273
0.970;-0.459895;3.482506
0.980;-0.422907;3.413578
0.990;-0.386494;3.342603
1.000;-0.350655;3.272362
1.010;-0.314973;3.204982
1.020;-0.279005;3.141782
1.030;-0.242560;3.083310
1.040;-0.205858;3.029499
1.050;-0.169587;2.979878
1.060;-0.134891;2.933738
1.070;-0.103274;2.890204
1.080;-0.076394;2.848194
