f_time;copX;copY
0.010;-1.538651;-0.385407
0.020;-1.541061;-0.383055
0.030;-1.544741;-0.381290
0.040;-1.550340;-0.380572
0.050;-1.557594;-0.381146
0.060;-1.565479;-0.383008
0.070;-1.572660;-0.385937
0.080;-1.577965;-0.389590
0.090;-1.580699;-0.393601
0.100;-1.580709;-0.397659
0.110;-1.578276;-0.401556
0.120;-1.573933;-0.405198
0.130;-1.568281;-0.408573
0.140;-1.561874;-0.411702
0.150;-1.555154;-0.414608
0.160;-1.548431;-0.417325
0.170;-1.541860;-0.419943
0.180;-1.535425;-0.422640
0.190;-1.528957;-0.425658
0.200;-1.522205;-0.429200
0.210;-1.514955;-0.433302
0.220;-1.507143;-0.437765
0.230;-1.498920;-0.442251
0.240;-1.490673;-0.446494
0.250;-1.482987;-0.450503
0.260;-1.476594;-0.454631
0.270;-1.472281;-0.459462
0.280;-1.470751;-0.465582
0.290;-1.472488;-0.473374
0.300;-1.477660;-0.482923
0.310;-1.486128;-0.494027
0.320;-1.497536;-0.506233
0.330;-1.511387;-0.518848
0.340;-1.527077;-0.530948
0.350;-1.543881;-0.541482
0.360;-1.560972;-0.549490
0.370;-1.577499;-0.554347
0.380;-1.592737;-0.555944
0.390;-1.606251;-0.554733
0.400;-1.618013;-0.551624
0.410;-1.628418;-0.547753
0.420;-1.638164;-0.544177
0.430;-1.648031;-0.541595
0.440;-1.658638;-0.540205
0.450;-1.670248;-0.539718
0.460;-1.682679;-0.539514
0.470;-1.695370;-0.538869
0.480;-1.707573;-0.537224
0.490;-1.718639;-0.534423
0.500;-1.728277;-0.530814
0.510;-1.736702;-0.527126
0.520;-1.744603;-0.524138
0.530;-1.752955;-0.522313
0.540;-1.762733;-0.521563
0.550;-1.774631;-0.521259
0.560;-1.788852;-0.520465
0.570;-1.804988;-0.518300
0.580;-1.822009;-0.514267
0.590;-1.838406;-0.508404
0.600;-1.852482;-0.501217
0.610;-1.862779;-0.493463
0.620;-1.868472;-0.485948
0.630;-1.869603;-0.479381
0.640;-1.867036;-0.474277
0.650;-1.862184;-0.470868
0.660;-1.856635;-0.469037
0.670;-1.851786;-0.468333
0.680;-1.848571;-0.468103
0.690;-1.847302;-0.467703
0.700;-1.847654;-0.466739
0.710;-1.848809;-0.465215
0.720;-1.849706;-0.463532
0.730;-1.849322;-0.462319
0.740;-1.846863;-0.462169
0.750;-1.841838;-0.463397
0.760;-1.834035;-0.465911
0.770;-1.823486;-0.469263
0.780;-1.810478;-0.472822
0.790;-1.795615;-0.475986
0.800;-1.779846;-0.478335
0.810;-1.764382;-0.479709
0.820;-1.750513;-0.480213
0.830;-1.739329;-0.480193
0.840;-1.731434;-0.480154
0.850;-1.726702;-0.480594
0.860;-1.724173;-0.481791
0.870;-1.722186;-0.483621
0.880;-1.718788;-0.485532
0.890;-1.712331;-0.486723
0.900;-1.702063;-0.486471
0.910;-1.688439;-0.484486
0.920;-1.673010;-0.481128
0.930;-1.657918;-0.477372
0.940;-1.645204;-0.474494
0.950;-1.636206;-0.473570
0.960;-1.631243;-0.475003
0.970;-1.629655;-0.478324
0.980;-1.630140;-0.482377
0.990;-1.631213;-0.485814
1.000;-1.631591;-0.487657
1.010;-1.630377;-0.487655
1.020;-1.627082;-0.486317
1.030;-1.621583;-0.484653
1.040;-1.614112;-0.483777
1.050;-1.605258;-0.484540
1.060;-1.595905;-0.487295
1.070;-1.587073;-0.491847
1.080;-1.579649;-0.497556
1.090;-1.574130;-0.503546
1.100;-1.570482;-0.508932
1.110;-1.568180;-0.512984
1.120;-1.566404;-0.515207
1.130;-1.564295;-0.515348
1.140;-1.561200;-0.513382
1.150;-1.556838;-0.509491
1.160;-1.551354;-0.504029
1.170;-1.545241;-0.497464
1.180;-1.539136;-0.490286
1.190;-1.533581;-0.482908
1.200;-1.528859;-0.475583
1.210;-1.524989;-0.468368
1.220;-1.521840;-0.461178
1.230;-1.519296;-0.453877
1.240;-1.517339;-0.446349
1.250;-1.516024;-0.438527
1.260;-1.515372;-0.430391
1.270;-1.515285;-0.421980
1.280;-1.515547;-0.413378
1.290;-1.515924;-0.404678
1.300;-1.516299;-0.395934
1.310;-1.516740;-0.387139
1.320;-1.517486;-0.378253
1.330;-1.518835;-0.369206
1.340;-1.521007;-0.359899
1.350;-1.524019;-0.350200
1.360;-1.527634;-0.339995
1.370;-1.531405;-0.329262
1.380;-1.534810;-0.318140
1.390;-1.537413;-0.306935
1.400;-1.539000;-0.296054
1.410;-1.539617;-0.285894
1.420;-1.539538;-0.276718
1.430;-1.539176;-0.268590
1.440;-1.539010;-0.261388
1.450;-1.539526;-0.254887
1.460;-1.541179;-0.248837
1.470;-1.544329;-0.243007
1.480;-1.549165;-0.237217
1.490;-1.555615;-0.231387
1.500;-1.563307;-0.225583
1.510;-1.571634;-0.220024
1.520;-1.579929;-0.215041
1.530;-1.587714;-0.211014
1.540;-1.594913;-0.208292
1.550;-1.601914;-0.207104
1.560;-1.609436;-0.207444
1.570;-1.618235;-0.208986
1.580;-1.628788;-0.211094
1.590;-1.641091;-0.212945
1.600;-1.654643;-0.213764
1.610;-1.668613;-0.213062
1.620;-1.682057;-0.210818
1.630;-1.694095;-0.207488
1.640;-1.704005;-0.203863
1.650;-1.711271;-0.200797
1.660;-1.715621;-0.198933
1.670;-1.717083;-0.198536
1.680;-1.716031;-0.199496
1.690;-1.713194;-0.201489
1.700;-1.709584;-0.204201
1.710;-1.706314;-0.207474
1.720;-1.704308;-0.211322
1.730;-1.703990;-0.215792
1.740;-1.705091;-0.220763
1.750;-1.706698;-0.225824
1.760;-1.707557;-0.230331
1.770;-1.706532;-0.233660
1.780;-1.703021;-0.235523
1.790;-1.697171;-0.236194
1.800;-1.689795;-0.236501
1.810;-1.682060;-0.237580
1.820;-1.675076;-0.240469
1.830;-1.669551;-0.245704
1.840;-1.665596;-0.253087
1.850;-1.662700;-0.261758
1.860;-1.659847;-0.270564
1.870;-1.655785;-0.278557
1.880;-1.649394;-0.285375
1.890;-1.640032;-0.291321
1.900;-1.627694;-0.297124
1.910;-1.612946;-0.303547
1.920;-1.596678;-0.311010
1.930;-1.579855;-0.319396
1.940;-1.563336;-0.328118
1.950;-1.547777;-0.336407
1.960;-1.533566;-0.343675
1.970;-1.520732;-0.349795
1.980;-1.508880;-0.355138
1.990;-1.497223;-0.360397
2.000;-1.484812;-0.366304
2.010;-1.470914;-0.373372
2.020;-1.455386;-0.381760
2.030;-1.438869;-0.391266
2.040;-1.422699;-0.401437
2.050;-1.408567;-0.411711
2.060;-1.398081;-0.421569
2.070;-1.392372;-0.430629
2.080;-1.391865;-0.438680
2.090;-1.396230;-0.445672
2.100;-1.404494;-0.451695
2.110;-1.415267;-0.456972
2.120;-1.427012;-0.461841
2.130;-1.438325;-0.466719
2.140;-1.448194;-0.472033
2.150;-1.456200;-0.478113
2.160;-1.462588;-0.485064
2.170;-1.468164;-0.492671
2.180;-1.474008;-0.500414
2.190;-1.481088;-0.507604
2.200;-1.489923;-0.513622
2.210;-1.500400;-0.518147
2.220;-1.511785;-0.521270
2.230;-1.522904;-0.523458
2.240;-1.532444;-0.525418
2.250;-1.539305;-0.527916
2.260;-1.542902;-0.531636
2.270;-1.543319;-0.537060
2.280;-1.541244;-0.544385
2.290;-1.537721;-0.553479
2.300;-1.533830;-0.563896
2.310;-1.530410;-0.574929
2.320;-1.527913;-0.585712
2.330;-1.526422;-0.595359
2.340;-1.525785;-0.603166
2.350;-1.525811;-0.608833
2.360;-1.526371;-0.612597
2.370;-1.527375;-0.615172
2.380;-1.528660;-0.617491
2.390;-1.529928;-0.620342
2.400;-1.530827;-0.624033
2.410;-1.531120;-0.628267
2.420;-1.530809;-0.632262
2.430;-1.530098;-0.635089
2.440;-1.529222;-0.636055
2.450;-1.528257;-0.634959
2.460;-1.527046;-0.632112
2.470;-1.525292;-0.628155
2.480;-1.522754;-0.623792
2.490;-1.519428;-0.619527
2.500;-1.515615;-0.615513
2.510;-1.511859;-0.611503
2.520;-1.508780;-0.606935
2.530;-1.506872;-0.601153
2.540;-1.506314;-0.593708
2.550;-1.506881;-0.584631
2.560;-1.507967;-0.574526
2.570;-1.508742;-0.564410
2.580;-1.508398;-0.555363
2.590;-1.506424;-0.548145
2.600;-1.502780;-0.542946
2.610;-1.497897;-0.539380
2.620;-1.492499;-0.536691
2.630;-1.487340;-0.534080
2.640;-1.482968;-0.531011
2.650;-1.479591;-0.527352
2.660;-1.477062;-0.523302
2.670;-1.474960;-0.519151
2.680;-1.472756;-0.515058
2.690;-1.469985;-0.510976
2.700;-1.466392;-0.506742
2.710;-1.461992;-0.502253
2.720;-1.457023;-0.497603
2.730;-1.451819;-0.493122
2.740;-1.446667;-0.489312
2.750;-1.441712;-0.486706
2.760;-1.436968;-0.485689
2.770;-1.432395;-0.486352
2.780;-1.427962;-0.488399
2.790;-1.423616;-0.491161
2.800;-1.419199;-0.493765
2.810;-1.414437;-0.495402
2.820;-1.409066;-0.495618
2.830;-1.403075;-0.494467
2.840;-1.396887;-0.492455
2.850;-1.391318;-0.490296
2.860;-1.387261;-0.488609
2.870;-1.385236;-0.487709
2.880;-1.385021;-0.487584
2.890;-1.385613;-0.487998
2.900;-1.385574;-0.488638
2.910;-1.383644;-0.489190
2.920;-1.379293;-0.489352
2.930;-1.372946;-0.488824
2.940;-1.365757;-0.487354
2.950;-1.359073;-0.484812
2.960;-1.353860;-0.481249
2.970;-1.350349;-0.476895
2.980;-1.348040;-0.472116
2.990;-1.346009;-0.467339
3.000;-1.343363;-0.462980
3.010;-1.339673;-0.459351
3.020;-1.335201;-0.456562
3.030;-1.330838;-0.454453
3.040;-1.327753;-0.452587
3.050;-1.326878;-0.450340
3.060;-1.328445;-0.447052
3.070;-1.331763;-0.442193
3.080;-1.335343;-0.435479
3.090;-1.337336;-0.426963
3.100;-1.336128;-0.417066
3.110;-1.330910;-0.406556
3.120;-1.321991;-0.396408
3.130;-1.310758;-0.387545
