f_time;copX;copY
0.010;-0.767679;-0.402564
0.020;-0.774650;-0.423280
0.030;-0.782623;-0.442422
0.040;-0.792309;-0.458900
0.050;-0.803965;-0.472495
0.060;-0.817477;-0.483927
0.070;-0.832553;-0.494665
0.080;-0.848917;-0.506586
0.090;-0.866371;-0.521553
0.100;-0.884733;-0.540991
0.110;-0.903661;-0.565496
0.120;-0.922474;-0.594556
0.130;-0.940074;-0.626528
0.140;-0.955064;-0.658938
0.150;-0.966031;-0.689093
0.160;-0.971944;-0.714822
0.170;-0.972502;-0.735089
0.180;-0.968307;-0.750271
0.190;-0.960759;-0.762017
0.200;-0.951707;-0.772765
0.210;-0.942969;-0.785061
0.220;-0.935918;-0.800852
0.230;-0.931274;-0.820917
0.240;-0.929154;-0.844599
0.250;-0.929295;-0.869921
0.260;-0.931330;-0.894110
0.270;-0.934978;-0.914398
0.280;-0.940081;-0.928869
0.290;-0.946524;-0.937044
0.300;-0.954158;-0.939979
0.310;-0.962799;-0.939847
0.320;-0.972342;-0.939185
0.330;-0.982929;-0.940083
0.340;-0.995105;-0.943609
0.350;-1.009860;-0.949603
0.360;-1.028488;-0.956847
0.370;-1.052219;-0.963498
0.380;-1.081750;-0.967611
0.390;-1.116870;-0.967603
0.400;-1.156401;-0.962538
0.410;-1.198484;-0.952211
0.420;-1.241115;-0.937058
0.430;-1.282668;-0.917970
0.440;-1.322198;-0.896065
0.450;-1.359414;-0.872459
0.460;-1.394400;-0.848070
0.470;-1.427248;-0.823473
0.480;-1.457740;-0.798833
0.490;-1.485207;-0.773920
0.500;-1.508593;-0.748198
0.510;-1.526706;-0.720968
0.520;-1.538571;-0.691528
0.530;-1.543764;-0.659334
0.540;-1.542595;-0.624130
0.550;-1.536066;-0.586006
0.560;-1.525585;-0.545360
0.570;-1.512558;-0.502744
0.580;-1.498005;-0.458646
0.590;-1.482380;-0.413284
0.600;-1.465618;-0.366559
0.610;-1.447365;-0.318236
0.620;-1.427274;-0.268292
0.630;-1.405260;-0.217230
0.640;-1.381629;-0.166155
0.650;-1.357046;-0.116547
0.660;-1.332364;-0.069855
0.670;-1.308397;-0.027116
0.680;-1.285732;0.011258
0.690;-1.264647;0.045471
0.700;-1.245114;0.076147
0.710;-1.226851;0.104060
0.720;-1.209322;0.129894
0.730;-1.191704;0.154109
0.740;-1.172882;0.176906
0.750;-1.151583;0.198231
0.760;-1.126658;0.217795
0.770;-1.097462;0.235107
0.780;-1.064174;0.249538
0.790;-1.027920;0.260428
0.800;-0.990602;0.267276
0.810;-0.954449;0.270025
0.820;-0.921390;0.269335
0.830;-0.892462;0.266680
0.840;-0.867472;0.264073
0.850;-0.845055;0.263446
0.860;-0.823161;0.265914
0.870;-0.799764;0.271311
0.880;-0.773561;0.278264
0.890;-0.744360;0.284791
0.900;-0.713032;0.289138
0.910;-0.681078;0.290487
0.920;-0.650002;0.289262
0.930;-0.620785;0.286970
0.940;-0.593631;0.285705
0.950;-0.568045;0.287487
0.960;-0.543144;0.293686
0.970;-0.518007;0.304672
0.980;-0.491947;0.319796
0.990;-0.464645;0.337703
1.000;-0.436141;0.356878
1.010;-0.406721;0.376245
1.020;-0.376724;0.395582
1.030;-0.346347;0.415561
1.040;-0.315500;0.437343
1.050;-0.283760;0.461919
1.060;-0.250418;0.489490
1.070;-0.214593;0.519196
1.080;-0.175394;0.549269
1.090;-0.132118;0.577490
1.100;-0.084440;0.601700
1.110;-0.032572;0.620192
1.120;0.022662;0.631869
1.130;0.079863;0.636238
1.140;0.137258;0.633296
1.150;0.193052;0.623411
1.160;0.245862;0.607196
1.170;0.295092;0.585387
1.180;0.341036;0.558703
1.190;0.384630;0.527701
1.200;0.426895;0.492676
1.210;0.468301;0.453656
1.220;0.508358;0.410488
1.230;0.545644;0.362972
1.240;0.578260;0.310977
1.250;0.604496;0.254538
1.260;0.623399;0.193931
1.270;0.634982;0.129751
1.280;0.640008;0.062930
1.290;0.639484;-0.005350
1.300;0.634161;-0.073834
1.310;0.624269;-0.141379
1.320;0.609609;-0.207025
1.330;0.589893;-0.269925
1.340;0.565177;-0.329225
1.350;0.536183;-0.384006
1.360;0.504369;-0.433370
1.370;0.471699;-0.476625
1.380;0.440206;-0.513438
1.390;0.411530;-0.543843
1.400;0.386599;-0.568081
1.410;0.365542;-0.586370
1.420;0.347796;-0.598761
1.430;0.332334;-0.605233
1.440;0.317923;-0.605990
1.450;0.303377;-0.601785
1.460;0.287783;-0.594032
1.470;0.270637;-0.584617
1.480;0.251889;-0.575477
1.490;0.231843;-0.568152
1.500;0.210987;-0.563472
1.510;0.189753;-0.561420
1.520;0.168264;-0.561229
1.530;0.146061;-0.561661
1.540;0.121902;-0.561417
1.550;0.093725;-0.559561
1.560;0.058901;-0.555819
1.570;0.014803;-0.550691
1.580;-0.040411;-0.545344
1.590;-0.107066;-0.541295
1.600;-0.183596;-0.539935
1.610;-0.266722;-0.542019
1.620;-0.352159;-0.547303
1.630;-0.435579;-0.554510
1.640;-0.513496;-0.561665
1.650;-0.583787;-0.566679
1.660;-0.645769;-0.567964
1.670;-0.699945;-0.564877
1.680;-0.747601;-0.557829
1.690;-0.790418;-0.548071
1.700;-0.830142;-0.537268
1.710;-0.868306;-0.527058
1.720;-0.905951;-0.518738
1.730;-0.943369;-0.513142
1.740;-0.979894;-0.510646
1.750;-1.013850;-0.511210
1.760;-1.042755;-0.514388
1.770;-1.063852;-0.519361
1.780;-1.074884;-0.525087
1.790;-1.074856;-0.530614
1.800;-1.064480;-0.535468
1.810;-1.046067;-0.539900
1.820;-1.022892;-0.544854
1.830;-0.998300;-0.551636
1.840;-0.974876;-0.561413
1.850;-0.953983;-0.574764
1.860;-0.935723;-0.591402
1.870;-0.919265;-0.610181
1.880;-0.903334;-0.629383
1.890;-0.886726;-0.647198
1.900;-0.868698;-0.662224
1.910;-0.849184;-0.673826
1.920;-0.828761;-0.682244
1.930;-0.808393;-0.688480
1.940;-0.789019;-0.694028
1.950;-0.771160;-0.700523
1.960;-0.754713;-0.709344
1.970;-0.739061;-0.721246
1.980;-0.723442;-0.736111
1.990;-0.707414;-0.752951
2.000;-0.691130;-0.770184
2.010;-0.675257;-0.786123
2.020;-0.660535;-0.799495
2.030;-0.647216;-0.809787
2.040;-0.634688;-0.817265
2.050;-0.621517;-0.822681
2.060;-0.605894;-0.826794
2.070;-0.586302;-0.829971
2.080;-0.562076;-0.832016
2.090;-0.533614;-0.832294
2.100;-0.502171;-0.830048
2.110;-0.469363;-0.824771
2.120;-0.436647;-0.816485
2.130;-0.404961;-0.805834
2.140;-0.374629;-0.793962
2.150;-0.345453;-0.782229
2.160;-0.316926;-0.771896
2.170;-0.288459;-0.763860
2.180;-0.259555;-0.758512
2.190;-0.229903;-0.755722
2.200;-0.199362;-0.754962
2.210;-0.167919;-0.755520
2.220;-0.135672;-0.756762
2.230;-0.102857;-0.758389
2.240;-0.069856;-0.760585
2.250;-0.037115;-0.764000
2.260;-0.004974;-0.769535
2.270;0.026519;-0.777959
2.280;0.057720;-0.789525
2.290;0.089374;-0.803772
2.300;0.122488;-0.819618
2.310;0.158123;-0.835712
2.320;0.197152;-0.850872
2.330;0.240006;-0.864427
2.340;0.286460;-0.876341
2.350;0.335567;-0.887102
2.360;0.385794;-0.897446
2.370;0.435394;-0.908042
2.380;0.482900;-0.919244
2.390;0.527569;-0.930992
2.400;0.569630;-0.942892
2.410;0.610271;-0.954436
2.420;0.651384;-0.965296
2.430;0.695157;-0.975582
2.440;0.743583;-0.985963
2.450;0.797951;-0.997557
2.460;0.858433;-1.011600
2.470;0.923877;-1.028993
2.480;0.991927;-1.049937
2.490;1.059465;-1.073789
2.500;1.123289;-1.099234
2.510;1.180809;-1.124659
2.520;1.230566;-1.148625
2.530;1.272414;-1.170264
2.540;1.307312;-1.189502
2.550;1.336838;-1.207035
2.560;1.362601;-1.224068
2.570;1.385766;-1.241881
2.580;1.406863;-1.261391
2.590;1.425909;-1.282882
2.600;1.442727;-1.305989
2.610;1.457257;-1.329896
2.620;1.469644;-1.353619
2.630;1.480059;-1.376246
2.640;1.488397;-1.397055
2.650;1.494061;-1.415518
2.660;1.495985;-1.431274
2.670;1.492895;-1.444164
2.680;1.483708;-1.454361
2.690;1.467957;-1.462490
2.700;1.446113;-1.469618
2.710;1.419710;-1.477054
2.720;1.391176;-1.485974
2.730;1.363371;-1.497046
2.740;1.338915;-1.510178
2.750;1.319508;-1.524506
2.760;1.305491;-1.538638
2.770;1.295806;-1.551037
2.780;1.288355;-1.560418
2.790;1.280623;-1.566008
2.800;1.270376;-1.567635
2.810;1.256219;-1.565637
2.820;1.237937;-1.560679
2.830;1.216518;-1.553548
2.840;1.193854;-1.545026
2.850;1.172136;-1.535821
2.860;1.153109;-1.526542
2.870;1.137439;-1.517648
2.880;1.124458;-1.509364
2.890;1.112391;-1.501618
2.900;1.098972;-1.494037
2.910;1.082229;-1.486032
2.920;1.061151;-1.476975
2.930;1.036042;-1.466418
2.940;1.008427;-1.454284
2.950;0.980565;-1.440945
2.960;0.954717;-1.427142
2.970;0.932429;-1.413796
2.980;0.914102;-1.401786
2.990;0.898989;-1.391815
3.000;0.885612;-1.384372
3.010;0.872431;-1.379769
3.020;0.858505;-1.378180
3.030;0.843874;-1.379632
3.040;0.829553;-1.383949
3.050;0.817130;-1.390701
3.060;0.808156;-1.399226
3.070;0.803597;-1.408759
3.080;0.803558;-1.418607
3.090;0.807378;-1.428276
3.100;0.814000;-1.437478
3.110;0.822380;-1.446024
3.120;0.831742;-1.453682
3.130;0.841587;-1.460083
3.140;0.851536;-1.464728
3.150;0.861159;-1.467100
3.160;0.869935;-1.466835
3.170;0.877318;-1.463890
3.180;0.882827;-1.458619
3.190;0.886055;-1.451682
3.200;0.886563;-1.443826
3.210;0.883733;-1.435605
3.220;0.876701;-1.427172
3.230;0.864475;-1.418221
3.240;0.846238;-1.408060
3.250;0.821725;-1.395786
3.260;0.791480;-1.380522
3.270;0.756843;-1.361669
3.280;0.719616;-1.339124
3.290;0.681544;-1.313379
3.300;0.643797;-1.285435
3.310;0.606680;-1.256567
3.320;0.569680;-1.228062
3.330;0.531838;-1.201043
3.340;0.492262;-1.176425
3.350;0.450585;-1.154931
3.360;0.407153;-1.137080
3.370;0.362905;-1.123112
3.380;0.319002;-1.112894
3.390;0.276424;-1.105889
3.400;0.235708;-1.101220
3.410;0.196926;-1.097818
3.420;0.159894;-1.094620
3.430;0.124475;-1.090780
3.440;0.090776;-1.085875
3.450;0.059133;-1.080051
3.460;0.029886;-1.074023
3.470;0.003134;-1.068870
3.480;-0.021369;-1.065670
3.490;-0.044137;-1.065100
3.500;-0.065748;-1.067216
3.510;-0.086648;-1.071470
3.520;-0.107028;-1.076961
3.530;-0.126810;-1.082745
3.540;-0.145747;-1.088086
3.550;-0.163590;-1.092530
3.560;-0.180243;-1.095831
3.570;-0.195856;-1.097811
3.580;-0.210798;-1.098278
3.590;-0.225554;-1.097054
3.600;-0.240595;-1.094070
3.610;-0.256267;-1.089459
3.620;-0.272729;-1.083565
3.630;-0.289946;-1.076813
3.640;-0.307733;-1.069511
3.650;-0.325841;-1.061671
3.660;-0.344032;-1.052986
3.670;-0.362134;-1.043009
3.680;-0.380045;-1.031455
3.690;-0.397710;-1.018471
3.700;-0.415083;-1.004723
3.710;-0.432103;-0.991267
3.720;-0.448702;-0.979283
3.730;-0.464838;-0.969775
3.740;-0.480527;-0.963370
3.750;-0.495848;-0.960250
3.760;-0.510926;-0.960211
3.770;-0.525915;-0.962798
3.780;-0.540987;-0.967465
3.790;-0.556323;-0.973735
3.800;-0.572122;-0.981318
3.810;-0.588627;-0.990169
3.820;-0.606175;-1.000434
3.830;-0.625238;-1.012318
3.840;-0.646426;-1.025924
3.850;-0.670408;-1.041157
3.860;-0.697779;-1.057751
3.870;-0.728904;-1.075410
3.880;-0.763816;-1.093987
3.890;-0.802238;-1.113610
3.900;-0.843747;-1.134652
3.910;-0.888012;-1.157562
3.920;-0.934999;-1.182618
3.930;-0.985008;-1.209737
3.940;-1.038440;-1.238424
3.950;-1.095338;-1.267863
3.960;-1.154888;-1.297103
3.970;-1.215133;-1.325222
3.980;-1.273140;-1.351419
3.990;-1.325613;-1.375011
4.000;-1.369771;-1.395420
4.010;-1.404114;-1.412237
4.020;-1.428789;-1.425383
4.030;-1.445470;-1.435255
4.040;-1.456831;-1.442754
4.050;-1.465833;-1.449120
4.060;-1.475020;-1.455599
4.070;-1.486010;-1.463060
4.080;-1.499262;-1.471730
4.090;-1.514150;-1.481160
4.100;-1.529280;-1.490429
4.110;-1.542966;-1.498471
4.120;-1.553701;-1.504386
4.130;-1.560535;-1.507646
4.140;-1.563245;-1.508169
4.150;-1.562280;-1.506261
4.160;-1.558499;-1.502510
4.170;-1.552753;-1.497638
4.180;-1.545472;-1.492350
4.190;-1.536458;-1.487199
4.200;-1.524990;-1.482498
4.210;-1.510248;-1.478320
4.220;-1.491839;-1.474602
4.230;-1.470170;-1.471286
4.240;-1.446467;-1.468441
4.250;-1.422430;-1.466265
4.260;-1.399699;-1.464994
4.270;-1.379389;-1.464744
4.280;-1.361899;-1.465399
4.290;-1.347043;-1.466613
4.300;-1.334409;-1.467928
4.310;-1.323712;-1.468946
4.320;-1.314982;-1.469466
4.330;-1.308492;-1.469548
4.340;-1.304549;-1.469470
4.350;-1.303263;-1.469611
4.360;-1.304470;-1.470290
4.370;-1.307810;-1.471604
4.380;-1.312905;-1.473307
4.390;-1.319483;-1.474775
4.400;-1.327347;-1.475098
4.410;-1.336196;-1.473314
4.420;-1.345417;-1.468734
4.430;-1.353998;-1.461247
4.440;-1.360664;-1.451457
4.450;-1.364204;-1.440547
4.460;-1.363812;-1.429904
4.470;-1.359283;-1.420656
4.480;-1.350969;-1.413333
4.490;-1.339536;-1.407804
4.500;-1.325668;-1.403455
4.510;-1.309907;-1.399473
4.520;-1.292694;-1.395124
4.530;-1.274572;-1.389922
4.540;-1.256352;-1.383688
4.550;-1.239070;-1.376523
4.560;-1.223686;-1.368746
4.570;-1.210650;-1.360828
4.580;-1.199531;-1.353303
4.590;-1.188976;-1.346662
4.600;-1.177063;-1.341234
4.610;-1.161941;-1.337096
4.620;-1.142483;-1.334040
4.630;-1.118644;-1.331631
4.640;-1.091387;-1.329330
4.650;-1.062201;-1.326667
4.660;-1.032439;-1.323369
4.670;-1.002713;-1.319390
4.680;-0.972571;-1.314832
4.690;-0.940574;-1.309805
4.700;-0.904732;-1.304329
4.710;-0.863176;-1.298340
4.720;-0.814799;-1.291782
4.730;-0.759669;-1.284727
4.740;-0.699086;-1.277450
4.750;-0.635310;-1.270385
4.760;-0.571079;-1.264010
4.770;-0.509067;-1.258707
4.780;-0.451372;-1.254686
4.790;-0.399165;-1.251981
4.800;-0.352555;-1.250438
4.810;-0.310740;-1.249672
4.820;-0.272392;-1.249011
4.830;-0.236154;-1.247547
4.840;-0.201082;-1.244342
4.850;-0.166904;-1.238738
4.860;-0.134051;-1.230640
4.870;-0.103464;-1.220625
4.880;-0.076261;-1.209819
4.890;-0.053341;-1.199553
4.900;-0.035066;-1.190941
