f_time;copX;copY
0.010;-1.235144;1.378544
0.020;-1.401925;1.451708
0.030;-1.567107;1.518895
0.040;-1.729174;1.575553
0.050;-1.886769;1.619594
0.060;-2.038633;1.651747
0.070;-2.183352;1.675014
0.080;-2.319167;1.693491
0.090;-2.444077;1.711019
0.100;-2.556227;1.730170
0.110;-2.654376;1.751863
0.120;-2.738202;1.775612
0.130;-2.808322;1.800216
0.140;-2.866091;1.824539
0.150;-2.913344;1.848093
0.160;-2.952204;1.871210
0.170;-2.984986;1.894806
0.180;-3.014098;1.919898
0.190;-3.041823;1.947136
0.200;-3.069981;1.976493
0.210;-3.099604;2.007219
0.220;-3.130846;2.038042
0.230;-3.163246;2.067553
0.240;-3.196262;2.094624
0.250;-3.229824;2.118738
0.260;-3.264641;2.140082
0.270;-3.302123;2.159415
0.280;-3.344027;2.177732
0.290;-3.392021;2.195838
0.300;-3.447312;2.213987
0.310;-3.510338;2.231731
0.320;-3.580438;2.248043
0.330;-3.655524;2.261679
0.340;-3.731900;2.271635
0.350;-3.804515;2.277524
0.360;-3.867778;2.279707
0.370;-3.916777;2.279120
0.380;-3.948468;2.276874
0.390;-3.962336;2.273789
0.400;-3.960270;2.270094
0.410;-3.945737;2.265404
0.420;-3.922660;2.258969
0.430;-3.894423;2.250056
0.440;-3.863291;2.238265
0.450;-3.830281;2.223637
0.460;-3.795315;2.206529
0.470;-3.757467;2.187347
0.480;-3.715168;2.166277
0.490;-3.666391;2.143101
0.500;-3.608912;2.117178
0.510;-3.540692;2.087586
0.520;-3.460344;2.053354
0.530;-3.367508;2.013688
0.540;-3.262953;1.968086
0.550;-3.148321;1.916337
0.560;-3.025624;1.858417
0.570;-2.896714;1.794393
0.580;-2.762995;1.724419
0.590;-2.625515;1.648901
0.600;-2.485375;1.568759
0.610;-2.344190;1.485611
0.620;-2.204261;1.401659
0.630;-2.068273;1.319203
0.640;-1.938621;1.239968
0.650;-1.816708;1.164584
0.660;-1.702583;1.092544
0.670;-1.595134;1.022681
0.680;-1.492741;0.953909
0.690;-1.394081;0.885857
0.700;-1.298725;0.819077
0.710;-1.207285;0.754770
0.720;-1.121090;0.694229
0.730;-1.041587;0.638297
0.740;-0.969720;0.587079
0.750;-0.905556;0.539987
0.760;-0.848280;0.496046
0.770;-0.796502;0.454317
0.780;-0.748726;0.414276
0.790;-0.703730;0.376029
0.800;-0.660751;0.340287
0.810;-0.619411;0.308123
0.820;-0.579479;0.280602
0.830;-0.540595;0.258407
0.840;-0.502098;0.241591
0.850;-0.463056;0.229503
0.860;-0.422498;0.220916
0.870;-0.379757;0.214265
0.880;-0.334760;0.207945
0.890;-0.288116;0.200555
0.900;-0.240959;0.191082
0.910;-0.194558;0.178983
0.920;-0.149861;0.164179
0.930;-0.107140;0.146954
0.940;-0.065903;0.127791
0.950;-0.025109;0.107210
0.960;0.016412;0.085621
0.970;0.059551;0.063206
0.980;0.104692;0.039821
0.990;0.151706;0.014957
1.000;0.200114;-0.012220
1.010;0.249292;-0.042735
1.020;0.298679;-0.077642
1.030;0.347928;-0.117860
1.040;0.396984;-0.164051
1.050;0.446073;-0.216511
1.060;0.495591;-0.275111
1.070;0.545925;-0.339265
1.080;0.597261;-0.407977
1.090;0.649429;-0.479926
1.100;0.701863;-0.553609
1.110;0.753664;-0.627502
1.120;0.803726;-0.700225
1.130;0.850847;-0.770727
1.140;0.893751;-0.838448
1.150;0.931041;-0.903412
1.160;0.961164;-0.966166
1.170;0.982486;-1.027558
1.180;0.993500;-1.088392
1.190;0.993064;-1.149098
1.200;0.980559;-1.209542
1.210;0.955876;-1.269091
1.220;0.919282;-1.326913
1.230;0.871246;-1.382367
1.240;0.812322;-1.435285
1.250;0.743120;-1.485982
1.260;0.664373;-1.535026
1.270;0.577106;-1.582916
1.280;0.482866;-1.629831
1.290;0.383868;-1.675568
1.300;0.282940;-1.719654
1.310;0.183168;-1.761553
1.320;0.087349;-1.800904
1.330;-0.002504;-1.837693
1.340;-0.085384;-1.872299
1.350;-0.161157;-1.905399
1.360;-0.230221;-1.937770
1.370;-0.293173;-1.970094
1.380;-0.350682;-2.002820
1.390;-0.403611;-2.036143
1.400;-0.453315;-2.070067
1.410;-0.501934;-2.104528
1.420;-0.552519;-2.139435
1.430;-0.608847;-2.174590
1.440;-0.674921;-2.209483
1.450;-0.754196;-2.243107
1.460;-0.848720;-2.273951
1.470;-0.958412;-2.300261
1.480;-1.080761;-2.320516
1.490;-1.211106;-2.333938
1.500;-1.343493;-2.340799
1.510;-1.471840;-2.342349
1.520;-1.591080;-2.340386
1.530;-1.697954;-2.336681
1.540;-1.791296;-2.332514
1.550;-1.871848;-2.328523
1.560;-1.941745;-2.324825
1.570;-2.003796;-2.321279
1.580;-2.060690;-2.317701
1.590;-2.114252;-2.313962
1.600;-2.164928;-2.309966
1.610;-2.211646;-2.305577
1.620;-2.252168;-2.300512
1.630;-2.283846;-2.294242
1.640;-2.304573;-2.285928
1.650;-2.313598;-2.274476
1.660;-2.311922;-2.258696
1.670;-2.302160;-2.237515
1.680;-2.287953;-2.210122
1.690;-2.273167;-2.175987
1.700;-2.261153;-2.134764
1.710;-2.254268;-2.086174
1.720;-2.253722;-2.029999
1.730;-2.259709;-1.966258
1.740;-2.271669;-1.895483
1.750;-2.288556;-1.818924
1.760;-2.309016;-1.738480
1.770;-2.331510;-1.656318
1.780;-2.354419;-1.574297
1.790;-2.376218;-1.493460
1.800;-2.395691;-1.413822
1.810;-2.412163;-1.334557
1.820;-2.425635;-1.254481
1.830;-2.436800;-1.172629
1.840;-2.446877;-1.088688
1.850;-2.457304;-1.003140
1.860;-2.469318;-0.917063
1.870;-2.483559;-0.831684
1.880;-2.499826;-0.747838
1.890;-2.517135;-0.665557
1.900;-2.534163;-0.583936
1.910;-2.549961;-0.501400
1.920;-2.564637;-0.416293
1.930;-2.579649;-0.327559
1.940;-2.597475;-0.235211
1.950;-2.620794;-0.140328
1.960;-2.651557;-0.044548
1.970;-2.690362;0.050716
1.980;-2.736355;0.144976
1.990;-2.787628;0.238928
2.000;-2.841872;0.334112
2.010;-2.896982;0.432124
2.020;-2.951390;0.533756
