Time[s];COPx[cm];COPy[cm]
0.010;-0.366884;2.613986
0.020;-0.483208;2.576796
0.030;-0.599310;2.544260
0.040;-0.714646;2.520157
0.050;-0.827951;2.506932
0.060;-0.937191;2.505553
0.070;-1.039739;2.515790
0.080;-1.132775;2.536715
0.090;-1.213848;2.567169
0.100;-1.281452;2.606033
0.110;-1.335444;2.652286
0.120;-1.377127;2.704944
0.130;-1.408956;2.762994
0.140;-1.433968;2.825384
0.150;-1.455155;2.891035
0.160;-1.474973;2.958816
0.170;-1.495127;3.027480
0.180;-1.516637;3.095581
0.190;-1.540077;3.161427
0.200;-1.565843;3.223121
0.210;-1.594271;3.278735
0.220;-1.625547;3.326547
0.230;-1.659470;3.365247
0.240;-1.695230;3.394061
0.250;-1.731406;3.412790
0.260;-1.766228;3.421812
0.270;-1.798028;3.422088
0.280;-1.825662;3.415113
0.290;-1.848675;3.402752
0.300;-1.867139;3.386953
0.310;-1.881218;3.369389
0.320;-1.890679;3.351175
0.330;-1.894523;3.332734
0.340;-1.890860;3.313869
0.350;-1.877011;3.294019
0.360;-1.849779;3.272622
0.370;-1.805784;3.249514
0.380;-1.741817;3.225220
0.390;-1.655209;3.201063
0.400;-1.544247;3.179024
0.410;-1.408652;3.161374
0.420;-1.250011;3.150173
0.430;-1.071957;3.146769
0.440;-0.879962;3.151446
0.450;-0.680714;3.163332
0.460;-0.481266;3.180572
0.470;-0.288180;3.200692
0.480;-0.106903;3.220997
0.490;0.058528;3.238939
0.500;0.205420;3.252397
0.510;0.332144;3.259885
0.520;0.437785;3.260659
0.530;0.521901;3.254714
0.540;0.584450;3.242646
0.550;0.625846;3.225417
0.560;0.647012;3.204137
0.570;0.649317;3.179894
0.580;0.634392;3.153670
0.590;0.603941;3.126284
0.600;0.559686;3.098337
0.610;0.503538;3.070178
0.620;0.437926;3.041940
0.630;0.366144;3.013651
0.640;0.292504;2.985385
0.650;0.222160;2.957388
0.660;0.160556;2.930133
0.670;0.112601;2.904272
0.680;0.081791;2.880484
0.690;0.069543;2.859245
0.700;0.074941;2.840591
0.710;0.094956;2.823991
0.720;0.125039;2.808352
0.730;0.159869;2.792143
0.740;0.194081;2.773584
0.750;0.222846;2.750858
0.760;0.242270;2.722317
0.770;0.249640;2.686673
0.780;0.243516;2.643149
0.790;0.223661;2.591643
0.800;0.190849;2.532886
0.810;0.146580;2.468571
0.820;0.092805;2.401307
0.830;0.031715;2.334305
0.840;-0.034392;2.270779
0.850;-0.103177;2.213272
0.860;-0.172294;2.163171
0.870;-0.239448;2.120591
0.880;-0.302507;2.084620
0.890;-0.359721;2.053793
0.900;-0.409998;2.026576
0.910;-0.453180;2.001735
0.920;-0.490182;1.978496
0.930;-0.522887;1.956523
0.940;-0.553777;1.935747
0.950;-0.585418;1.916137
0.960;-0.619930;1.897494
0.970;-0.658588;1.879366
0.980;-0.701636;1.861086
0.990;-0.748340;1.841905
1.000;-0.797268;1.821168
1.010;-0.846712;1.798489
1.020;-0.895123;1.773862
1.030;-0.941411;1.747665
1.040;-0.985000;1.720541
1.050;-1.025653;1.693202
1.060;-1.063196;1.666236
1.070;-1.097295;1.639957
1.080;-1.127436;1.614301
1.090;-1.153100;1.588778
1.100;-1.173990;1.562496
1.110;-1.190166;1.534294
1.120;-1.201988;1.502980
1.130;-1.209867;1.467594
1.140;-1.213920;1.427596
1.150;-1.213631;1.382905
1.160;-1.207664;1.333766
1.170;-1.193926;1.280510
1.180;-1.169919;1.223339
1.190;-1.133302;1.162246
1.200;-1.082513;1.097118
1.210;-1.017270;1.027974
1.220;-0.938795;0.955242
1.230;-0.849667;0.879928
1.240;-0.753302;0.803630
1.250;-0.653212;0.728401
1.260;-0.552221;0.656542
1.270;-0.451870;0.590406
1.280;-0.352119;0.532210
1.290;-0.251448;0.483833
1.300;-0.147333;0.446562
1.310;-0.036983;0.420824
1.320;0.081848;0.405986
1.330;0.210188;0.400288
1.340;0.347469;0.400970
1.350;0.491488;0.404564
1.360;0.638673;0.407324
1.370;0.784547;0.405703
1.380;0.924254;0.396800
1.390;1.053079;0.378656
1.400;1.166946;0.350351
1.410;1.262893;0.311878
1.420;1.339491;0.263883
1.430;1.397069;0.207400
1.440;1.437649;0.143682
1.450;1.464565;0.074149
1.460;1.481837;0.000387
1.470;1.493463;-0.075868
1.480;1.502814;-0.152817
1.490;1.512250;-0.228755
1.500;1.523047;-0.302233
1.510;1.535591;-0.372182
1.520;1.549756;-0.437957
1.530;1.565335;-0.499291
1.540;1.582403;-0.556188
1.550;1.601519;-0.608757
1.560;1.623705;-0.657028
1.570;1.650253;-0.700799
1.580;1.682407;-0.739597
1.590;1.721022;-0.772792
1.600;1.766307;-0.799846
