f_time;copX;copY
0.010;-4.463725;0.261422
0.020;-4.471224;0.264527
0.030;-4.478479;0.267970
0.040;-4.485234;0.272090
0.050;-4.491238;0.277226
0.060;-4.496350;0.283653
0.070;-4.500690;0.291445
0.080;-4.504735;0.300337
0.090;-4.509264;0.309679
0.100;-4.515141;0.318565
0.110;-4.523029;0.326093
0.120;-4.533128;0.331646
0.130;-4.545098;0.335059
0.140;-4.558179;0.336617
0.150;-4.571486;0.336891
0.160;-4.584324;0.336509
0.170;-4.596393;0.335966
0.180;-4.607815;0.335549
0.190;-4.618969;0.335383
0.200;-4.630253;0.335539
0.210;-4.641860;0.336126
0.220;-4.653696;0.337329
0.230;-4.665455;0.339345
0.240;-4.676816;0.342263
0.250;-4.687629;0.345940
0.260;-4.697988;0.349973
0.270;-4.708163;0.353815
0.280;-4.718449;0.356966
0.290;-4.729015;0.359161
0.300;-4.739799;0.360455
0.310;-4.750489;0.361184
0.320;-4.760600;0.361823
0.330;-4.769618;0.362813
0.340;-4.777165;0.364435
0.350;-4.783128;0.366788
0.360;-4.787687;0.369849
0.370;-4.791235;0.373539
0.380;-4.794228;0.377716
0.390;-4.797015;0.382105
0.400;-4.799724;0.386237
0.410;-4.802238;0.389482
0.420;-4.804279;0.391232
0.430;-4.805580;0.391167
0.440;-4.806068;0.389456
0.450;-4.805979;0.386780
0.460;-4.805832;0.384131
0.470;-4.806263;0.382476
0.480;-4.807774;0.382427
0.490;-4.810524;0.384045
0.500;-4.814255;0.386867
0.510;-4.818406;0.390130
0.520;-4.822356;0.393075
0.530;-4.825691;0.395182
0.540;-4.828359;0.396241
0.550;-4.830650;0.396287
0.560;-4.833025;0.395475
0.570;-4.835904;0.394014
0.580;-4.839504;0.392156
0.590;-4.843793;0.390191
0.600;-4.848520;0.388386
0.610;-4.853277;0.386887
0.620;-4.857581;0.385669
0.630;-4.860967;0.384579
0.640;-4.863091;0.383450
0.650;-4.863800;0.382213
0.660;-4.863157;0.380924
0.670;-4.861408;0.379708
0.680;-4.858948;0.378662
0.690;-4.856260;0.377805
0.700;-4.853850;0.377072
0.710;-4.852169;0.376374
0.720;-4.851559;0.375653
0.730;-4.852232;0.374946
0.740;-4.854276;0.374414
0.750;-4.857624;0.374326
0.760;-4.861967;0.374987
0.770;-4.866647;0.376637
0.780;-4.870655;0.379387
0.790;-4.872808;0.383228
0.800;-4.872083;0.388105
0.810;-4.868010;0.393971
0.820;-4.860911;0.400780
0.830;-4.851880;0.408390
0.840;-4.842450;0.416458
0.850;-4.834089;0.424439
0.860;-4.827727;0.431719
0.870;-4.823474;0.437873
0.880;-4.820645;0.442888
0.890;-4.818046;0.447249
0.900;-4.814389;0.451791
0.910;-4.808664;0.457410
0.920;-4.800342;0.464775
0.930;-4.789378;0.474191
0.940;-4.776093;0.485628
0.950;-4.761017;0.498829
0.960;-4.744748;0.513387
0.970;-4.727848;0.528753
0.980;-4.710814;0.544239
0.990;-4.694094;0.559107
