f_time;copX;copY
0.010;0.907467;-1.755076
0.020;0.858582;-1.758777
0.030;0.809322;-1.762759
0.040;0.759283;-1.767321
0.050;0.708092;-1.772822
0.060;0.655492;-1.779643
0.070;0.601451;-1.788145
0.080;0.546218;-1.798663
0.090;0.490311;-1.811551
0.100;0.434453;-1.827247
0.110;0.379472;-1.846244
0.120;0.326195;-1.868937
0.130;0.275350;-1.895367
0.140;0.227445;-1.925029
0.150;0.182682;-1.956883
0.160;0.140900;-1.989586
0.170;0.101590;-2.021845
0.180;0.063983;-2.052702
0.190;0.027206;-2.081660
0.200;-0.009530;-2.108640
0.210;-0.046773;-2.133843
0.220;-0.084780;-2.157586
0.230;-0.123578;-2.180152
0.240;-0.163123;-2.201702
0.250;-0.203483;-2.222273
0.260;-0.244973;-2.241842
0.270;-0.288210;-2.260432
0.280;-0.334054;-2.278152
0.290;-0.383472;-2.295121
0.300;-0.437339;-2.311311
0.310;-0.496223;-2.326405
0.320;-0.560198;-2.339794
0.330;-0.628757;-2.350771
0.340;-0.700860;-2.358878
0.350;-0.775114;-2.364266
0.360;-0.850014;-2.367878
0.370;-0.924138;-2.371349
0.380;-0.996208;-2.376572
0.390;-1.064995;-2.385111
0.400;-1.129139;-2.397655
0.410;-1.187013;-2.413756
0.420;-1.236743;-2.431942
0.430;-1.276457;-2.450170
0.440;-1.304706;-2.466436
0.450;-1.320893;-2.479341
0.460;-1.325482;-2.488416
0.470;-1.319889;-2.494133
0.480;-1.306091;-2.497627
0.490;-1.286157;-2.500244
0.500;-1.261879;-2.503114
0.510;-1.234599;-2.506885
0.520;-1.205213;-2.511700
0.530;-1.174305;-2.517348
0.540;-1.142318;-2.523491
0.550;-1.109752;-2.529840
0.560;-1.077295;-2.536231
0.570;-1.045881;-2.542628
0.580;-1.016604;-2.549079
0.590;-0.990510;-2.555654
0.600;-0.968313;-2.562415
0.610;-0.950167;-2.569402
0.620;-0.935593;-2.576657
0.630;-0.923615;-2.584218
0.640;-0.913052;-2.592058
0.650;-0.902831;-2.599981
0.660;-0.892203;-2.607570
0.670;-0.880783;-2.614240
0.680;-0.868424;-2.619415
0.690;-0.855036;-2.622711
0.700;-0.840415;-2.624043
0.710;-0.824164;-2.623610
0.720;-0.805693;-2.621768
0.730;-0.784280;-2.618869
0.740;-0.759165;-2.615111
0.750;-0.729635;-2.610480
0.760;-0.695112;-2.604800
0.770;-0.655255;-2.597888
0.780;-0.610075;-2.589723
0.790;-0.560012;-2.580527
0.800;-0.505926;-2.570719
0.810;-0.448972;-2.560800
0.820;-0.390395;-2.551279
0.830;-0.331263;-2.542687
0.840;-0.272234;-2.535639
0.850;-0.213407;-2.530805
0.860;-0.154312;-2.528715
0.870;-0.094059;-2.529437
0.880;-0.031614;-2.532303
0.890;0.033857;-2.535876
0.900;0.102691;-2.538233
0.910;0.174574;-2.537489
0.920;0.248585;-2.532375
0.930;0.323433;-2.522644
0.940;0.397812;-2.509116
0.950;0.470742;-2.493339
0.960;0.541806;-2.477014
0.970;0.611178;-2.461471
0.980;0.679461;-2.447441
0.990;0.747370;-2.435167
1.000;0.815389;-2.424705
1.010;0.883505;-2.416194
1.020;0.951120;-2.409931
1.030;1.017146;-2.406222
1.040;1.080229;-2.405090
1.050;1.139009;-2.406003
1.060;1.192342;-2.407783
1.070;1.239447;-2.408787
1.080;1.279981;-2.407344
1.090;1.314062;-2.402279
1.100;1.342212;-2.393358
1.110;1.365223;-2.381484
1.120;1.383965;-2.368562
1.130;1.399203;-2.357056
1.140;1.411491;-2.349358
1.150;1.421218;-2.347148
1.160;1.428756;-2.350989
1.170;1.434631;-2.360256
1.180;1.439575;-2.373416
1.190;1.444426;-2.388523
1.200;1.449930;-2.403754
1.210;1.456583;-2.417834
1.220;1.464605;-2.430214
1.230;1.474038;-2.440992
1.240;1.484876;-2.450638
1.250;1.497117;-2.459664
1.260;1.510712;-2.468366
1.270;1.525481;-2.476751
1.280;1.541080;-2.484632
1.290;1.557085;-2.491831
1.300;1.573118;-2.498342
1.310;1.588938;-2.504393
1.320;1.604441;-2.510372
1.330;1.619548;-2.516662
1.340;1.634062;-2.523453
1.350;1.647554;-2.530626
1.360;1.659338;-2.537767
1.370;1.668580;-2.544307
1.380;1.674475;-2.549697
1.390;1.676426;-2.553534
1.400;1.674136;-2.555559
1.410;1.667627;-2.555546
1.420;1.657232;-2.553172
1.430;1.643618;-2.547976
1.440;1.627801;-2.539478
1.450;1.611139;-2.527390
1.460;1.595260;-2.511797
1.470;1.581920;-2.493153
1.480;1.572814;-2.472098
1.490;1.569380;-2.449195
1.500;1.572638;-2.424734
1.510;1.583087;-2.398721
1.520;1.600646;-2.371063
1.530;1.624632;-2.341860
1.540;1.653825;-2.311648
1.550;1.686658;-2.281464
1.560;1.721554;-2.252682
1.570;1.757277;-2.226657
1.580;1.793186;-2.204326
1.590;1.829267;-2.185945
1.600;1.865956;-2.171054
1.610;1.903839;-2.158660
1.620;1.943362;-2.147558
