Time[s];COPx[cm];COPy[cm]
0.010;-2.625837;-1.278526
0.020;-2.641671;-1.285193
0.030;-2.656161;-1.291866
0.040;-2.668169;-1.298434
0.050;-2.676812;-1.304609
0.060;-2.681573;-1.309927
0.070;-2.682363;-1.313812
0.080;-2.679482;-1.315701
0.090;-2.673498;-1.315199
0.100;-2.665059;-1.312227
0.110;-2.654715;-1.307073
0.120;-2.642789;-1.300339
0.130;-2.629380;-1.292812
0.140;-2.614483;-1.285315
0.150;-2.598175;-1.278575
0.160;-2.580754;-1.273110
0.170;-2.562743;-1.269145
0.180;-2.544787;-1.266617
0.190;-2.527481;-1.265237
0.200;-2.511255;-1.264587
0.210;-2.496352;-1.264173
0.220;-2.482883;-1.263469
0.230;-2.470875;-1.262005
0.240;-2.460254;-1.259515
0.250;-2.450752;-1.256104
0.260;-2.441829;-1.252311
0.270;-2.432709;-1.249023
0.280;-2.422571;-1.247265
0.290;-2.410808;-1.247958
0.300;-2.397266;-1.251766
0.310;-2.382348;-1.259083
0.320;-2.366957;-1.270128
0.330;-2.352233;-1.285062
0.340;-2.339170;-1.304085
0.350;-2.328236;-1.327462
0.360;-2.319185;-1.355502
0.370;-2.311167;-1.388446
0.380;-2.303110;-1.426305
0.390;-2.294169;-1.468690
0.400;-2.284039;-1.514714
0.410;-2.272992;-1.563014
0.420;-2.261653;-1.611849
0.430;-2.250656;-1.659259
0.440;-2.240343;-1.703242
0.450;-2.230610;-1.741914
0.460;-2.220967;-1.773669
0.470;-2.210737;-1.797322
0.480;-2.199331;-1.812179
0.490;-2.186467;-1.818050
0.500;-2.172248;-1.815184
0.510;-2.157075;-1.804203
0.520;-2.141409;-1.786030
0.530;-2.125530;-1.761846
0.540;-2.109402;-1.733075
0.550;-2.092736;-1.701365
0.560;-2.075201;-1.668515
0.570;-2.056679;-1.636317
0.580;-2.037427;-1.606325
0.590;-2.018094;-1.579610
0.600;-1.999595;-1.556564
0.610;-1.982945;-1.536830
0.620;-1.969123;-1.519384
0.630;-1.958983;-1.502739
0.640;-1.953184;-1.485220
0.650;-1.952099;-1.465225
0.660;-1.955694;-1.441458
0.670;-1.963451;-1.413106
0.680;-1.974408;-1.379967
0.690;-1.987354;-1.342497
0.700;-2.001109;-1.301745
0.710;-2.014812;-1.259178
0.720;-2.028113;-1.216431
0.730;-2.041236;-1.175059
0.740;-2.054856;-1.136343
0.750;-2.069799;-1.101188
0.760;-2.086672;-1.070126
0.770;-2.105555;-1.043423
0.780;-2.125875;-1.021212
0.790;-2.146509;-1.003569
0.800;-2.166038;-0.990478
0.810;-2.183085;-0.981707
0.820;-2.196609;-0.976683
0.830;-2.206095;-0.974456
0.840;-2.211583;-0.973811
0.850;-2.213545;-0.973476
0.860;-2.212677;-0.972362
0.870;-2.209677;-0.969727
0.880;-2.205091;-0.965265
0.890;-2.199287;-0.959145
0.900;-2.192521;-0.952020
0.910;-2.185038;-0.944933
0.920;-2.177124;-0.939076
0.930;-2.169081;-0.935459
0.940;-2.161161;-0.934589
0.950;-2.153489;-0.936309
0.960;-2.146038;-0.939806
0.970;-2.138648;-0.943770
0.980;-2.131104;-0.946665
0.990;-2.123228;-0.947075
1.000;-2.114960;-0.944087
1.010;-2.106389;-0.937568
1.020;-2.097739;-0.928228
1.030;-2.089348;-0.917394
1.040;-2.081637;-0.906569
1.050;-2.075080;-0.896970
1.060;-2.070154;-0.889229
1.070;-2.067269;-0.883353
1.080;-2.066702;-0.878923
1.090;-2.068568;-0.875400
1.100;-2.072835;-0.872429
1.110;-2.079392;-0.870025
1.120;-2.088098;-0.868586
1.130;-2.098811;-0.868727
1.140;-2.111381;-0.870987
1.150;-2.125622;-0.875531
1.160;-2.141258;-0.881981
1.170;-2.157860;-0.889432
1.180;-2.174807;-0.896685
1.190;-2.191304;-0.902564
1.200;-2.206462;-0.906221
1.210;-2.219432;-0.907311
1.220;-2.229531;-0.905999
1.230;-2.236311;-0.902820
1.240;-2.239534;-0.898455
1.250;-2.239078;-0.893517
1.260;-2.234809;-0.888449
1.270;-2.226526;-0.883540
1.280;-2.214012;-0.879045
1.290;-2.197209;-0.875255
1.300;-2.176444;-0.872452
1.310;-2.152572;-0.870771
1.320;-2.126948;-0.870059
1.330;-2.101193;-0.869844
1.340;-2.076810;-0.869445
1.350;-2.054821;-0.868142
1.360;-2.035542;-0.865371
1.370;-2.018592;-0.860857
1.380;-2.003114;-0.854678
1.390;-1.988151;-0.847246
1.400;-1.973016;-0.839193
1.410;-1.957549;-0.831189
1.420;-1.942126;-0.823755
1.430;-1.927437;-0.817161
1.440;-1.914117;-0.811500
1.450;-1.902427;-0.806926
1.460;-1.892147;-0.803890
1.470;-1.882727;-0.803184
1.480;-1.873657;-0.805739
1.490;-1.864851;-0.812290
1.500;-1.856858;-0.823076
1.510;-1.850793;-0.837729
1.520;-1.847997;-0.855361
1.530;-1.849587;-0.874848
1.540;-1.856064;-0.895180
1.550;-1.867130;-0.915763
1.560;-1.881757;-0.936516
1.570;-1.898463;-0.957741
1.580;-1.915652;-0.979826
1.590;-1.931914;-1.002954
1.600;-1.946216;-1.026965
1.610;-1.957991;-1.051402
1.620;-1.967121;-1.075683
1.630;-1.973815;-1.099276
1.640;-1.978426;-1.121779
1.650;-1.981229;-1.142892
1.660;-1.982257;-1.162340
1.670;-1.981277;-1.179845
1.680;-1.977904;-1.195177
1.690;-1.971817;-1.208225
1.700;-1.962950;-1.219014
1.710;-1.951571;-1.227610
1.720;-1.938203;-1.233999
1.730;-1.923451;-1.238019
1.740;-1.907807;-1.239410
1.750;-1.891534;-1.237905
1.760;-1.874679;-1.233288
1.770;-1.857200;-1.225382
1.780;-1.839143;-1.214022
1.790;-1.820780;-1.199088
1.800;-1.802662;-1.180603
1.810;-1.785550;-1.158860
1.820;-1.770266;-1.134492
1.830;-1.757489;-1.108449
1.840;-1.747588;-1.081886
1.850;-1.740541;-1.055976
1.860;-1.736004;-1.031703
1.870;-1.733488;-1.009689
1.880;-1.732559;-0.990088
1.890;-1.732978;-0.972593
1.900;-1.734736;-0.956588
1.910;-1.737977;-0.941401
1.920;-1.742874;-0.926569
1.930;-1.749509;-0.911994
