Time[s];COPx[cm];COPy[cm]
0.010;-1.271810;0.374520
0.020;-1.299948;0.376973
0.030;-1.328263;0.379456
0.040;-1.356576;0.381746
0.050;-1.383990;0.383038
0.060;-1.408945;0.382041
0.070;-1.429539;0.377265
0.080;-1.444012;0.367299
0.090;-1.451175;0.350960
0.100;-1.450653;0.327327
0.110;-1.442878;0.295807
0.120;-1.428907;0.256324
0.130;-1.410172;0.209607
0.140;-1.388252;0.157393
0.150;-1.364673;0.102385
0.160;-1.340731;0.047854
0.170;-1.317354;-0.003047
0.180;-1.295039;-0.048031
0.190;-1.273913;-0.086245
0.200;-1.253879;-0.118450
0.210;-1.234751;-0.146728
0.220;-1.216301;-0.173804
0.230;-1.198189;-0.202208
0.240;-1.179835;-0.233571
0.250;-1.160356;-0.268285
0.260;-1.138659;-0.305569
0.270;-1.113752;-0.343833
0.280;-1.085194;-0.381094
0.290;-1.053515;-0.415359
0.300;-1.020402;-0.444933
0.310;-0.988480;-0.468683
0.320;-0.960692;-0.486178
0.330;-0.939427;-0.497644
0.340;-0.925699;-0.503703
0.350;-0.918678;-0.505046
0.360;-0.915807;-0.502198
0.370;-0.913490;-0.495513
0.380;-0.908127;-0.485325
0.390;-0.897145;-0.472110
0.400;-0.879698;-0.456527
0.410;-0.856851;-0.439329
0.420;-0.831197;-0.421235
0.430;-0.806070;-0.402834
0.440;-0.784604;-0.384543
0.450;-0.768955;-0.366564
0.460;-0.759924;-0.348798
0.470;-0.757044;-0.330737
0.480;-0.759035;-0.311432
0.490;-0.764408;-0.289638
0.500;-0.772005;-0.264185
0.510;-0.781322;-0.234462
0.520;-0.792530;-0.200818
0.530;-0.806248;-0.164655
0.540;-0.823173;-0.128135
0.550;-0.843716;-0.093592
0.560;-0.867733;-0.062894
0.570;-0.894436;-0.036989
0.580;-0.922452;-0.015809
0.590;-0.950044;0.001504
0.600;-0.975442;0.016170
0.610;-0.997234;0.029369
0.620;-1.014697;0.041970
0.630;-1.027953;0.054442
0.640;-1.037860;0.066846
0.650;-1.045696;0.078900
0.660;-1.052761;0.090071
0.670;-1.060041;0.099744
0.680;-1.068027;0.107429
0.690;-1.076696;0.112955
0.700;-1.085593;0.116586
0.710;-1.093983;0.119014
0.720;-1.100992;0.121230
0.730;-1.105749;0.124291
0.740;-1.107515;0.129045
0.750;-1.105830;0.135862
0.760;-1.100676;0.144471
0.770;-1.092592;0.153962
0.780;-1.082655;0.162992
0.790;-1.072225;0.170141
0.800;-1.062544;0.174259
0.810;-1.054322;0.174653
0.820;-1.047526;0.171059
0.830;-1.041448;0.163424
0.840;-1.035000;0.151656
0.850;-1.027049;0.135461
0.860;-1.016692;0.114318
0.870;-1.003398;0.087609
0.880;-0.987059;0.054867
0.890;-0.967999;0.016064
0.900;-0.946915;-0.028130
0.910;-0.924718;-0.076257
0.920;-0.902302;-0.126192
0.930;-0.880299;-0.175511
0.940;-0.858975;-0.221958
0.950;-0.838313;-0.263859
0.960;-0.818247;-0.300297
0.970;-0.798888;-0.331035
0.980;-0.780625;-0.356275
0.990;-0.764015;-0.376423
1.000;-0.749522;-0.391960
1.010;-0.737217;-0.403387
1.020;-0.726567;-0.411175
1.030;-0.716411;-0.415673
1.040;-0.705142;-0.416987
1.050;-0.691079;-0.414900
1.060;-0.672928;-0.408872
1.070;-0.650207;-0.398159
1.080;-0.623472;-0.382022
1.090;-0.594250;-0.360002
1.100;-0.564704;-0.332165
1.110;-0.537126;-0.299213
1.120;-0.513446;-0.262381
1.130;-0.494850;-0.223170
1.140;-0.481597;-0.183023
1.150;-0.473056;-0.143081
1.160;-0.467914;-0.104116
1.170;-0.464493;-0.066598
1.180;-0.461090;-0.030816
1.190;-0.456294;0.003027
1.200;-0.449226;0.034776
1.210;-0.439633;0.064305
1.220;-0.427812;0.091505
1.230;-0.414374;0.116281
1.240;-0.399968;0.138576
1.250;-0.385058;0.158431
1.260;-0.369817;0.176069
1.270;-0.354157;0.191938
1.280;-0.337856;0.206705
1.290;-0.320742;0.221153
1.300;-0.302855;0.236021
1.310;-0.284565;0.251823
1.320;-0.266578;0.268689
1.330;-0.249864;0.286312
1.340;-0.235498;0.304065
1.350;-0.224467;0.321266
1.360;-0.217449;0.337488
1.370;-0.214622;0.352768
1.380;-0.215560;0.367624
1.390;-0.219276;0.382885
1.400;-0.224424;0.399387
