Time[s];COPx[cm];COPy[cm]
0.010;-1.159887;0.581394
0.020;-1.122316;0.580920
0.030;-1.084565;0.580033
0.040;-1.046705;0.578449
0.050;-1.009034;0.576191
0.060;-0.972137;0.573544
0.070;-0.936863;0.570910
0.080;-0.904192;0.568646
0.090;-0.874993;0.566969
0.100;-0.849765;0.565961
0.110;-0.828443;0.565670
0.120;-0.810376;0.566221
0.130;-0.794501;0.567903
0.140;-0.779662;0.571142
0.150;-0.764948;0.576356
0.160;-0.749914;0.583741
0.170;-0.734560;0.593110
0.180;-0.719095;0.603883
0.190;-0.703613;0.615204
0.200;-0.687883;0.626140
0.210;-0.671325;0.635826
0.220;-0.653190;0.643570
0.230;-0.632794;0.648886
0.240;-0.609710;0.651510
0.250;-0.583827;0.651420
0.260;-0.555288;0.648868
0.270;-0.524354;0.644390
0.280;-0.491274;0.638745
0.290;-0.456212;0.632762
0.300;-0.419235;0.627160
0.310;-0.380403;0.622386
0.320;-0.339895;0.618542
0.330;-0.298138;0.615405
0.340;-0.255858;0.612490
0.350;-0.214048;0.609168
0.360;-0.173862;0.604836
0.370;-0.136464;0.599146
0.380;-0.102864;0.592183
0.390;-0.073767;0.584491
0.400;-0.049467;0.576861
0.410;-0.029852;0.570005
0.420;-0.014536;0.564275
0.430;-0.003060;0.559567
0.440;0.004943;0.555455
0.450;0.009681;0.551459
0.460;0.011255;0.547280
0.470;0.009770;0.542902
0.480;0.005423;0.538506
0.490;-0.001504;0.534307
0.500;-0.010707;0.530416
0.510;-0.021921;0.526822
0.520;-0.034891;0.523459
0.530;-0.049321;0.520309
0.540;-0.064850;0.517440
0.550;-0.081115;0.514938
0.560;-0.097864;0.512757
0.570;-0.115042;0.510595
0.580;-0.132793;0.507911
0.590;-0.151356;0.504093
0.600;-0.170914;0.498716
0.610;-0.191465;0.491751
0.620;-0.212776;0.483639
0.630;-0.234481;0.475190
0.640;-0.256258;0.467344
0.650;-0.277964;0.460871
0.660;-0.299634;0.456129
0.670;-0.321301;0.452938
0.680;-0.342774;0.450607
0.690;-0.363505;0.448086
0.700;-0.382662;0.444216
0.710;-0.399384;0.438028
0.720;-0.413087;0.428996
0.730;-0.423687;0.417159
0.740;-0.431647;0.403041
0.750;-0.437845;0.387392
0.760;-0.443335;0.370869
0.770;-0.449063;0.353796
0.780;-0.455628;0.336096
0.790;-0.463123;0.317434
0.800;-0.471115;0.297493
0.810;-0.478775;0.276297
0.820;-0.485143;0.254448
0.830;-0.489437;0.233140
0.840;-0.491330;0.213900
0.850;-0.491067;0.198133
0.860;-0.489377;0.186715
0.870;-0.487186;0.179825
0.880;-0.485287;0.177093
0.890;-0.484099;0.177944
0.900;-0.483618;0.181945
0.910;-0.483524;0.188993
0.920;-0.483339;0.199303
0.930;-0.482535;0.213251
0.940;-0.480585;0.231176
0.950;-0.476991;0.253190
0.960;-0.471333;0.279023
0.970;-0.463337;0.307927
0.980;-0.452925;0.338667
0.990;-0.440221;0.369645
1.000;-0.425475;0.399109
1.010;-0.408960;0.425409
1.020;-0.390874;0.447220
1.030;-0.371332;0.463687
1.040;-0.350458;0.474435
1.050;-0.328539;0.479474
1.060;-0.306121;0.479055
1.070;-0.283997;0.473589
1.080;-0.263081;0.463655
1.090;-0.244253;0.450091
1.100;-0.228260;0.434057
1.110;-0.215688;0.417040
1.120;-0.206961;0.400709
1.130;-0.202326;0.386659
1.140;-0.201814;0.376094
1.150;-0.205204;0.369610
1.160;-0.212017;0.367168
1.170;-0.221554;0.368266
1.180;-0.233011;0.372206
1.190;-0.245616;0.378347
1.200;-0.258773;0.386247
1.210;-0.272095;0.395655
1.220;-0.285350;0.406386
1.230;-0.298341;0.418182
1.240;-0.310813;0.430641
1.250;-0.322420;0.443250
1.260;-0.332764;0.455446
1.270;-0.341423;0.466691
1.280;-0.347955;0.476533
1.290;-0.351896;0.484697
1.300;-0.352771;0.491175
1.310;-0.350136;0.496284
1.320;-0.343626;0.500611
1.330;-0.333015;0.504837
1.340;-0.318291;0.509472
1.350;-0.299746;0.514625
1.360;-0.278035;0.519907
1.370;-0.254167;0.524521
1.380;-0.229385;0.527527
1.390;-0.204981;0.528180
1.400;-0.182097;0.526229
1.410;-0.161595;0.522053
1.420;-0.144008;0.516586
1.430;-0.129589;0.511048
1.440;-0.118417;0.506604
1.450;-0.110531;0.504052
1.460;-0.106012;0.503687
1.470;-0.104951;0.505344
1.480;-0.107322;0.508583
1.490;-0.112811;0.512898
1.500;-0.120751;0.517863
1.510;-0.130202;0.523167
1.520;-0.140193;0.528608
1.530;-0.149972;0.534076
1.540;-0.159149;0.539590
1.550;-0.167633;0.545319
1.560;-0.175406;0.551536
1.570;-0.182251;0.558494
1.580;-0.187584;0.566284
1.590;-0.190505;0.574772
1.600;-0.190042;0.583627
1.610;-0.185499;0.592432
1.620;-0.176694;0.600814
1.630;-0.163990;0.608576
