Time[s];COPx[cm];COPy[cm]
0.010;-1.632064;1.061246
0.020;-1.634200;1.055423
0.030;-1.635347;1.049426
0.040;-1.634784;1.042960
0.050;-1.632213;1.035542
0.060;-1.627755;1.026637
0.070;-1.621797;1.015878
0.080;-1.614758;1.003207
0.090;-1.606888;0.988873
0.100;-1.598195;0.973286
0.110;-1.588515;0.956825
0.120;-1.577660;0.939699
0.130;-1.565544;0.921941
0.140;-1.552232;0.903521
0.150;-1.537904;0.884520
0.160;-1.522798;0.865233
0.170;-1.507179;0.846107
0.180;-1.491326;0.827548
0.190;-1.475538;0.809732
0.200;-1.460126;0.792567
0.210;-1.445405;0.775805
0.220;-1.431695;0.759204
0.230;-1.419308;0.742606
0.240;-1.408525;0.725909
0.250;-1.399523;0.708994
0.260;-1.392300;0.691697
0.270;-1.386641;0.673850
0.280;-1.382178;0.655374
0.290;-1.378527;0.636348
0.300;-1.375440;0.617012
0.310;-1.372897;0.597690
0.320;-1.371055;0.578694
0.330;-1.370110;0.560265
0.340;-1.370119;0.542578
0.350;-1.370895;0.525793
0.360;-1.372014;0.510101
0.370;-1.372911;0.495728
0.380;-1.373020;0.482888
0.390;-1.371881;0.471707
0.400;-1.369168;0.462174
0.410;-1.364674;0.454174
0.420;-1.358288;0.447579
0.430;-1.350002;0.442372
0.440;-1.339955;0.438702
0.450;-1.328447;0.436850
0.460;-1.315905;0.437092
0.470;-1.302817;0.439562
0.480;-1.289660;0.444186
0.490;-1.276836;0.450717
0.500;-1.264607;0.458815
0.510;-1.253040;0.468127
0.520;-1.241976;0.478366
0.530;-1.231067;0.489387
0.540;-1.219895;0.501226
0.550;-1.208127;0.514088
0.560;-1.195656;0.528265
0.570;-1.182652;0.544021
0.580;-1.169480;0.561507
0.590;-1.156538;0.580711
0.600;-1.144093;0.601435
0.610;-1.132182;0.623315
0.620;-1.120638;0.645866
0.630;-1.109203;0.668557
0.640;-1.097687;0.690910
0.650;-1.086094;0.712594
0.660;-1.074646;0.733491
0.670;-1.063719;0.753689
0.680;-1.053727;0.773395
0.690;-1.045016;0.792815
0.700;-1.037813;0.812046
0.710;-1.032220;0.831006
0.720;-1.028233;0.849428
0.730;-1.025751;0.866894
0.740;-1.024568;0.882926
0.750;-1.024357;0.897117
0.760;-1.024697;0.909237
0.770;-1.025162;0.919286
0.780;-1.025456;0.927443
0.790;-1.025543;0.933963
0.800;-1.025696;0.939077
0.810;-1.026423;0.942924
0.820;-1.028277;0.945554
0.830;-1.031621;0.946967
0.840;-1.036440;0.947179
0.850;-1.042287;0.946267
0.860;-1.048379;0.944400
0.870;-1.053819;0.941838
0.880;-1.057850;0.938907
0.890;-1.060032;0.935946
0.900;-1.060290;0.933230
0.910;-1.058853;0.930887
0.920;-1.056131;0.928856
0.930;-1.052592;0.926920
0.940;-1.048674;0.924815
