Time[s];COPx[cm];COPy[cm]
0.010;2.782245;-1.240760
0.020;2.781782;-1.240998
0.030;2.783219;-1.240988
0.040;2.788215;-1.240493
0.050;2.798122;-1.239223
0.060;2.813923;-1.236852
0.070;2.836216;-1.233047
0.080;2.865228;-1.227457
0.090;2.900797;-1.219711
0.100;2.942331;-1.209426
0.110;2.988770;-1.196294
0.120;3.038608;-1.180213
0.130;3.090005;-1.161406
0.140;3.140993;-1.140464
0.150;3.189684;-1.118251
0.160;3.234429;-1.095705
0.170;3.273866;-1.073567
0.180;3.306887;-1.052161
0.190;3.332570;-1.031304
0.200;3.350119;-1.010378
0.210;3.358832;-0.988484
0.220;3.358079;-0.964603
0.230;3.347304;-0.937726
0.240;3.326065;-0.906943
0.250;3.294170;-0.871522
0.260;3.251854;-0.830977
0.270;3.199939;-0.785141
0.280;3.139867;-0.734270
0.290;3.073596;-0.679143
0.300;3.003401;-0.621113
0.310;2.931667;-0.562044
0.320;2.860685;-0.504093
0.330;2.792476;-0.449409
0.340;2.728674;-0.399818
0.350;2.670534;-0.356581
0.360;2.619034;-0.320274
0.370;2.575014;-0.290814
0.380;2.539228;-0.267614
0.390;2.512259;-0.249761
0.400;2.494335;-0.236196
0.410;2.485154;-0.225890
0.420;2.483825;-0.218035
0.430;2.488967;-0.212214
0.440;2.498920;-0.208460
0.450;2.511969;-0.207127
0.460;2.526535;-0.208586
0.470;2.541309;-0.212879
0.480;2.555325;-0.219486
0.490;2.568004;-0.227355
0.500;2.579180;-0.235161
0.510;2.589111;-0.241689
0.520;2.598455;-0.246158
0.530;2.608166;-0.248401
0.540;2.619302;-0.248880
0.550;2.632776;-0.248559
0.560;2.649124;-0.248680
0.570;2.668381;-0.250463
0.580;2.690150;-0.254820
0.590;2.713847;-0.262175
0.600;2.739018;-0.272482
0.610;2.765548;-0.285386
0.620;2.793648;-0.300461
0.630;2.823608;-0.317410
0.640;2.855427;-0.336164
0.650;2.888511;-0.356854
0.660;2.921545;-0.379701
0.670;2.952612;-0.404874
0.680;2.979481;-0.432362
0.690;2.999998;-0.461853
0.700;3.012466;-0.492658
0.710;3.015930;-0.523720
0.720;3.010305;-0.553784
0.730;2.996329;-0.581714
0.740;2.975377;-0.606870
0.750;2.949156;-0.629421
0.760;2.919402;-0.650425
0.770;2.887646;-0.671623
0.780;2.855160;-0.695016
0.790;2.823045;-0.722376
0.800;2.792403;-0.754795
