Time[s];COPx[cm];COPy[cm]
0.010;-3.481060;1.804839
0.020;-3.539041;1.814524
0.030;-3.596986;1.824165
0.040;-3.654536;1.833633
0.050;-3.710941;1.842682
0.060;-3.765181;1.850898
0.070;-3.816208;1.857677
0.080;-3.863206;1.862276
0.090;-3.905757;1.863949
0.100;-3.943862;1.862155
0.110;-3.977837;1.856729
0.120;-4.008111;1.847928
0.130;-4.035026;1.836314
0.140;-4.058713;1.822523
0.150;-4.079082;1.807035
0.160;-4.095923;1.790069
0.170;-4.109064;1.771631
0.180;-4.118534;1.751699
0.190;-4.124655;1.730394
0.200;-4.128061;1.708054
0.210;-4.129615;1.685158
0.220;-4.130264;1.662175
0.230;-4.130865;1.639428
0.240;-4.132021;1.617046
0.250;-4.133982;1.595016
0.260;-4.136624;1.573259
0.270;-4.139508;1.551696
0.280;-4.142034;1.530269
0.290;-4.143653;1.508959
0.300;-4.144090;1.487813
0.310;-4.143458;1.466997
0.320;-4.142226;1.446799
0.330;-4.141044;1.427556
0.340;-4.140520;1.409500
0.350;-4.141050;1.392624
0.360;-4.142775;1.376642
0.370;-4.145652;1.361082
0.380;-4.149578;1.345443
0.390;-4.154500;1.329315
0.400;-4.160431;1.312409
0.410;-4.167400;1.294513
0.420;-4.175393;1.275428
0.430;-4.184362;1.254921
0.440;-4.194296;1.232739
0.450;-4.205305;1.208662
0.460;-4.217631;1.182592
0.470;-4.231571;1.154622
0.480;-4.247333;1.125013
0.490;-4.264890;1.094061
0.500;-4.283915;1.061906
0.510;-4.303835;1.028390
0.520;-4.324003;0.993060
0.530;-4.343893;0.955330
0.540;-4.363237;0.914711
0.550;-4.382072;0.871013
0.560;-4.400700;0.824414
0.570;-4.419626;0.775365
0.580;-4.439481;0.724334
0.590;-4.460927;0.671531
0.600;-4.484525;0.616731
0.610;-4.510589;0.559320
0.620;-4.539067;0.498586
0.630;-4.569496;0.434175
0.640;-4.601057;0.366539
0.650;-4.632720;0.297153
0.660;-4.663436;0.228394
0.670;-4.692334;0.163083
0.680;-4.718852;0.103895
0.690;-4.742785;0.052828
0.700;-4.764219;0.010944
0.710;-4.783388;-0.021619
0.720;-4.800501;-0.045446
0.730;-4.815619;-0.061593
0.740;-4.828635;-0.071360
0.750;-4.839344;-0.076113
0.760;-4.847546;-0.077154
0.770;-4.853113;-0.075641
0.780;-4.856002;-0.072538
0.790;-4.856240;-0.068566
0.800;-4.853901;-0.064178
0.810;-4.849090;-0.059605
0.820;-4.841943;-0.054967
0.830;-4.832617;-0.050412
0.840;-4.821234;-0.046206
0.850;-4.807767;-0.042749
0.860;-4.791958;-0.040524
0.870;-4.773336;-0.040031
0.880;-4.751377;-0.041750
0.890;-4.725760;-0.046174
0.900;-4.696609;-0.053886
0.910;-4.664593;-0.065616
0.920;-4.630854;-0.082173
0.930;-4.596773;-0.104257
0.940;-4.563684;-0.132190
0.950;-4.532623;-0.165676
0.960;-4.504192;-0.203698
0.970;-4.478552;-0.244609
0.980;-4.455504;-0.286411
0.990;-4.434617;-0.327134
1.000;-4.415361;-0.365192
1.010;-4.397236;-0.399629
1.020;-4.379877;-0.430210
1.030;-4.363095;-0.457343
1.040;-4.346877;-0.481859
1.050;-4.331354;-0.504727
1.060;-4.316775;-0.526788
1.070;-4.303488;-0.548568
1.080;-4.291924;-0.570192
1.090;-4.282521;-0.591415
1.100;-4.275631;-0.611741
1.110;-4.271400;-0.630600
1.120;-4.269692;-0.647516
1.130;-4.270087;-0.662202
1.140;-4.271976;-0.674584
1.150;-4.274713;-0.684765
1.160;-4.277770;-0.692974
1.170;-4.280814;-0.699511
1.180;-4.283705;-0.704656
1.190;-4.286430;-0.708553
1.200;-4.289022;-0.711110
1.210;-4.291481;-0.712026
1.220;-4.293725;-0.710968
1.230;-4.295592;-0.707796
1.240;-4.296875;-0.702681
1.250;-4.297376;-0.696043
1.260;-4.296950;-0.688308
1.270;-4.295520;-0.679617
1.280;-4.293038;-0.669608
1.290;-4.289395;-0.657379
1.300;-4.284323;-0.641669
1.310;-4.277344;-0.621201
1.320;-4.267826;-0.595061
1.330;-4.255158;-0.562982
1.340;-4.238977;-0.525439
1.350;-4.219357;-0.483568
1.360;-4.196869;-0.438990
1.370;-4.172465;-0.393588
1.380;-4.147212;-0.349250
1.390;-4.121983;-0.307575
1.400;-4.097257;-0.269588
1.410;-4.073102;-0.235582
1.420;-4.049356;-0.205189
1.430;-4.025868;-0.177658
1.440;-4.002701;-0.152250
1.450;-3.980158;-0.128553
1.460;-3.958653;-0.106614
1.470;-3.938522;-0.086839
1.480;-3.919889;-0.069758
1.490;-3.902690;-0.055782
1.500;-3.886791;-0.045068
1.510;-3.872138;-0.037532
1.520;-3.858841;-0.032973
1.530;-3.847175;-0.031186
1.540;-3.837482;-0.032021
1.550;-3.830028;-0.035372
1.560;-3.824860;-0.041123
1.570;-3.821709;-0.049073
1.580;-3.819980;-0.058870
1.590;-3.818834;-0.069969
1.600;-3.817326;-0.081630
1.610;-3.814555;-0.092987
1.620;-3.809772;-0.103185
1.630;-3.802436;-0.111552
1.640;-3.792192;-0.117745
1.650;-3.778822;-0.121794
1.660;-3.762203;-0.124022
1.670;-3.742288;-0.124867
1.680;-3.719133;-0.124706
1.690;-3.692913;-0.123739
1.700;-3.663909;-0.122006
1.710;-3.632434;-0.119485
1.720;-3.598742;-0.116198
1.730;-3.562966;-0.112254
1.740;-3.525127;-0.107825
1.750;-3.485236;-0.103072
1.760;-3.443424;-0.098087
1.770;-3.400021;-0.092869
1.780;-3.355522;-0.087375
1.790;-3.310440;-0.081597
1.800;-3.265156;-0.075626
1.810;-3.219850;-0.069674
1.820;-3.174569;-0.064041
1.830;-3.129391;-0.059073
1.840;-3.084586;-0.055111
1.850;-3.040701;-0.052435
1.860;-2.998512;-0.051203
1.870;-2.958847;-0.051382
1.880;-2.922357;-0.052715
1.890;-2.889294;-0.054736
1.900;-2.859411;-0.056849
1.910;-2.832021;-0.058459
1.920;-2.806207;-0.059135
1.930;-2.781116;-0.058761
1.940;-2.756205;-0.057614
1.950;-2.731347;-0.056308
1.960;-2.706768;-0.055590
1.970;-2.682887;-0.056090
1.980;-2.660150;-0.058098
1.990;-2.638937;-0.061440
2.000;-2.619519;-0.065454
2.010;-2.602046;-0.069096
2.020;-2.586552;-0.071143
2.030;-2.572986;-0.070481
2.040;-2.561290;-0.066377
2.050;-2.551498;-0.058662
2.060;-2.543800;-0.047776
2.070;-2.538517;-0.034687
2.080;-2.535978;-0.020676
2.090;-2.536342;-0.007022
2.100;-2.539444;0.005353
2.110;-2.544718;0.016146
2.120;-2.551250;0.025744
2.130;-2.557956;0.035078
2.140;-2.563861;0.045280
2.150;-2.568366;0.057273
2.160;-2.571406;0.071442
2.170;-2.573425;0.087529
2.180;-2.575175;0.104783
2.190;-2.577426;0.122263
2.200;-2.580681;0.139110
2.210;-2.584992;0.154682
2.220;-2.589920;0.168545
2.230;-2.594671;0.180445
2.240;-2.598368;0.190314
2.250;-2.600344;0.198292
2.260;-2.600361;0.204721
2.270;-2.598651;0.210076
2.280;-2.595786;0.214853
2.290;-2.592432;0.219459
2.300;-2.589089;0.224144
2.310;-2.585915;0.229009
2.320;-2.582690;0.234081
2.330;-2.578924;0.239413
2.340;-2.574086;0.245142
2.350;-2.567814;0.251482
2.360;-2.560047;0.258639
2.370;-2.551005;0.266704
2.380;-2.541068;0.275584
2.390;-2.530625;0.285030
2.400;-2.519983;0.294760
2.410;-2.509354;0.304603
2.420;-2.498890;0.314562
2.430;-2.488724;0.324781
2.440;-2.478955;0.335449
2.450;-2.469596;0.346717
2.460;-2.460503;0.358646
2.470;-2.451356;0.371217
2.480;-2.441708;0.384387
2.490;-2.431118;0.398161
2.500;-2.419302;0.412642
2.510;-2.406246;0.428036
2.520;-2.392210;0.444605
2.530;-2.377635;0.462619
2.540;-2.362990;0.482322
2.550;-2.348606;0.503927
2.560;-2.334560;0.527604
2.570;-2.320628;0.553457
2.580;-2.306338;0.581508
2.590;-2.291113;0.611699
2.600;-2.274477;0.643934
2.610;-2.256240;0.678111
2.620;-2.236600;0.714135
2.630;-2.216099;0.751880
2.640;-2.195454;0.791125
2.650;-2.175344;0.831480
2.660;-2.156241;0.872327
2.670;-2.138363;0.912822
2.680;-2.121733;0.951960
2.690;-2.106308;0.988713
2.700;-2.092133;1.022189
2.710;-2.079460;1.051783
2.720;-2.068795;1.077250
2.730;-2.060824;1.098705
2.740;-2.056237;1.116531
2.750;-2.055549;1.131241
2.760;-2.058969;1.143305
2.770;-2.066377;1.153019
2.780;-2.077393;1.160485
2.790;-2.091523;1.165714
2.800;-2.108322;1.168795
2.810;-2.127520;1.170022
2.820;-2.149082;1.169904
2.830;-2.173155;1.169054
2.840;-2.199953;1.168010
2.850;-2.229617;1.167071
2.860;-2.262127;1.166208
2.870;-2.297328;1.165084
2.880;-2.335037;1.163154
2.890;-2.375144;1.159820
2.900;-2.417620;1.154589
2.910;-2.462417;1.147229
2.920;-2.509281;1.137858
2.930;-2.557546;1.126948
2.940;-2.606020;1.115249
2.950;-2.653032;1.103642
2.960;-2.696710;1.092964
2.970;-2.735403;1.083830
2.980;-2.768081;1.076485
2.990;-2.794547;1.070771
3.000;-2.815346;1.066209
3.010;-2.831427;1.062203
3.020;-2.843703;1.058286
3.030;-2.852701;1.054306
3.040;-2.858435;1.050454
3.050;-2.860517;1.047146
3.060;-2.858428;1.044829
3.070;-2.851803;1.043815
3.080;-2.840644;1.044230
3.090;-2.825365;1.046051
3.100;-2.806709;1.049200
3.110;-2.785590;1.053613
3.120;-2.762932;1.059269
3.130;-2.739531;1.066182
3.140;-2.715942;1.074410
3.150;-2.692411;1.084072
3.160;-2.668877;1.095344
3.170;-2.645055;1.108402
3.180;-2.620564;1.123321
3.190;-2.595055;1.139991
3.200;-2.568306;1.158096
3.210;-2.540240;1.177168
3.220;-2.510897;1.196694
3.230;-2.480396;1.216219
3.240;-2.448937;1.235398
3.250;-2.416831;1.253989
3.260;-2.384513;1.271850
3.270;-2.352530;1.288943
3.280;-2.321511;1.305366
3.290;-2.292134;1.321336
3.300;-2.265090;1.337097
3.310;-2.240998;1.352776
3.320;-2.220270;1.368286
3.330;-2.202991;1.383350
3.340;-2.188892;1.397649
3.350;-2.177499;1.410986
3.360;-2.168402;1.423362
3.370;-2.161505;1.434935
3.380;-2.157116;1.445882
3.390;-2.155834;1.456256
3.400;-2.158305;1.465917
3.410;-2.164960;1.474576
3.420;-2.175854;1.481894
3.430;-2.190624;1.487603
3.440;-2.208544;1.491578
3.450;-2.228655;1.493868
3.460;-2.249937;1.494685
3.470;-2.271539;1.494385
3.480;-2.292983;1.493436
3.490;-2.314303;1.492365
3.500;-2.336005;1.491671
3.510;-2.358887;1.491707
3.520;-2.383768;1.492566
3.530;-2.411275;1.494008
3.540;-2.441736;1.495499
3.550;-2.475216;1.496401
3.560;-2.511625;1.496229
3.570;-2.550817;1.494878
3.580;-2.592604;1.492690
3.590;-2.636709;1.490304
3.600;-2.682671;1.488370
3.610;-2.729775;1.487245
3.620;-2.777045;1.486834
3.630;-2.823321;1.486624
3.640;-2.867403;1.485890
3.650;-2.908259;1.483965
3.660;-2.945210;1.480419
3.670;-2.978043;1.475115
3.680;-3.006982;1.468143
3.690;-3.032529;1.459723
3.700;-3.055231;1.450162
3.710;-3.075477;1.439849
3.720;-3.093376;1.429251
3.730;-3.108772;1.418861
3.740;-3.121345;1.409103
3.750;-3.130760;1.400223
3.760;-3.136782;1.392234
3.770;-3.139360;1.384931
3.780;-3.138684;1.377992
3.790;-3.135233;1.371108
3.800;-3.129785;1.364083
3.810;-3.123364;1.356897
3.820;-3.117112;1.349695
3.830;-3.112104;1.342740
3.840;-3.109178;1.336311
3.850;-3.108825;1.330612
3.860;-3.111189;1.325720
3.870;-3.116157;1.321589
3.880;-3.123498;1.318112
3.890;-3.132983;1.315168
3.900;-3.144443;1.312636
3.910;-3.157773;1.310335
3.920;-3.172925;1.307939
3.930;-3.189914;1.304958
3.940;-3.208870;1.300805
3.950;-3.230116;1.294920
3.960;-3.254239;1.286852
3.970;-3.282119;1.276263
3.980;-3.314877;1.262944
3.990;-3.353727;1.246928
4.000;-3.399783;1.228668
4.010;-3.453805;1.209185
4.020;-3.515957;1.190016
4.030;-3.585619;1.172943
4.040;-3.661351;1.159565
4.050;-3.741048;1.150883
4.060;-3.822277;1.147083
4.070;-3.902677;1.147603
4.080;-3.980318;1.151408
4.090;-4.053890;1.157318
4.100;-4.122676;1.164240
4.110;-4.186364;1.171264
4.120;-4.244800;1.177668
4.130;-4.297826;1.182914
