f_time;copX;copY
0.010;-1.882450;0.587601
0.020;-1.900706;0.598025
0.030;-1.919152;0.607486
0.040;-1.938287;0.615474
0.050;-1.959104;0.622318
0.060;-1.982961;0.629256
0.070;-2.011205;0.638182
0.080;-2.044695;0.651091
0.090;-2.083393;0.669352
0.100;-2.126161;0.693060
0.110;-2.170855;0.720751
0.120;-2.214706;0.749694
0.130;-2.254925;0.776703
0.140;-2.289355;0.799119
0.150;-2.317010;0.815527
0.160;-2.338308;0.825942
0.170;-2.354951;0.831488
0.180;-2.369447;0.833836
0.190;-2.384433;0.834711
0.200;-2.401972;0.835667
0.210;-2.423059;0.838085
0.220;-2.447477;0.843251
0.230;-2.474034;0.852298
0.240;-2.501084;0.865951
0.250;-2.527126;0.884176
0.260;-2.551247;0.905984
0.270;-2.573256;0.929593
0.280;-2.593511;0.952981
0.290;-2.612539;0.974654
0.300;-2.630621;0.994286
0.310;-2.647528;1.012954
0.320;-2.662469;1.032835
0.330;-2.674244;1.056528
0.340;-2.681494;1.086309
0.350;-2.682919;1.123664
0.360;-2.677422;1.169226
0.370;-2.664196;1.223019
0.380;-2.642811;1.284717
0.390;-2.613377;1.353681
0.400;-2.576753;1.428705
0.410;-2.534706;1.507656
0.420;-2.489862;1.587272
0.430;-2.445374;1.663338
0.440;-2.404336;1.731272
0.450;-2.369105;1.786987
0.460;-2.340719;1.827761
0.470;-2.318632;1.852833
0.480;-2.300883;1.863529
0.490;-2.284703;1.862874
0.500;-2.267354;1.854807
0.510;-2.246940;1.843263
0.520;-2.222908;1.831412
0.530;-2.196122;1.821218
0.540;-2.168573;1.813393
0.550;-2.142856;1.807614
0.560;-2.121595;1.802906
0.570;-2.106907;1.798054
0.580;-2.100007;1.791995
0.590;-2.100990;1.784146
0.600;-2.108842;1.774599
0.610;-2.121703;1.764112
0.620;-2.137340;1.753878
0.630;-2.153723;1.745136
0.640;-2.169553;1.738762
0.650;-2.184557;1.734975
0.660;-2.199450;1.733283
0.670;-2.215531;1.732718
0.680;-2.234055;1.732289
0.690;-2.255590;1.731486
0.700;-2.279604;1.730628
0.710;-2.304453;1.730939
0.720;-2.327759;1.734294
0.730;-2.347035;1.742737
0.740;-2.360311;1.757908
0.750;-2.366534;1.780560
0.760;-2.365663;1.810344
0.770;-2.358517;1.845896
0.780;-2.346474;1.885250
0.790;-2.331127;1.926417
0.800;-2.313975;1.967956
0.810;-2.296203;2.009315
0.820;-2.278585;2.050813
0.830;-2.261518;2.093286
0.840;-2.245143;2.137512
0.850;-2.229466;2.183660
0.860;-2.214418;2.230996
0.870;-2.199823;2.277966
0.880;-2.185358;2.322610
0.890;-2.170598;2.363116
0.900;-2.155210;2.398231
0.910;-2.139218;2.427387
0.920;-2.123186;2.450515
0.930;-2.108173;2.467714
0.940;-2.095410;2.478978
0.950;-2.085821;2.484103
0.960;-2.079622;2.482784
0.970;-2.076189;2.474773
0.980;-2.074243;2.460004
0.990;-2.072222;2.438647
1.000;-2.068669;2.411106
1.010;-2.062496;2.378004
1.020;-2.053094;2.340165
1.030;-2.040333;2.298548
1.040;-2.024510;2.254155
1.050;-2.006265;2.207913
1.060;-1.986444;2.160527
1.070;-1.965895;2.112322
1.080;-1.945192;2.063110
1.090;-1.924350;2.012168
1.100;-1.902608;1.958423
1.110;-1.878383;1.900794
1.120;-1.849513;1.838599
1.130;-1.813795;1.771838
1.140;-1.769739;1.701272
1.150;-1.717245;1.628293
1.160;-1.657954;1.554716
1.170;-1.595041;1.482585
1.180;-1.532498;1.414066
1.190;-1.474145;1.351362
1.200;-1.422737;1.296579
1.210;-1.379456;1.251482
1.220;-1.343957;1.217135
1.230;-1.314873;1.193581
1.240;-1.290577;1.179713
1.250;-1.269851;1.173468
1.260;-1.252193;1.172271
1.270;-1.237671;1.173548
1.280;-1.226487;1.175117
1.290;-1.218496;1.175380
1.300;-1.212911;1.173362
1.310;-1.208315;1.168750
1.320;-1.202923;1.161966
1.330;-1.195003;1.154236
1.340;-1.183292;1.147488
1.350;-1.167324;1.143979
1.360;-1.147530;1.145714
1.370;-1.125092;1.153891
1.380;-1.101523;1.168622
1.390;-1.078141;1.189062
1.400;-1.055625;1.213874
1.410;-1.033792;1.241773
1.420;-1.011652;1.271877
1.430;-0.987647;1.303686
1.440;-0.959942;1.336696
1.450;-0.926700;1.369849
1.460;-0.886315;1.401148
1.470;-0.837659;1.427675
1.480;-0.780325;1.446096
1.490;-0.714822;1.453483
1.500;-0.642612;1.448159
1.510;-0.565941;1.430256
1.520;-0.487431;1.401769
1.530;-0.409523;1.366066
1.540;-0.333904;1.326991
1.550;-0.261112;1.287861
1.560;-0.190484;1.250662
1.570;-0.120519;1.215694
1.580;-0.049548;1.181777
1.590;0.023522;1.146908
1.600;0.098709;1.109140
1.610;0.174865;1.067337
1.620;0.249977;1.021520
1.630;0.321675;0.972702
1.640;0.387730;0.922330
1.650;0.446413;0.871609
1.660;0.496688;0.821074
1.670;0.538261;0.770604
1.680;0.571522;0.719905
1.690;0.597406;0.669236
1.700;0.617190;0.620021
1.710;0.632208;0.575047
1.720;0.643527;0.538095
1.730;0.651658;0.513109
1.740;0.656400;0.503239
1.750;0.656875;0.510106
1.760;0.651769;0.533527
1.770;0.639704;0.571711
1.780;0.619664;0.621824
1.790;0.591357;0.680706
1.800;0.555423;0.745502
1.810;0.513436;0.814020
1.820;0.467701;0.884725
1.830;0.420900;0.956442
1.840;0.375662;1.028007
1.850;0.334160;1.098089
1.860;0.297807;1.165316
1.870;0.267109;1.228642
1.880;0.241679;1.287712
1.890;0.220416;1.343017
1.900;0.201780;1.395742
1.910;0.184108;1.447406
1.920;0.165908;1.499474
1.930;0.146144;1.553075
1.940;0.124476;1.608879
1.950;0.101452;1.667090
1.960;0.078515;1.727466
1.970;0.057777;1.789310
1.980;0.041551;1.851429
1.990;0.031751;1.912147
2.000;0.029385;1.969484
2.010;0.034312;2.021496
2.020;0.045386;2.066674
2.030;0.060901;2.104238
2.040;0.079208;2.134195
2.050;0.099254;2.157206
2.060;0.120882;2.174354
2.070;0.144776;2.186922
2.080;0.172084;2.196265
2.090;0.203829;2.203744
2.100;0.240310;2.210672
2.110;0.280696;2.218149
2.120;0.322960;2.226774
2.130;0.364176;2.236311
2.140;0.401092;2.245512
2.150;0.430784;2.252229
2.160;0.451194;2.253860
2.170;0.461431;2.247988
2.180;0.461785;2.232975
2.190;0.453515;2.208312
2.200;0.438491;2.174579
2.210;0.418799;2.133081
2.220;0.396393;2.085371
2.230;0.372846;2.032909
2.240;0.349226;1.977022
2.250;0.326070;1.919119
2.260;0.303440;1.860936
2.270;0.281029;1.804576
2.280;0.258297;1.752222
2.290;0.234638;1.705625
2.300;0.209545;1.665642
2.310;0.182756;1.632075
2.320;0.154343;1.603910
2.330;0.124729;1.579859
2.340;0.094676;1.558914
2.350;0.065252;1.540678
2.360;0.037779;1.525327
2.370;0.013725;1.513293
2.380;-0.005469;1.504862
2.390;-0.018596;1.499905
2.400;-0.024895;1.497874
2.410;-0.024231;1.498023
2.420;-0.017207;1.499670
2.430;-0.005157;1.502330
2.440;0.010028;1.505642
2.450;0.026237;1.509174
2.460;0.041597;1.512257
2.470;0.054911;1.513960
2.480;0.065926;1.513217
2.490;0.075308;1.509041
2.500;0.084348;1.500747
2.510;0.094510;1.488086
2.520;0.106998;1.471213
2.530;0.122490;1.450515
2.540;0.141087;1.426351
2.550;0.162436;1.398812
2.560;0.185904;1.367571
2.570;0.210711;1.331881
2.580;0.235949;1.290702
2.590;0.260565;1.242924
2.600;0.283357;1.187622
2.610;0.303100;1.124263
2.620;0.318775;1.052842
2.630;0.329818;0.973914
2.640;0.336275;0.888576
2.650;0.338751;0.798408
2.660;0.338166;0.705391
2.670;0.335404;0.611768
2.680;0.331005;0.519812
2.690;0.325005;0.431514
2.700;0.316954;0.348270
2.710;0.306086;0.270685
2.720;0.291552;0.198610
2.730;0.272640;0.131429
2.740;0.248923;0.068536
2.750;0.220317;0.009866
2.760;0.187097;-0.043715
2.770;0.149902;-0.090322
2.780;0.109773;-0.127388
2.790;0.068173;-0.152354
2.800;0.026933;-0.163516
2.810;-0.011972;-0.160709
2.820;-0.046791;-0.145501
2.830;-0.076411;-0.120788
2.840;-0.100664;-0.089972
2.850;-0.120344;-0.056122
2.860;-0.136916;-0.021487
2.870;-0.152022;0.012468
2.880;-0.167033;0.044702
2.890;-0.182857;0.074222
2.900;-0.200080;0.099994
2.910;-0.219293;0.121213
2.920;-0.241396;0.137757
2.930;-0.267668;0.150588
2.940;-0.299550;0.161836
2.950;-0.338202;0.174481
2.960;-0.384006;0.191679
2.970;-0.436213;0.215917
2.980;-0.492877;0.248268
2.990;-0.551122;0.287975
3.000;-0.607694;0.332526
3.010;-0.659631;0.378219
3.020;-0.704852;0.421050
3.030;-0.742504;0.457613
3.040;-0.772960;0.485711
3.050;-0.797515;0.504515
3.060;-0.817921;0.514298
3.070;-0.835920;0.516000
3.080;-0.852911;0.510889
3.090;-0.869798;0.500492
3.100;-0.887006;0.486787
3.110;-0.904557;0.472442
3.120;-0.922140;0.460850
3.130;-0.939120;0.455770
3.140;-0.954560;0.460611
3.150;-0.967342;0.477584
3.160;-0.976427;0.507080
3.170;-0.981176;0.547552
3.180;-0.981582;0.596001
3.190;-0.978260;0.648849
3.200;-0.972185;0.702817
3.210;-0.964269;0.755483
3.220;-0.954976;0.805380
3.230;-0.944170;0.851767
3.240;-0.931240;0.894334
3.250;-0.915381;0.933025
3.260;-0.895844;0.968039
3.270;-0.872025;0.999907
3.280;-0.843412;1.029510
3.290;-0.809517;1.058001
3.300;-0.769943;1.086595
3.310;-0.724594;1.116315
3.320;-0.673936;1.147767
3.330;-0.619139;1.181045
3.340;-0.561976;1.215788
3.350;-0.504488;1.251355
3.360;-0.448545;1.287042
3.370;-0.395475;1.322221
3.380;-0.345928;1.356350
3.390;-0.299995;1.388879
3.400;-0.257520;1.419113
3.410;-0.218439;1.446168
3.420;-0.183050;1.469044
3.430;-0.152125;1.486818
3.440;-0.126905;1.498870
3.450;-0.108948;1.505055
3.460;-0.099885;1.505772
3.470;-0.101119;1.501903
3.480;-0.113555;1.494612
3.490;-0.137409;1.485023
3.500;-0.172115;1.473850
3.510;-0.216345;1.461144
3.520;-0.268158;1.446264
3.530;-0.325294;1.428121
3.540;-0.385590;1.405584
3.550;-0.447352;1.377897
3.560;-0.509529;1.344914
3.570;-0.571571;1.307087
3.580;-0.633033;1.265217
3.590;-0.693164;1.220107
3.600;-0.750730;1.172309
3.610;-0.804199;1.122104
3.620;-0.852190;1.069755
3.630;-0.893959;1.015923
3.640;-0.929675;0.962045
3.650;-0.960364;0.910444
3.660;-0.987609;0.864031
3.670;-1.013188;0.825636
3.680;-1.038809;0.797239
3.690;-1.065999;0.779415
3.700;-1.096078;0.771220
3.710;-1.130120;0.770528
3.720;-1.168831;0.774615
3.730;-1.212415;0.780748
3.740;-1.260510;0.786567
3.750;-1.312288;0.790229
3.760;-1.366690;0.790371
3.770;-1.422769;0.786013
3.780;-1.480047;0.776500
3.790;-1.538824;0.761501
3.800;-1.600301;0.741079
3.810;-1.666408;0.715804
3.820;-1.739262;0.686870
3.830;-1.820365;0.656104
3.840;-1.909794;0.625738
3.850;-2.005672;0.597920
3.860;-2.104171;0.574073
3.870;-2.200088;0.554427
3.880;-2.287873;0.537964
3.890;-2.362771;0.522849
3.900;-2.421743;0.507142
3.910;-2.463931;0.489427
3.920;-2.490599;0.469117
3.930;-2.504667;0.446342
3.940;-2.509980;0.421592
3.950;-2.510490;0.395325
3.960;-2.509491;0.367729
3.970;-2.509052;0.338727
3.980;-2.509741;0.308147
3.990;-2.510733;0.275943
4.000;-2.510269;0.242356
4.010;-2.506353;0.207984
4.020;-2.497502;0.173767
4.030;-2.483293;0.140855
4.040;-2.464500;0.110389
4.050;-2.442777;0.083243
4.060;-2.420001;0.059830
4.070;-2.397516;0.040087
4.080;-2.375576;0.023635
4.090;-2.353175;0.010025
4.100;-2.328327;-0.001076
4.110;-2.298701;-0.009855
4.120;-2.262355;-0.016496
4.130;-2.218325;-0.021372
4.140;-2.166881;-0.025154
4.150;-2.109426;-0.028699
4.160;-2.048135;-0.032755
4.170;-1.985479;-0.037586
4.180;-1.923766;-0.042719
4.190;-1.864768;-0.046920
4.200;-1.809497;-0.048442
4.210;-1.758216;-0.045444
4.220;-1.710707;-0.036446
4.230;-1.666697;-0.020654
4.240;-1.626252;0.001974
4.250;-1.589894;0.030903
4.260;-1.558389;0.065352
4.270;-1.532312;0.104571
4.280;-1.511640;0.147925
4.290;-1.495613;0.194706
4.300;-1.482955;0.243764
4.310;-1.472364;0.293189
4.320;-1.463028;0.340248
4.330;-1.454948;0.381705
4.340;-1.448907;0.414425
4.350;-1.446120;0.436040
4.360;-1.447736;0.445472
4.370;-1.454407;0.443151
4.380;-1.466085;0.430857
4.390;-1.482103;0.411222
4.400;-1.501460;0.387047
4.410;-1.523162;0.360633
4.420;-1.546507;0.333386
4.430;-1.571242;0.305767
4.440;-1.597578;0.277563
4.450;-1.626077;0.248320
4.460;-1.657439;0.217767
4.470;-1.692227;0.186108
4.480;-1.730557;0.154096
4.490;-1.771848;0.122907
4.500;-1.814752;0.093861
4.510;-1.857337;0.068082
4.520;-1.897542;0.046195
4.530;-1.933720;0.028176
4.540;-1.965047;0.013385
4.550;-1.991608;0.000759
4.560;-2.014128;-0.010921
4.570;-2.033528;-0.022750
4.580;-2.050522;-0.035477
4.590;-2.065460;-0.049336
4.600;-2.078430;-0.063994
4.610;-2.089514;-0.078632
4.620;-2.099004;-0.092194
4.630;-2.107506;-0.103786
4.640;-2.115926;-0.113100
4.650;-2.125390;-0.120698
4.660;-2.137170;-0.128000
