f_time;copX;copY
0.010;1.115670;-0.044783
0.020;1.123934;-0.039972
0.030;1.131932;-0.034910
0.040;1.139501;-0.029244
0.050;1.146621;-0.022476
0.060;1.153392;-0.014014
0.070;1.159956;-0.003323
0.080;1.166432;0.009895
0.090;1.172877;0.025573
0.100;1.179284;0.043295
0.110;1.185589;0.062463
0.120;1.191679;0.082525
0.130;1.197354;0.103170
0.140;1.202305;0.124386
0.150;1.206118;0.146376
0.160;1.208344;0.169409
0.170;1.208602;0.193679
0.180;1.206653;0.219228
0.190;1.202415;0.245937
0.200;1.195914;0.273549
0.210;1.187217;0.301716
0.220;1.176404;0.330062
0.230;1.163614;0.358254
0.240;1.149122;0.386035
0.250;1.133393;0.413227
0.260;1.117036;0.439686
0.270;1.100644;0.465255
0.280;1.084613;0.489741
0.290;1.069004;0.512940
0.300;1.053541;0.534687
0.310;1.037742;0.554918
0.320;1.021147;0.573706
0.330;1.003548;0.591258
0.340;0.985144;0.607895
0.350;0.966535;0.624012
0.360;0.948563;0.640019
0.370;0.932048;0.656247
0.380;0.917540;0.672856
0.390;0.905179;0.689788
0.400;0.894723;0.706796
0.410;0.885724;0.723530
0.420;0.877751;0.739635
0.430;0.870582;0.754824
0.440;0.864304;0.768905
0.450;0.859294;0.781773
0.460;0.856092;0.793378
0.470;0.855186;0.803702
0.480;0.856792;0.812747
0.490;0.860717;0.820512
0.500;0.866387;0.826975
0.510;0.873027;0.832084
0.520;0.879918;0.835756
0.530;0.886621;0.837894
0.540;0.893085;0.838399
0.550;0.899607;0.837175
0.560;0.906692;0.834097
0.570;0.914865;0.828945
0.580;0.924505;0.821370
0.590;0.935736;0.810967
0.600;0.948356;0.797459
0.610;0.961820;0.780942
0.620;0.975280;0.762037
0.630;0.987700;0.741853
0.640;0.998060;0.721733
0.650;1.005596;0.702860
0.660;1.010007;0.685902
0.670;1.011525;0.670865
0.680;1.010804;0.657236
0.690;1.008670;0.644319
0.700;1.005816;0.631626
0.710;1.002572;0.619129
0.720;0.998805;0.607317
0.730;0.994000;0.597049
0.740;0.987448;0.589275
0.750;0.978507;0.584709
0.760;0.966824;0.583571
0.770;0.952469;0.585475
0.780;0.935922;0.589530
