Time[s];COPx[cm];COPy[cm]
0.010;-1.285192;2.265787
0.020;-1.296883;2.246012
0.030;-1.310315;2.225530
0.040;-1.326656;2.203712
0.050;-1.346403;2.180126
0.060;-1.369416;2.154542
0.070;-1.395215;2.126827
0.080;-1.423430;2.096788
0.090;-1.454213;2.064107
0.100;-1.488423;2.028430
0.110;-1.527486;1.989533
0.120;-1.572931;1.947451
0.130;-1.625803;1.902462
0.140;-1.686155;1.854927
0.150;-1.752800;1.805066
0.160;-1.823352;1.752770
0.170;-1.894523;1.697480
0.180;-1.962618;1.638136
0.190;-2.024169;1.573203
0.200;-2.076553;1.500810
0.210;-2.118442;1.419056
0.220;-2.149955;1.326524
0.230;-2.172449;1.222912
0.240;-2.188061;1.109558
0.250;-2.199139;0.989597
0.260;-2.207779;0.867607
0.270;-2.215556;0.748763
0.280;-2.223459;0.637731
0.290;-2.231969;0.537669
0.300;-2.241192;0.449656
0.310;-2.251020;0.372721
0.320;-2.261321;0.304383
0.330;-2.272087;0.241498
0.340;-2.283508;0.181150
0.350;-2.295921;0.121379
0.360;-2.309658;0.061584
0.370;-2.324883;0.002554
0.380;-2.341508;-0.053874
0.390;-2.359268;-0.105408
0.400;-2.377927;-0.150006
0.410;-2.397488;-0.186503
0.420;-2.418282;-0.214962
0.430;-2.440875;-0.236615
0.440;-2.465850;-0.253378
0.450;-2.493580;-0.267114
0.460;-2.524088;-0.278934
0.470;-2.556993;-0.288771
0.480;-2.591531;-0.295366
0.490;-2.626600;-0.296644
0.500;-2.660811;-0.290331
0.510;-2.692541;-0.274595
0.520;-2.720072;-0.248509
0.530;-2.741829;-0.212240
0.540;-2.756713;-0.166965
0.550;-2.764373;-0.114639
0.560;-2.765272;-0.057695
0.570;-2.760468;0.001233
0.580;-2.751238;0.059591
0.590;-2.738700;0.115168
0.600;-2.723624;0.166318
0.610;-2.706488;0.212071
0.620;-2.687667;0.252115
0.630;-2.667633;0.286646
0.640;-2.646999;0.316163
0.650;-2.626422;0.341255
0.660;-2.606421;0.362463
0.670;-2.587246;0.380268
0.680;-2.568848;0.395205
0.690;-2.550960;0.408023
0.700;-2.533226;0.419719
0.710;-2.515345;0.431380
0.720;-2.497211;0.443832
0.730;-2.479031;0.457237
0.740;-2.461389;0.470866
0.750;-2.445203;0.483170
0.760;-2.431578;0.492184
0.770;-2.421564;0.496123
0.780;-2.415895;0.493919
0.790;-2.414779;0.485531
0.800;-2.417814;0.471929
0.810;-2.424073;0.454816
0.820;-2.432325;0.436201
0.830;-2.441340;0.417953
0.840;-2.450170;0.401452
0.850;-2.458338;0.387376
0.860;-2.465882;0.375672
0.870;-2.473246;0.365713
0.880;-2.481071;0.356599
