Time[s];COPx[cm];COPy[cm]
0.010;-2.072406;-0.150131
0.020;-2.091133;-0.151416
0.030;-2.110001;-0.152018
0.040;-2.128867;-0.151563
0.050;-2.147251;-0.150082
0.060;-2.164490;-0.147887
0.070;-2.180033;-0.145330
0.080;-2.193725;-0.142608
0.090;-2.205894;-0.139722
0.100;-2.217218;-0.136564
0.110;-2.228424;-0.133060
0.120;-2.239994;-0.129265
0.130;-2.251980;-0.125390
0.140;-2.264015;-0.121750
0.150;-2.275489;-0.118688
0.160;-2.285808;-0.116480
0.170;-2.294632;-0.115234
0.180;-2.301975;-0.114802
0.190;-2.308146;-0.114765
0.200;-2.313549;-0.114513
0.210;-2.318483;-0.113425
0.220;-2.323030;-0.111059
0.230;-2.327108;-0.107286
0.240;-2.330613;-0.102309
0.250;-2.333568;-0.096572
0.260;-2.336169;-0.090641
0.270;-2.338705;-0.085103
0.280;-2.341375;-0.080494
0.290;-2.344105;-0.077233
0.300;-2.346468;-0.075547
0.310;-2.347772;-0.075429
0.320;-2.347310;-0.076668
0.330;-2.344660;-0.078914
0.340;-2.339899;-0.081768
0.350;-2.333615;-0.084830
0.360;-2.326734;-0.087723
0.370;-2.320217;-0.090141
0.380;-2.314773;-0.091941
0.390;-2.310662;-0.093235
0.400;-2.307653;-0.094384
0.410;-2.305133;-0.095868
0.420;-2.302288;-0.098106
0.430;-2.298277;-0.101327
0.440;-2.292346;-0.105562
0.450;-2.283917;-0.110691
0.460;-2.272685;-0.116476
0.470;-2.258722;-0.122550
0.480;-2.242533;-0.128399
0.490;-2.224985;-0.133383
0.500;-2.207104;-0.136843
0.510;-2.189799;-0.138293
0.520;-2.173635;-0.137610
0.530;-2.158762;-0.135145
0.540;-2.144976;-0.131699
0.550;-2.131870;-0.128332
0.560;-2.118998;-0.126048
0.570;-2.105996;-0.125451
0.580;-2.092690;-0.126524
0.590;-2.079152;-0.128643
0.600;-2.065705;-0.130836
0.610;-2.052845;-0.132190
0.620;-2.041097;-0.132177
0.630;-2.030845;-0.130776
0.640;-2.022189;-0.128358
0.650;-2.014899;-0.125441
0.660;-2.008472;-0.122435
0.670;-2.002295;-0.119472
0.680;-1.995810;-0.116356
0.690;-1.988631;-0.112665
0.700;-1.980587;-0.107963
0.710;-1.971717;-0.102034
0.720;-1.962259;-0.095006
0.730;-1.952586;-0.087305
0.740;-1.943105;-0.079485
0.750;-1.934144;-0.072004
0.760;-1.925884;-0.065068
0.770;-1.918385;-0.058591
0.780;-1.911678;-0.052317
0.790;-1.905876;-0.046037
0.800;-1.901254;-0.039762
0.810;-1.898210;-0.033762
0.820;-1.897134;-0.028439
0.830;-1.898207;-0.024096
0.840;-1.901245;-0.020747
0.850;-1.905702;-0.018078
0.860;-1.910842;-0.015612
0.870;-1.915989;-0.012966
0.880;-1.920751;-0.010059
0.890;-1.925088;-0.007154
