Time[s];COPx[cm];COPy[cm]
0.010;-0.807494;0.395143
0.020;-0.803756;0.393864
0.030;-0.800562;0.392450
0.040;-0.798316;0.390806
0.050;-0.797259;0.388931
0.060;-0.797492;0.386925
0.070;-0.799022;0.384920
0.080;-0.801791;0.382986
0.090;-0.805660;0.381066
0.100;-0.810373;0.379008
0.110;-0.815545;0.376678
0.120;-0.820693;0.374092
0.130;-0.825312;0.371469
0.140;-0.828965;0.369169
0.150;-0.831366;0.367553
0.160;-0.832450;0.366836
0.170;-0.832416;0.366992
0.180;-0.831748;0.367750
0.190;-0.831154;0.368656
0.200;-0.831416;0.369206
0.210;-0.833164;0.369004
0.220;-0.836663;0.367912
0.230;-0.841687;0.366122
0.240;-0.847527;0.364109
0.250;-0.853150;0.362474
0.260;-0.857463;0.361721
0.270;-0.859634;0.362051
0.280;-0.859356;0.363281
0.290;-0.856934;0.364895
0.300;-0.853167;0.366239
0.310;-0.849088;0.366772
0.320;-0.845658;0.366299
0.330;-0.843544;0.365070
0.340;-0.843028;0.363710
0.350;-0.844022;0.363001
0.360;-0.846117;0.363607
0.370;-0.848641;0.365861
0.380;-0.850737;0.369670
0.390;-0.851510;0.374566
0.400;-0.850246;0.379840
0.410;-0.846618;0.384726
0.420;-0.840796;0.388582
0.430;-0.833436;0.391047
0.440;-0.825518;0.392119
0.450;-0.818104;0.392168
0.460;-0.812082;0.391829
0.470;-0.807962;0.391827
0.480;-0.805819;0.392772
0.490;-0.805366;0.395018
0.500;-0.806100;0.398617
0.510;-0.807461;0.403373
0.520;-0.808929;0.408924
0.530;-0.810087;0.414814
0.540;-0.810675;0.420530
0.550;-0.810644;0.425568
0.560;-0.810151;0.429512
0.570;-0.809483;0.432153
0.580;-0.808906;0.433580
0.590;-0.808537;0.434206
0.600;-0.808299;0.434659
0.610;-0.807994;0.435568
0.620;-0.807438;0.437321
0.630;-0.806592;0.439913
0.640;-0.805603;0.442952
0.650;-0.804738;0.445803
0.660;-0.804246;0.447802
0.670;-0.804208;0.448485
0.680;-0.804475;0.447767
0.690;-0.804728;0.445993
0.700;-0.804641;0.443816
0.710;-0.804051;0.441929
0.720;-0.803049;0.440773
0.730;-0.801923;0.440335
0.740;-0.801010;0.440159
0.750;-0.800538;0.439546
0.760;-0.800529;0.437851
0.770;-0.800799;0.434718
0.780;-0.801028;0.430207
0.790;-0.800847;0.424782
0.800;-0.799924;0.419193
0.810;-0.798039;0.414245
0.820;-0.795136;0.410532
0.830;-0.791322;0.408227
0.840;-0.786810;0.407056
0.850;-0.781821;0.406474
0.860;-0.776493;0.405947
0.870;-0.770849;0.405176
0.880;-0.764832;0.404159
0.890;-0.758394;0.403083
0.900;-0.751593;0.402134
0.910;-0.744614;0.401368
0.920;-0.737697;0.400688
0.930;-0.731024;0.399925
0.940;-0.724617;0.398964
0.950;-0.718331;0.397832
0.960;-0.711938;0.396715
0.970;-0.705259;0.395889
0.980;-0.698281;0.395598
0.990;-0.691207;0.395937
1.000;-0.684403;0.396797
1.010;-0.678281;0.397894
1.020;-0.673163;0.398857
1.030;-0.669204;0.399342
1.040;-0.666373;0.399124
1.050;-0.664487;0.398178
1.060;-0.663265;0.396699
1.070;-0.662393;0.395059
1.080;-0.661591;0.393697
1.090;-0.660697;0.392996
1.100;-0.659726;0.393182
1.110;-0.658884;0.394262
1.120;-0.658506;0.395990
1.130;-0.658917;0.397903
1.140;-0.660290;0.399415
1.150;-0.662555;0.399970
1.160;-0.665423;0.399197
1.170;-0.668486;0.397029
1.180;-0.671368;0.393747
1.190;-0.673831;0.389935
1.200;-0.675840;0.386352
1.210;-0.677550;0.383725
1.220;-0.679259;0.382554
1.230;-0.681312;0.382989
1.240;-0.684000;0.384845
1.250;-0.687483;0.387717
1.260;-0.691755;0.391146
1.270;-0.696674;0.394755
1.280;-0.702014;0.398333
1.290;-0.707532;0.401815
1.300;-0.713001;0.405196
1.310;-0.718210;0.408429
1.320;-0.722940;0.411379
1.330;-0.726951;0.413853
1.340;-0.730018;0.415697
1.350;-0.732011;0.416884
1.360;-0.732991;0.417558
1.370;-0.733263;0.418018
1.380;-0.733333;0.418645
1.390;-0.733797;0.419800
1.400;-0.735203;0.421752
1.410;-0.737926;0.424670
1.420;-0.742090;0.428652
1.430;-0.747521;0.433742
1.440;-0.753766;0.439865
1.450;-0.760184;0.446728
1.460;-0.766116;0.453763
1.470;-0.771072;0.460196
1.480;-0.774872;0.465257
1.490;-0.777654;0.468432
1.500;-0.779770;0.469652
1.510;-0.781625;0.469308
