Time[s];COPx[cm];COPy[cm]
0.010;0.254990;0.116095
0.020;0.273938;0.122228
0.030;0.293321;0.128404
0.040;0.313225;0.134805
0.050;0.333179;0.141677
0.060;0.352209;0.149225
0.070;0.369103;0.157467
0.080;0.382763;0.166160
0.090;0.392498;0.174853
0.100;0.398163;0.183060
0.110;0.400115;0.190454
0.120;0.399037;0.196997
0.130;0.395719;0.203004
0.140;0.390859;0.209155
0.150;0.384953;0.216457
0.160;0.378269;0.226125
0.170;0.370935;0.239345
0.180;0.363082;0.256942
0.190;0.354965;0.279119
0.200;0.346993;0.305386
0.210;0.339652;0.334730
0.220;0.333389;0.365906
0.230;0.328506;0.397734
0.240;0.325102;0.429356
0.250;0.323063;0.460389
0.260;0.322112;0.490931
0.270;0.321929;0.521395
0.280;0.322316;0.552219
0.290;0.323321;0.583573
0.300;0.325237;0.615182
0.310;0.328423;0.646357
0.320;0.333018;0.676217
0.330;0.338665;0.704019
0.340;0.344411;0.729439
0.350;0.348829;0.752698
0.360;0.350337;0.774465
0.370;0.347615;0.795545
0.380;0.339977;0.816458
0.390;0.327570;0.837081
0.400;0.311324;0.856542
0.410;0.292666;0.873481
0.420;0.273160;0.886584
0.430;0.254217;0.895134
0.440;0.236951;0.899298
0.450;0.222130;0.900025
0.460;0.210182;0.898660
0.470;0.201228;0.896462
0.480;0.195148;0.894230
0.490;0.191651;0.892160
0.500;0.190329;0.889925
0.510;0.190675;0.886884
0.520;0.192122;0.882297
0.530;0.194138;0.875494
0.540;0.196379;0.865975
0.550;0.198814;0.853485
0.560;0.201744;0.838028
0.570;0.205663;0.819835
0.580;0.211028;0.799283
0.590;0.218050;0.776845
0.600;0.226592;0.753059
0.610;0.236221;0.728470
0.620;0.246385;0.703528
0.630;0.256629;0.678476
0.640;0.266734;0.653309
0.650;0.276725;0.627836
0.660;0.286766;0.601823
0.670;0.297011;0.575127
0.680;0.307506;0.547796
0.690;0.318170;0.520081
0.700;0.328870;0.492397
0.710;0.339546;0.465214
0.720;0.350329;0.438933
0.730;0.361570;0.413754
0.740;0.373746;0.389588
0.750;0.387263;0.366042
0.760;0.402236;0.342480
0.770;0.418372;0.318176
0.780;0.435025;0.292520
0.790;0.451426;0.265249
0.800;0.466965;0.236570
0.810;0.481365;0.207129
0.820;0.494679;0.177813
0.830;0.507121;0.149487
0.840;0.518839;0.122780
0.850;0.529787;0.098005
0.860;0.539757;0.075227
0.870;0.548567;0.054426
0.880;0.556239;0.035635
0.890;0.563034;0.018973
0.900;0.569323;0.004567
0.910;0.575386;-0.007551
0.920;0.581259;-0.017509
0.930;0.586738;-0.025561
0.940;0.591532;-0.032012
0.950;0.595483;-0.037124
0.960;0.598726;-0.041040
0.970;0.601723;-0.043743
0.980;0.605164;-0.045043
0.990;0.609789;-0.044607
1.000;0.616203;-0.042031
1.010;0.624737;-0.036937
1.020;0.635370;-0.029114
1.030;0.647739;-0.018622
1.040;0.661215;-0.005834
1.050;0.675030;0.008640
1.060;0.688420;0.024123
1.070;0.700748;0.040090
1.080;0.711577;0.056348
1.090;0.720667;0.073110
1.100;0.727925;0.090918
1.110;0.733338;0.110446
1.120;0.736924;0.132298
1.130;0.738700;0.156873
1.140;0.738669;0.184345
1.150;0.736814;0.214685
1.160;0.733100;0.247652
1.170;0.727464;0.282741
1.180;0.719788;0.319168
1.190;0.709830;0.355972
1.200;0.697148;0.392262
1.210;0.681079;0.427485
1.220;0.660818;0.461582
1.230;0.635592;0.494931
1.240;0.604842;0.528126
1.250;0.568354;0.561716
1.260;0.526275;0.596066
1.270;0.479058;0.631336
1.280;0.427389;0.667516
1.290;0.372188;0.704415
1.300;0.314669;0.741601
1.310;0.256390;0.778376
1.320;0.199213;0.813873
1.330;0.145127;0.847250
1.340;0.095983;0.877889
1.350;0.053174;0.905475
1.360;0.017332;0.929916
1.370;-0.011873;0.951193
1.380;-0.035717;0.969249
1.390;-0.056106;0.983999
1.400;-0.075009;0.995416
1.410;-0.093837;1.003592
1.420;-0.113010;1.008709
1.430;-0.131874;1.010934
1.440;-0.148985;1.010332
1.450;-0.162604;1.006864
1.460;-0.171204;1.000473
1.470;-0.173753;0.991211
1.480;-0.169778;0.979310
1.490;-0.159293;0.965172
1.500;-0.142734;0.949277
1.510;-0.120961;0.932039
1.520;-0.095265;0.913658
1.530;-0.067283;0.894053
1.540;-0.038786;0.872944
1.550;-0.011390;0.850062
1.560;0.013715;0.825376
1.570;0.035913;0.799174
1.580;0.055151;0.771962
1.590;0.071778;0.744246
1.600;0.086331;0.716335
1.610;0.099359;0.688265
1.620;0.111397;0.659840
1.630;0.123064;0.630751
1.640;0.135203;0.600695
1.650;0.148922;0.569422
1.660;0.165460;0.536716
1.670;0.185920;0.502362
1.680;0.210959;0.466143
1.690;0.240597;0.427896
1.700;0.274206;0.387628
1.710;0.310658;0.345635
1.720;0.348553;0.302587
1.730;0.386426;0.259512
1.740;0.422914;0.217687
1.750;0.456886;0.178436
1.760;0.487559;0.142889
1.770;0.514589;0.111781
1.780;0.538133;0.085318
1.790;0.558848;0.063160
1.800;0.577840;0.044529
1.810;0.596540;0.028403
1.820;0.616522;0.013761
1.830;0.639279;-0.000214
1.840;0.665995;-0.013990
1.850;0.697336;-0.027628
1.860;0.733312;-0.040801
1.870;0.773283;-0.052895
1.880;0.816113;-0.063206
1.890;0.860463;-0.071196
1.900;0.905110;-0.076726
1.910;0.949178;-0.080177
1.920;0.992214;-0.082376
1.930;1.034089;-0.084332
1.940;1.074791;-0.086877
1.950;1.114220;-0.090373
1.960;1.152084;-0.094610
1.970;1.187965;-0.098901
1.980;1.221519;-0.102273
1.990;1.252671;-0.103688
2.000;1.281695;-0.102246
2.010;1.309096;-0.097376
2.020;1.335355;-0.088957
2.030;1.360620;-0.077337
2.040;1.384495;-0.063225
2.050;1.406029;-0.047505
2.060;1.423924;-0.031025
2.070;1.436914;-0.014451
2.080;1.444153;0.001755
2.090;1.445458;0.017268
2.100;1.441270;0.031810
2.110;1.432360;0.045137
2.120;1.419410;0.057108
2.130;1.402673;0.067767
2.140;1.381843;0.077367
2.150;1.356158;0.086312
2.160;1.324652;0.095078
2.170;1.286404;0.104140
2.180;1.240699;0.113946
2.190;1.187092;0.124903
2.200;1.125461;0.137376
2.210;1.056113;0.151656
2.220;0.979928;0.167932
2.230;0.898470;0.186240
2.240;0.813957;0.206432
2.250;0.729056;0.228167
2.260;0.646531;0.250921
2.270;0.568812;0.273994
2.280;0.497607;0.296547
2.290;0.433658;0.317696
2.300;0.376676;0.336683
2.310;0.325449;0.353053
2.320;0.278047;0.366745
2.330;0.232117;0.378034
2.340;0.185217;0.387343
2.350;0.135180;0.395014
2.360;0.080479;0.401174
2.370;0.020549;0.405751
2.380;-0.044033;0.408617
2.390;-0.111566;0.409724
2.400;-0.179483;0.409128
2.410;-0.244760;0.406913
2.420;-0.304373;0.403064
2.430;-0.355686;0.397403
2.440;-0.396730;0.389623
2.450;-0.426362;0.379437
2.460;-0.444294;0.366785
2.470;-0.450983;0.351967
2.480;-0.447410;0.335607
2.490;-0.434824;0.318446
2.500;-0.414537;0.301085
2.510;-0.387828;0.283819
2.520;-0.355950;0.266637
2.530;-0.320161;0.249374
2.540;-0.281725;0.231929
2.550;-0.241853;0.214427
2.560;-0.201593;0.197249
2.570;-0.161709;0.180882
2.580;-0.122564;0.165645
2.590;-0.084039;0.151449
2.600;-0.045503;0.137729
2.610;-0.005912;0.123571
2.620;0.035999;0.107947
2.630;0.081473;0.089965
2.640;0.131567;0.069055
2.650;0.187104;0.045096
2.660;0.248725;0.018459
2.670;0.316917;-0.010045
2.680;0.391904;-0.039334
2.690;0.473432;-0.068291
2.700;0.560556;-0.096024
2.710;0.651619;-0.122062
2.720;0.744469;-0.146423
2.730;0.836852;-0.169498
2.740;0.926813;-0.191774
2.750;1.012945;-0.213538
2.760;1.094444;-0.234719
