Time[s];COPx[cm];COPy[cm]
0.010;-0.917402;0.252075
0.020;-0.918410;0.236752
0.030;-0.918824;0.223014
0.040;-0.918385;0.212042
0.050;-0.917283;0.204382
0.060;-0.916110;0.199899
0.070;-0.915567;0.197918
0.080;-0.916065;0.197461
0.090;-0.917441;0.197550
0.100;-0.918944;0.197462
0.110;-0.919485;0.196893
0.120;-0.918018;0.195942
0.130;-0.913879;0.194963
0.140;-0.906982;0.194367
0.150;-0.897800;0.194453
0.160;-0.887174;0.195293
0.170;-0.876046;0.196687
0.180;-0.865233;0.198193
0.190;-0.855318;0.199243
0.200;-0.846668;0.199316
0.210;-0.839524;0.198116
0.220;-0.834083;0.195695
0.230;-0.830521;0.192451
0.240;-0.828929;0.188989
0.250;-0.829210;0.185878
0.260;-0.831029;0.183461
0.270;-0.833838;0.181779
0.280;-0.836961;0.180652
0.290;-0.839654;0.179829
0.300;-0.841119;0.179128
0.310;-0.840534;0.178494
0.320;-0.837151;0.177965
0.330;-0.830489;0.177592
0.340;-0.820535;0.177371
0.350;-0.807847;0.177199
0.360;-0.793486;0.176866
0.370;-0.778793;0.176069
0.380;-0.765058;0.174489
0.390;-0.753220;0.171913
0.400;-0.743690;0.168344
0.410;-0.736370;0.164002
0.420;-0.730820;0.159179
0.430;-0.726483;0.154031
0.440;-0.722847;0.148459
0.450;-0.719501;0.142176
0.460;-0.716086;0.134945
0.470;-0.712204;0.126808
0.480;-0.707356;0.118177
0.490;-0.700979;0.109695
0.500;-0.692610;0.101978
0.510;-0.682100;0.095354
0.520;-0.669764;0.089745
0.530;-0.656339;0.084723
0.540;-0.642761;0.079728
0.550;-0.629854;0.074339
0.560;-0.618084;0.068462
0.570;-0.607483;0.062336
0.580;-0.597736;0.056355
0.590;-0.588377;0.050856
0.600;-0.578972;0.045983
0.610;-0.569259;0.041684
0.620;-0.559192;0.037785
0.630;-0.548918;0.034061
0.640;-0.538704;0.030261
0.650;-0.528840;0.026120
0.660;-0.519558;0.021383
0.670;-0.510975;0.015851
0.680;-0.503089;0.009439
0.690;-0.495821;0.002208
0.700;-0.489060;-0.005637
0.710;-0.482705;-0.013780
0.720;-0.476661;-0.021842
0.730;-0.470807;-0.029427
0.740;-0.464982;-0.036169
0.750;-0.458992;-0.041783
0.760;-0.452639;-0.046126
0.770;-0.445764;-0.049225
0.780;-0.438285;-0.051280
0.790;-0.430229;-0.052650
0.800;-0.421766;-0.053785
0.810;-0.413225;-0.055100
0.820;-0.405052;-0.056833
0.830;-0.397728;-0.058990
0.840;-0.391636;-0.061411
0.850;-0.386956;-0.063899
0.860;-0.383613;-0.066374
0.870;-0.381292;-0.068964
0.880;-0.379516;-0.072011
0.890;-0.377744;-0.075981
0.900;-0.375435;-0.081282
0.910;-0.372082;-0.088088
0.920;-0.367202;-0.096264
0.930;-0.360358;-0.105429
0.940;-0.351229;-0.115130
0.950;-0.339708;-0.125031
0.960;-0.325962;-0.135030
0.970;-0.310409;-0.145265
0.980;-0.293623;-0.156012
0.990;-0.276226;-0.167557
1.000;-0.258777;-0.180089
1.010;-0.241710;-0.193659
1.020;-0.225296;-0.208175
1.030;-0.209652;-0.223421
1.040;-0.194793;-0.239080
1.050;-0.180723;-0.254792
1.060;-0.167515;-0.270226
1.070;-0.155333;-0.285140
1.080;-0.144378;-0.299371
1.090;-0.134783;-0.312748
1.100;-0.126532;-0.325006
1.110;-0.119442;-0.335771
1.120;-0.113231;-0.344648
1.130;-0.107590;-0.351385
1.140;-0.102236;-0.355996
1.150;-0.096918;-0.358779
1.160;-0.091424;-0.360214
1.170;-0.085630;-0.360813
1.180;-0.079548;-0.360989
1.190;-0.073356;-0.360974
1.200;-0.067375;-0.360811
1.210;-0.061998;-0.360412
1.220;-0.057618;-0.359656
1.230;-0.054581;-0.358468
1.240;-0.053163;-0.356834
1.250;-0.053570;-0.354737
1.260;-0.055919;-0.352103
1.270;-0.060181;-0.348795
1.280;-0.066110;-0.344711
1.290;-0.073207;-0.339873
1.300;-0.080754;-0.334441
1.310;-0.087960;-0.328599
1.320;-0.094150;-0.322377
1.330;-0.098937;-0.315547
1.340;-0.102287;-0.307693
1.350;-0.104446;-0.298465
1.360;-0.105805;-0.287869
1.370;-0.106774;-0.276445
1.380;-0.107733;-0.265170
1.390;-0.109033;-0.255099
1.400;-0.110973;-0.246919
1.410;-0.113719;-0.240644
1.420;-0.117199;-0.235604
1.430;-0.121047;-0.230738
1.440;-0.124665;-0.225029
1.450;-0.127436;-0.217915
1.460;-0.129013;-0.209492
1.470;-0.129552;-0.200470
1.480;-0.129752;-0.191872
1.490;-0.130657;-0.184648
1.500;-0.133298;-0.179334
1.510;-0.138317;-0.175871
1.520;-0.145728;-0.173657
1.530;-0.154890;-0.171746
1.540;-0.164730;-0.169125
1.550;-0.174101;-0.164949
1.560;-0.182172;-0.158712
1.570;-0.188680;-0.150325
1.580;-0.193991;-0.140138
1.590;-0.198962;-0.128867
1.600;-0.204657;-0.117450
1.610;-0.211985;-0.106825
1.620;-0.221406;-0.097686
1.630;-0.232791;-0.090276
1.640;-0.245520;-0.084307
1.650;-0.258742;-0.079007
1.660;-0.271709;-0.073290
1.670;-0.284004;-0.065977
1.680;-0.295575;-0.056039
1.690;-0.306590;-0.042831
1.700;-0.317198;-0.026303
1.710;-0.327336;-0.007112
1.720;-0.336662;0.013433
1.730;-0.344639;0.033640
1.740;-0.350728;0.051896
1.750;-0.354589;0.067131
1.760;-0.356238;0.079107
1.770;-0.356092;0.088413
1.780;-0.354895;0.096174
1.790;-0.353551;0.103630
1.800;-0.352915;0.111735
1.810;-0.353626;0.120948
1.820;-0.356021;0.131220
1.830;-0.360155;0.142146
1.840;-0.365847;0.153141
1.850;-0.372722;0.163589
1.860;-0.380216;0.172998
1.870;-0.387573;0.181142
1.880;-0.393890;0.188146
1.890;-0.398257;0.194409
1.900;-0.399983;0.200413
1.910;-0.398819;0.206518
1.920;-0.395065;0.212880
1.930;-0.389462;0.219492
1.940;-0.382935;0.226255
1.950;-0.376301;0.232987
1.960;-0.370061;0.239373
1.970;-0.364347;0.244945
1.980;-0.358985;0.249164
1.990;-0.353658;0.251569
2.000;-0.348076;0.251902
2.010;-0.342079;0.250095
2.020;-0.335640;0.246163
2.030;-0.328798;0.240094
2.040;-0.321607;0.231861
2.050;-0.314120;0.221562
2.060;-0.306393;0.209581
2.070;-0.298452;0.196646
2.080;-0.290235;0.183695
2.090;-0.281549;0.171591
2.100;-0.272123;0.160825
2.110;-0.261737;0.151370
2.120;-0.250374;0.142741
2.130;-0.238293;0.134239
2.140;-0.225995;0.125250
2.150;-0.214076;0.115469
2.160;-0.203061;0.105013
2.170;-0.193265;0.094396
2.180;-0.184752;0.084407
2.190;-0.177370;0.075943
2.200;-0.170836;0.069832
2.210;-0.164820;0.066685
2.220;-0.158967;0.066764
2.230;-0.152885;0.069895
2.240;-0.146144;0.075452
2.250;-0.138335;0.082490
2.260;-0.129204;0.089989
2.270;-0.118777;0.097155
2.280;-0.107409;0.103625
2.290;-0.095716;0.109475
2.300;-0.084422;0.115013
2.310;-0.074200;0.120489
2.320;-0.065596;0.125904
2.330;-0.059036;0.131034
2.340;-0.054862;0.135638
2.350;-0.053324;0.139709
2.360;-0.054520;0.143611
2.370;-0.058316;0.148034
2.380;-0.064304;0.153767
2.390;-0.071830;0.161412
2.400;-0.080114;0.171130
2.410;-0.088420;0.182556
2.420;-0.096228;0.194945
2.430;-0.103347;0.207494
2.440;-0.109933;0.219706
2.450;-0.116402;0.231593
2.460;-0.123265;0.243604
2.470;-0.130914;0.256311
2.480;-0.139431;0.270028
2.490;-0.148529;0.284587
2.500;-0.157632;0.299408
2.510;-0.166087;0.313816
2.520;-0.173396;0.327411
2.530;-0.179392;0.340298
2.540;-0.184311;0.353075
2.550;-0.188723;0.366592
2.560;-0.193355;0.381595
2.570;-0.198851;0.398403
2.580;-0.205562;0.416769
2.590;-0.213437;0.435993
2.600;-0.222036;0.455182
2.610;-0.230655;0.473540
2.620;-0.238533;0.490542
2.630;-0.245087;0.505945
2.640;-0.250091;0.519668
2.650;-0.253712;0.531638
2.660;-0.256387;0.541672
2.670;-0.258582;0.549444
2.680;-0.260550;0.554534
2.690;-0.262203;0.556521
2.700;-0.263159;0.555140
2.710;-0.262936;0.550483
2.720;-0.261179;0.543168
2.730;-0.257805;0.534322
2.740;-0.252994;0.525301
2.750;-0.247090;0.517256
2.760;-0.240450;0.510739
2.770;-0.233360;0.505580
2.780;-0.226006;0.501093
2.790;-0.218507;0.496482
2.800;-0.210938;0.491245
2.810;-0.203324;0.485382
2.820;-0.195617;0.479349
2.830;-0.187669;0.473817
2.840;-0.179234;0.469410
2.850;-0.170019;0.466523
2.860;-0.159812;0.465257
2.870;-0.148636;0.465418
2.880;-0.136829;0.466540
2.890;-0.124942;0.467925
2.900;-0.113464;0.468758
2.910;-0.102546;0.468310
2.920;-0.091920;0.466188
2.930;-0.081076;0.462527
2.940;-0.069587;0.458014
2.950;-0.057411;0.453678
2.960;-0.044998;0.450527
2.970;-0.033194;0.449150
2.980;-0.022950;0.449497
2.990;-0.014991;0.450916
3.000;-0.009548;0.452437
3.010;-0.006272;0.453138
3.020;-0.004356;0.452453
3.030;-0.002795;0.450298
3.040;-0.000671;0.447018
3.050;0.002632;0.443240
3.060;0.007318;0.439720
3.070;0.013184;0.437189
3.080;0.019705;0.436197
3.090;0.026176;0.436946
3.100;0.031885;0.439195
3.110;0.036265;0.442310
3.120;0.038973;0.445439
3.130;0.039879;0.447776
3.140;0.039003;0.448803
3.150;0.036449;0.448458
3.160;0.032374;0.447143
3.170;0.026978;0.445569
3.180;0.020500;0.444468
3.190;0.013187;0.444280
3.200;0.005255;0.444963
3.210;-0.003139;0.446002
3.220;-0.011877;0.446636
3.230;-0.020843;0.446165
3.240;-0.029913;0.444247
3.250;-0.038978;0.441001
3.260;-0.047996;0.436893
3.270;-0.057025;0.432449
3.280;-0.066235;0.427965
3.290;-0.075916;0.423368
3.300;-0.086459;0.418268
3.310;-0.098270;0.412133
3.320;-0.111618;0.404500
3.330;-0.126441;0.395143
3.340;-0.142234;0.384162
3.350;-0.158097;0.371955
3.360;-0.172929;0.359093
3.370;-0.185718;0.346145
3.380;-0.195828;0.333516
3.390;-0.203178;0.321387
3.400;-0.208242;0.309774
3.410;-0.211837;0.298685
3.420;-0.214789;0.288270
3.430;-0.217616;0.278878
3.440;-0.220376;0.270982
3.450;-0.222707;0.265010
3.460;-0.224010;0.261139
3.470;-0.223674;0.259148
3.480;-0.221281;0.258398
3.490;-0.216735;0.257991
3.500;-0.210325;0.257047
3.510;-0.202693;0.255010
3.520;-0.194689;0.251813
3.530;-0.187152;0.247829
3.540;-0.180686;0.243632
3.550;-0.175538;0.239729
3.560;-0.171599;0.236397
3.570;-0.168504;0.233678
3.580;-0.165765;0.231475
3.590;-0.162901;0.229645
3.600;-0.159530;0.228063
3.610;-0.155432;0.226624
3.620;-0.150568;0.225221
3.630;-0.145069;0.223706
3.640;-0.139184;0.221861
3.650;-0.133202;0.219431
3.660;-0.127373;0.216202
3.670;-0.121859;0.212099
3.680;-0.116718;0.207225
3.690;-0.111912;0.201835
3.700;-0.107343;0.196274
3.710;-0.102911;0.190919
3.720;-0.098586;0.186132
3.730;-0.094424;0.182243
3.740;-0.090493;0.179528
3.750;-0.086762;0.178213
3.760;-0.083033;0.178467
3.770;-0.078980;0.180356
3.780;-0.074272;0.183760
3.790;-0.068723;0.188276
3.800;-0.062414;0.193173
3.810;-0.055731;0.197475
3.820;-0.049273;0.200176
3.830;-0.043641;0.200516
3.840;-0.039180;0.198209
3.850;-0.035820;0.193520
3.860;-0.033106;0.187172
3.870;-0.030413;0.180126
3.880;-0.027224;0.173300
3.890;-0.023333;0.167328
3.900;-0.018903;0.162433
3.910;-0.014369;0.158495
3.920;-0.010282;0.155259
3.930;-0.007123;0.152576
3.940;-0.005134;0.150523
3.950;-0.004201;0.149343
3.960;-0.003844;0.149295
3.970;-0.003351;0.150494
3.980;-0.002043;0.152847
3.990;0.000413;0.156107
4.000;0.003778;0.159995
4.010;0.007243;0.164321
4.020;0.009707;0.169018
4.030;0.010235;0.174108
4.040;0.008494;0.179639
4.050;0.004960;0.185638
4.060;0.000763;0.192069
4.070;-0.002746;0.198824
4.080;-0.004527;0.205733
4.090;-0.004259;0.212610
4.100;-0.002463;0.219325
4.110;-0.000330;0.225870
4.120;0.000664;0.232402
4.130;-0.000789;0.239239
4.140;-0.005467;0.246809
4.150;-0.013410;0.255549
4.160;-0.023946;0.265783
4.170;-0.035890;0.277610
4.180;-0.047897;0.290814
4.190;-0.058841;0.304846
4.200;-0.068117;0.318889
4.210;-0.075736;0.332009
4.220;-0.082205;0.343348
4.230;-0.088224;0.352291
4.240;-0.094328;0.358581
4.250;-0.100608;0.362338
4.260;-0.106611;0.364001
4.270;-0.111465;0.364224
4.280;-0.114194;0.363729
4.290;-0.114090;0.363159
4.300;-0.111019;0.362917
4.310;-0.105548;0.363038
4.320;-0.098824;0.363187
4.330;-0.092199;0.362815
4.340;-0.086728;0.361427
4.350;-0.082739;0.358814
4.360;-0.079683;0.355137
4.370;-0.076345;0.350853
4.380;-0.071326;0.346567
4.390;-0.063597;0.342909
4.400;-0.052882;0.340426
4.410;-0.039746;0.339448
4.420;-0.025407;0.339943
4.430;-0.011371;0.341430
4.440;0.000953;0.343075
4.450;0.010526;0.343942
4.460;0.016813;0.343310
4.470;0.019762;0.340879
4.480;0.019696;0.336822
4.490;0.017194;0.331665
4.500;0.012986;0.326081
4.510;0.007872;0.320695
4.520;0.002642;0.315959
4.530;-0.002013;0.312129
4.540;-0.005582;0.309318
4.550;-0.007795;0.307587
4.560;-0.008642;0.306999
4.570;-0.008323;0.307626
4.580;-0.007125;0.309515
4.590;-0.005270;0.312655
4.600;-0.002838;0.316987
4.610;0.000193;0.322440
4.620;0.003801;0.328951
4.630;0.007765;0.336443
4.640;0.011600;0.344761
4.650;0.014632;0.353621
4.660;0.016206;0.362643
4.670;0.015952;0.371465
4.680;0.013994;0.379904
4.690;0.011015;0.388055
4.700;0.008154;0.396275
4.710;0.006743;0.405024
4.720;0.007969;0.414640
4.730;0.012565;0.425151
4.740;0.020628;0.436176
4.750;0.031611;0.446963
4.760;0.044479;0.456516
4.770;0.057973;0.463823
4.780;0.070896;0.468108
4.790;0.082348;0.469046
4.800;0.091875;0.466847
4.810;0.099521;0.462161
4.820;0.105770;0.455861
4.830;0.111360;0.448798
4.840;0.117001;0.441656
4.850;0.123066;0.434915
4.860;0.129428;0.428870
4.870;0.135546;0.423646
4.880;0.140810;0.419181
4.890;0.144944;0.415234
4.900;0.148232;0.411448
4.910;0.151417;0.407458
4.920;0.155354;0.403023
4.930;0.160617;0.398100
4.940;0.167285;0.392827
4.950;0.174952;0.387416
4.960;0.182926;0.382020
4.970;0.190451;0.376667
4.980;0.196896;0.371339
4.990;0.201874;0.366144
5.000;0.205292;0.361468
5.010;0.207329;0.357936
