Time[s];COPx[cm];COPy[cm]
0.010;0.792247;1.369419
0.020;0.810600;1.406260
0.030;0.827162;1.440984
0.040;0.840275;1.471724
0.050;0.848625;1.497384
0.060;0.851339;1.517736
0.070;0.847983;1.533250
0.080;0.838463;1.544765
0.090;0.822903;1.553164
0.100;0.801548;1.559173
0.110;0.774774;1.563248
0.120;0.743157;1.565514
0.130;0.707521;1.565733
0.140;0.668891;1.563342
0.150;0.628317;1.557613
0.160;0.586655;1.547889
0.170;0.544436;1.533834
0.180;0.501879;1.515600
0.190;0.459047;1.493883
0.200;0.416094;1.469813
0.210;0.373490;1.444733
0.220;0.332164;1.419888
0.230;0.293477;1.396149
0.240;0.259022;1.373848
0.250;0.230299;1.352771
0.260;0.208411;1.332335
0.270;0.193848;1.311869
0.280;0.186452;1.290916
0.290;0.185489;1.269422
0.300;0.189799;1.247773
0.310;0.197974;1.226678
0.320;0.208549;1.207000
0.330;0.220180;1.189590
0.340;0.231772;1.175197
0.350;0.242542;1.164436
0.360;0.252003;1.157801
0.370;0.259882;1.155663
0.380;0.266008;1.158231
0.390;0.270194;1.165444
0.400;0.272170;1.176845
0.410;0.271602;1.191540
0.420;0.268174;1.208284
0.430;0.261711;1.225721
0.440;0.252262;1.242655
0.450;0.240126;1.258234
0.460;0.225795;1.272009
0.470;0.209863;1.283883
0.480;0.192886;1.294013
0.490;0.175257;1.302723
0.500;0.157133;1.310420
0.510;0.138469;1.317542
0.520;0.119151;1.324503
0.530;0.099122;1.331661
0.540;0.078437;1.339279
0.550;0.057218;1.347504
0.560;0.035571;1.356344
0.570;0.013537;1.365629
0.580;-0.008906;1.374960
0.590;-0.031811;1.383681
0.600;-0.055210;1.390922
0.610;-0.079078;1.395750
0.620;-0.103339;1.397342
0.630;-0.127911;1.395137
0.640;-0.152777;1.388877
0.650;-0.178040;1.378559
0.660;-0.203914;1.364322
0.670;-0.230654;1.346364
0.680;-0.258473;1.324903
0.690;-0.287501;1.300151
0.700;-0.317800;1.272266
0.710;-0.349437;1.241295
0.720;-0.382560;1.207156
0.730;-0.417467;1.169679
0.740;-0.454613;1.128699
0.750;-0.494555;1.084126
0.760;-0.537827;1.036007
0.770;-0.584798;0.984548
0.780;-0.635555;0.930121
0.790;-0.689874;0.873253
0.800;-0.747300;0.814592
0.810;-0.807308;0.754876
0.820;-0.869447;0.694908
0.830;-0.933411;0.635577
0.840;-0.999001;0.577883
0.850;-1.066014;0.522940
0.860;-1.134111;0.471933
0.870;-1.202724;0.426005
0.880;-1.271028;0.386086
0.890;-1.338010;0.352716
0.900;-1.402610;0.325907
0.910;-1.463894;0.305113
0.920;-1.521223;0.289334
0.930;-1.574378;0.277351
0.940;-1.623604;0.268026
0.950;-1.669559;0.260575
