Time[s];COPx[cm];COPy[cm]
0.010;1.371406;2.370074
0.020;1.434434;2.290767
0.030;1.493514;2.216725
0.040;1.544953;2.152617
0.050;1.586286;2.101106
0.060;1.616468;2.062591
0.070;1.635750;2.035525
0.080;1.645335;2.017113
0.090;1.646945;2.004159
0.100;1.642431;1.993830
0.110;1.633493;1.984147
0.120;1.621537;1.974136
0.130;1.607649;1.963649
0.140;1.592644;1.952989
0.150;1.577136;1.942494
0.160;1.561596;1.932272
0.170;1.546374;1.922165
0.180;1.531669;1.911880
0.190;1.517484;1.901152
0.200;1.503609;1.889806
0.210;1.489683;1.877688
0.220;1.475340;1.864559
0.230;1.460409;1.850060
0.240;1.445034;1.833829
0.250;1.429668;1.815711
0.260;1.414902;1.795967
0.270;1.401204;1.775371
0.280;1.388667;1.755130
0.290;1.376909;1.736641
0.300;1.365149;1.721095
0.310;1.352459;1.709077
0.320;1.338075;1.700313
0.330;1.321671;1.693735
0.340;1.303482;1.687897
0.350;1.284224;1.681606
0.360;1.264828;1.674483
0.370;1.246111;1.667193
0.380;1.228517;1.661186
0.390;1.212047;1.658094
0.400;1.196367;1.659113
0.410;1.181037;1.664700
0.420;1.165783;1.674740
0.430;1.150771;1.689023
0.440;1.136797;1.707771
0.450;1.125376;1.731916
0.460;1.118643;1.762998
0.470;1.119081;1.802730
0.480;1.129075;1.852449
0.490;1.150372;1.912676
0.500;1.183582;1.982949
0.510;1.227893;2.061926
0.520;1.281094;2.147611
0.530;1.339935;2.237591
0.540;1.400701;2.329199
0.550;1.459825;2.419635
0.560;1.514372;2.506094
0.570;1.562268;2.585959
0.580;1.602286;2.657087
0.590;1.633848;2.718079
0.600;1.656751;2.768440
0.610;1.670949;2.808534
0.620;1.676438;2.839366
0.630;1.673239;2.862272
0.640;1.661402;2.878603
0.650;1.641001;2.889438
0.660;1.612136;2.895358
0.670;1.574993;2.896337
0.680;1.529992;2.891792
0.690;1.477965;2.880789
0.700;1.420300;2.862350
0.710;1.358980;2.835799
0.720;1.296535;2.801062
0.730;1.235879;2.758847
0.740;1.180044;2.710626
0.750;1.131785;2.658421
0.760;1.093155;2.604445
0.770;1.065137;2.550722
0.780;1.047496;2.498798
0.790;1.038894;2.449613
0.800;1.037264;2.403557
0.810;1.040297;2.360634
0.820;1.045895;2.320645
0.830;1.052428;2.283292
0.840;1.058781;2.248188
0.850;1.064212;2.214785
0.860;1.068144;2.182300
0.870;1.069985;2.149746
0.880;1.069044;2.116104
0.890;1.064508;2.080602
0.900;1.055468;2.042956
0.910;1.040928;2.003465
0.920;1.019823;1.962880
0.930;0.991085;1.922154
0.940;0.953814;1.882221
0.950;0.907556;1.843914
0.960;0.852593;1.808054
0.970;0.790099;1.775546
0.980;0.722045;1.747371
0.990;0.650874;1.724381
1.000;0.579036;1.707023
1.010;0.508528;1.695155
1.020;0.440564;1.688097
1.030;0.375480;1.684899
1.040;0.312922;1.684640
1.050;0.252277;1.686612
1.060;0.193209;1.690319
1.070;0.136105;1.695325
1.080;0.082245;1.701064
1.090;0.033619;1.706762
1.100;-0.007600;1.711540
1.110;-0.039716;1.714635
1.120;-0.062045;1.715568
1.130;-0.075101;1.714133
1.140;-0.080402;1.710182
1.150;-0.079993;1.703379
1.160;-0.075894;1.693104
1.170;-0.069680;1.678660
1.180;-0.062299;1.659727
1.190;-0.054141;1.636817
1.200;-0.045242;1.611448
1.210;-0.035513;1.585905
1.220;-0.024904;1.562673
1.230;-0.013505;1.543806
1.240;-0.001591;1.530525
1.250;0.010376;1.523151
1.260;0.021829;1.521336
1.270;0.032260;1.524411
1.280;0.041451;1.531670
1.290;0.049638;1.542487
1.300;0.057534;1.556270
1.310;0.066159;1.572335
1.320;0.076568;1.589833
1.330;0.089615;1.607828
1.340;0.105864;1.625496
1.350;0.125665;1.642343
1.360;0.149300;1.658297
1.370;0.177075;1.673567
1.380;0.209280;1.688302
1.390;0.246020;1.702223
1.400;0.286990;1.714428
1.410;0.331324;1.723519
1.420;0.377600;1.727974
1.430;0.424055;1.726624
1.440;0.468924;1.719027
1.450;0.510777;1.705604
1.460;0.548671;1.687484
1.470;0.582085;1.666123
1.480;0.610692;1.642820
1.490;0.634147;1.618303
1.500;0.652005;1.592539
1.510;0.663802;1.564831
1.520;0.669255;1.534198
1.530;0.668424;1.499938
1.540;0.661749;1.462152
1.550;0.649934;1.422007
1.560;0.633719;1.381574
1.570;0.613668;1.343305
1.580;0.590038;1.309366
1.590;0.562787;1.281125
1.600;0.531707;1.258964
1.610;0.496641;1.242440
1.620;0.457716;1.230633
1.630;0.415505;1.222494
1.640;0.371077;1.217064
1.650;0.325914;1.213543
1.660;0.281657;1.211260
1.670;0.239718;1.209636
1.680;0.200855;1.208190
1.690;0.164866;1.206593
1.700;0.130554;1.204757
1.710;0.096001;1.202909
1.720;0.059092;1.201622
1.730;0.018100;1.201772
1.740;-0.027874;1.204438
1.750;-0.078794;1.210735
1.760;-0.133899;1.221606
1.770;-0.192108;1.237617
1.780;-0.252402;1.258800
1.790;-0.314056;1.284585
1.800;-0.376693;1.313837
1.810;-0.440231;1.345035
1.820;-0.504773;1.376580
1.830;-0.570485;1.407163
1.840;-0.637453;1.436059
1.850;-0.705539;1.463215
1.860;-0.774270;1.489087
1.870;-0.842773;1.514311
1.880;-0.909796;1.539360
1.890;-0.973852;1.564333
1.900;-1.033467;1.588922
1.910;-1.087518;1.612559
1.920;-1.135484;1.634657
1.930;-1.177492;1.654869
1.940;-1.214125;1.673239
1.950;-1.246110;1.690212
1.960;-1.274041;1.706491
1.970;-1.298243;1.722824
1.980;-1.318789;1.739764
1.990;-1.335617;1.757483
2.000;-1.348689;1.775692
2.010;-1.358133;1.793716
2.020;-1.364318;1.810709
2.030;-1.367848;1.825928
2.040;-1.369484;1.838958
2.050;-1.369983;1.849791
2.060;-1.369925;1.858736
2.070;-1.369575;1.866205
2.080;-1.368866;1.872444
2.090;-1.367520;1.877313
2.100;-1.365250;1.880219
2.110;-1.361958;1.880278
2.120;-1.357843;1.876661
2.130;-1.353383;1.868992
2.140;-1.349194;1.857595
2.150;-1.345852;1.843495
2.160;-1.343735;1.828172
2.170;-1.342910;1.813173
2.180;-1.343086;1.799707
2.190;-1.343591;1.788309
2.200;-1.343431;1.778622
2.210;-1.341406;1.769383
2.220;-1.336288;1.758639
2.230;-1.326995;1.744190
2.240;-1.312670;1.724148
2.250;-1.292672;1.697454
2.260;-1.266455;1.664179
2.270;-1.233427;1.625518
2.280;-1.192836;1.583492
2.290;-1.143773;1.540477
2.300;-1.085308;1.498736
2.310;-1.016767;1.460082
2.320;-0.938071;1.425703
2.330;-0.850038;1.396132
2.340;-0.754519;1.371296
2.350;-0.654311;1.350658
2.360;-0.552852;1.333466
2.370;-0.453772;1.319062
2.380;-0.360420;1.307135
2.390;-0.275451;1.297756
2.400;-0.200559;1.291174
2.410;-0.136432;1.287467
2.420;-0.082928;1.286286
2.430;-0.039420;1.286856
2.440;-0.005170;1.288232
2.450;0.020409;1.289674
2.460;0.037670;1.290888
2.470;0.046821;1.292043
2.480;0.048122;1.293561
2.490;0.042083;1.295854
2.500;0.029603;1.299147
2.510;0.011973;1.303465
2.520;-0.009262;1.308741
2.530;-0.032527;1.314984
2.540;-0.056447;1.322431
2.550;-0.079973;1.331589
2.560;-0.102361;1.343172
2.570;-0.123011;1.357937
2.580;-0.141253;1.376532
2.590;-0.156163;1.399414
2.600;-0.166511;1.426882
2.610;-0.170872;1.459187
2.620;-0.167879;1.496660
2.630;-0.156509;1.539771
2.640;-0.136280;1.589068
2.650;-0.107316;1.644959
2.660;-0.070319;1.707361
2.670;-0.026525;1.775334
2.680;0.022310;1.846882
2.690;0.073974;1.919085
2.700;0.126019;1.988582
2.710;0.176115;2.052273
2.720;0.222419;2.107969
2.730;0.263784;2.154749
2.740;0.299740;2.192906
2.750;0.330262;2.223520
2.760;0.355449;2.247871
2.770;0.375252;2.266926
2.780;0.389364;2.281032
2.790;0.397310;2.289905
2.800;0.398698;2.292822
2.810;0.393543;2.288916
2.820;0.382508;2.277457
2.830;0.366980;2.258088
2.840;0.348919;2.230958
2.850;0.330544;2.196766
2.860;0.313969;2.156664
2.870;0.300871;2.112053
2.880;0.292276;2.064344
2.890;0.288487;2.014780
2.900;0.289184;1.964347
2.910;0.293650;1.913773
2.920;0.301051;1.863596
2.930;0.310677;1.814270
2.940;0.322063;1.766275
2.950;0.334969;1.720183
2.960;0.349238;1.676645
2.970;0.364608;1.636269
2.980;0.380568;1.599390
2.990;0.396341;1.565849
3.000;0.410993;1.534876
3.010;0.423625;1.505168
3.020;0.433554;1.475138
3.030;0.440416;1.443289
3.040;0.444155;1.408647
3.050;0.444904;1.371129
3.060;0.442845;1.331726
3.070;0.438103;1.292378
3.080;0.430719;1.255533
3.090;0.420702;1.223551
3.100;0.408112;1.198123
3.110;0.393106;1.179911
3.120;0.375925;1.168472
3.130;0.356841;1.162471
3.140;0.336132;1.160071
3.150;0.314136;1.159362
3.160;0.291398;1.158669
3.170;0.268819;1.156696
3.180;0.247724;1.152526
3.190;0.229763;1.145575
3.200;0.216658;1.135559
3.210;0.209875;1.122471
3.220;0.210311;1.106550
3.230;0.218076;1.088250
3.240;0.232419;1.068221
3.250;0.251850;1.047308
3.260;0.274438;1.026525
3.270;0.298223;1.006988
3.280;0.321583;0.989789
3.290;0.343413;0.975806
3.300;0.363080;0.965495
3.310;0.380234;0.958740
3.320;0.394622;0.954892
3.330;0.405983;0.953003
3.340;0.414023;0.952201
3.350;0.418422;0.952036
3.360;0.418851;0.952637
3.370;0.415007;0.954624
3.380;0.406715;0.958833
3.390;0.394035;0.965970
3.400;0.377338;0.976352
3.410;0.357272;0.989826
3.420;0.334623;1.005870
3.430;0.310118;1.023830
3.440;0.284273;1.043166
3.450;0.257372;1.063565
3.460;0.229606;1.084896
3.470;0.201322;1.107035
3.480;0.173261;1.129669
3.490;0.146657;1.152204
3.500;0.123134;1.173818
3.510;0.104401;1.193622
3.520;0.091877;1.210845
3.530;0.086346;1.224969
3.540;0.087755;1.235771
3.550;0.095203;1.243285
3.560;0.107156;1.247762
3.570;0.121860;1.249661
3.580;0.137839;1.249670
3.590;0.154268;1.248704
3.600;0.171091;1.247820
3.610;0.188819;1.248042
3.620;0.208134;1.250130
3.630;0.229454;1.254386
3.640;0.252626;1.260586
3.650;0.276839;1.268078
3.660;0.300760;1.276010
3.670;0.322834;1.283595
3.680;0.341632;1.290314
3.690;0.356133;1.295972
3.700;0.365858;1.300612
3.710;0.370840;1.304349
3.720;0.371457;1.307200
3.730;0.368198;1.308996
3.740;0.361447;1.309406
3.750;0.351363;1.308023
3.760;0.337899;1.304455
3.770;0.320934;1.298391
3.780;0.300474;1.289649
3.790;0.276827;1.278231
3.800;0.250647;1.264341
3.810;0.222828;1.248332
3.820;0.194244;1.230556
3.830;0.165478;1.211227
3.840;0.136621;1.190391
3.850;0.107268;1.168086
3.860;0.076709;1.144621
3.870;0.044267;1.120799
3.880;0.009681;1.097952
3.890;-0.026610;1.077666
3.900;-0.063349;1.061280
3.910;-0.098561;1.049337
3.920;-0.129847;1.041289
3.930;-0.154831;1.035610
3.940;-0.171632;1.030283
3.950;-0.179232;1.023429
3.960;-0.177615;1.013796
3.970;-0.167630;1.000948
3.980;-0.150652;0.985175
3.990;-0.128162;0.967233
4.000;-0.101407;0.948070
4.010;-0.071220;0.928609
4.020;-0.038057;0.909621
4.030;-0.002200;0.891670
4.040;0.035963;0.875113
4.050;0.075701;0.860113
4.060;0.115851;0.846646
4.070;0.154909;0.834566
4.080;0.191242;0.823768
4.090;0.223319;0.814420
4.100;0.249913;0.807125
4.110;0.270233;0.802865
4.120;0.284019;0.802725
4.130;0.291566;0.807478
4.140;0.293672;0.817266
4.150;0.291486;0.831513
4.160;0.286292;0.849075
4.170;0.279317;0.868529
4.180;0.271592;0.888456
4.190;0.263885;0.907633
4.200;0.256673;0.925153
4.210;0.250176;0.940526
4.220;0.244440;0.953762
4.230;0.239454;0.965405
4.240;0.235228;0.976463
4.250;0.231787;0.988223
4.260;0.229088;1.002006
4.270;0.226959;1.018937
4.280;0.225110;1.039768
4.290;0.223237;1.064736
4.300;0.221148;1.093468
4.310;0.218840;1.125009
4.320;0.216486;1.158085
4.330;0.214357;1.191579
4.340;0.212705;1.225010
4.350;0.211630;1.258777
4.360;0.210977;1.293980
4.370;0.210293;1.331861
4.380;0.208856;1.373100
4.390;0.205789;1.417311
4.400;0.200220;1.462992
4.410;0.191463;1.507929
4.420;0.179175;1.549842
4.430;0.163453;1.586961
4.440;0.144844;1.618304
4.450;0.124264;1.643590
4.460;0.102835;1.662941
4.470;0.081684;1.676570
4.480;0.061767;1.684680
4.490;0.043728;1.687579
4.500;0.027802;1.685888
4.510;0.013775;1.680646
4.520;0.001031;1.673204
4.530;-0.011256;1.664923
4.540;-0.023808;1.656798
4.550;-0.036902;1.649187
4.560;-0.050183;1.641802
4.570;-0.062721;1.633953
4.580;-0.073322;1.624921
4.590;-0.080964;1.614214
4.600;-0.085180;1.601615
4.610;-0.086255;1.587057
4.620;-0.085166;1.570452
4.630;-0.083354;1.551573
4.640;-0.082386;1.530089
4.650;-0.083640;1.505764
4.660;-0.088021;1.478760
4.670;-0.095786;1.449897
4.680;-0.106507;1.420733
4.690;-0.119237;1.393422
4.700;-0.132818;1.370329
4.710;-0.146253;1.353532
4.720;-0.158978;1.344323
4.730;-0.170993;1.342903
4.740;-0.182831;1.348351
4.750;-0.195392;1.358874
4.760;-0.209683;1.372235
4.770;-0.226498;1.386199
4.780;-0.246127;1.398935
4.790;-0.268194;1.409286
4.800;-0.291673;1.416869
4.810;-0.315079;1.421980
4.820;-0.336744;1.425336
4.830;-0.355151;1.427746
4.840;-0.369258;1.429881
4.850;-0.378783;1.432206
4.860;-0.384331;1.435043
4.870;-0.387271;1.438606
4.880;-0.389374;1.442930
4.890;-0.392301;1.447717
4.900;-0.397138;1.452268
4.910;-0.404153;1.455580
4.920;-0.412872;1.456614
4.930;-0.422426;1.454602
4.940;-0.432023;1.449291
4.950;-0.441346;1.440978
4.960;-0.450721;1.430339
4.970;-0.461023;1.418095
4.980;-0.473358;1.404689
4.990;-0.488644;1.390134
5.000;-0.507233;1.374122
5.010;-0.528714;1.356347
5.020;-0.551944;1.336888
5.030;-0.575312;1.316447
5.040;-0.597147;1.296298
5.050;-0.616134;1.277948
5.060;-0.631614;1.262702
5.070;-0.643667;1.251327
5.080;-0.652982;1.243968
5.090;-0.660556;1.240279
5.100;-0.667360;1.239631
5.110;-0.674071;1.241316
5.120;-0.680987;1.244659
5.130;-0.688099;1.249068
5.140;-0.695272;1.254003
5.150;-0.702398;1.258923
5.160;-0.709455;1.263274
5.170;-0.716486;1.266559
5.180;-0.723520;1.268456
5.190;-0.730527;1.268914
5.200;-0.737448;1.268130
5.210;-0.744276;1.266451
5.220;-0.751154;1.264212
5.230;-0.758414;1.261609
5.240;-0.766527;1.258605
5.250;-0.775990;1.254929
5.260;-0.787212;1.250160
5.270;-0.800445;1.243879
5.280;-0.815776;1.235858
5.290;-0.833172;1.226222
5.300;-0.852555;1.215584
5.310;-0.873873;1.205083
5.320;-0.897118;1.196264
5.330;-0.922278;1.190792
5.340;-0.949205;1.190065
5.350;-0.977445;1.194865
5.360;-1.006111;1.205135
5.370;-1.033866;1.219945
5.380;-1.059090;1.237640
5.390;-1.080187;1.256144
5.400;-1.095945;1.273354
5.410;-1.105796;1.287551
5.420;-1.109901;1.297748
5.430;-1.109048;1.303834
5.440;-1.104431;1.306469
5.450;-1.097383;1.306765
5.460;-1.089127;1.305914
5.470;-1.080590;1.304911
5.480;-1.072301;1.304446
5.490;-1.064400;1.304948
5.500;-1.056722;1.306693
5.510;-1.048921;1.309933
5.520;-1.040581;1.314972
5.530;-1.031271;1.322148
5.540;-1.020589;1.331717
5.550;-1.008238;1.343684
5.560;-0.994162;1.357682
5.570;-0.978689;1.372967
5.580;-0.962575;1.388535
5.590;-0.946829;1.403294
5.600;-0.932330;1.416241
5.610;-0.919361;1.426627
5.620;-0.907266;1.434127
5.630;-0.894400;1.438980
5.640;-0.878457;1.442028
5.650;-0.857037;1.444587
5.660;-0.828245;1.448120
5.670;-0.791096;1.453783
5.680;-0.745639;1.461995
5.690;-0.692831;1.472220
5.700;-0.634300;1.483102
5.710;-0.572070;1.492905
5.720;-0.508275;1.500102
5.730;-0.444849;1.503846
5.740;-0.383241;1.504143
5.750;-0.324231;1.501702
5.760;-0.267946;1.497595
5.770;-0.214064;1.492926
5.780;-0.162102;1.488639
5.790;-0.111676;1.485448
5.800;-0.062629;1.483826
5.810;-0.015038;1.483980
5.820;0.030889;1.485783
5.830;0.074916;1.488707
5.840;0.116845;1.491818
5.850;0.156509;1.493909
5.860;0.193755;1.493774
5.870;0.228429;1.490570
5.880;0.260386;1.484083
5.890;0.289514;1.474787
5.900;0.315761;1.463657
5.910;0.339179;1.451829
5.920;0.359991;1.440245
5.930;0.378663;1.429406
5.940;0.395907;1.419305
5.950;0.412568;1.409538
5.960;0.429433;1.399522
5.970;0.447065;1.388687
5.980;0.465777;1.376572
5.990;0.485759;1.362799
6.000;0.507270;1.347039
6.010;0.530800;1.329060
6.020;0.557136;1.308908
6.030;0.587307;1.287123
6.040;0.622373;1.264857
6.050;0.663126;1.243754
6.060;0.709780;1.225597
6.070;0.761812;1.211821
6.080;0.817998;1.203057
6.090;0.876641;1.198935
6.100;0.935890;1.198242
6.110;0.994043;1.199423
6.120;1.049783;1.201251
6.130;1.102339;1.203402
6.140;1.151590;1.206733
6.150;1.198093;1.213159
6.160;1.243000;1.225140
6.170;1.287835;1.244925
6.180;1.334152;1.273786
