Time[s];COPx[cm];COPy[cm]
0.010;-1.802000;2.572539
0.020;-1.801344;2.592952
0.030;-1.800684;2.613909
0.040;-1.799909;2.635807
0.050;-1.798701;2.658841
0.060;-1.796587;2.682982
0.070;-1.793090;2.708020
0.080;-1.787883;2.733675
0.090;-1.780863;2.759701
0.100;-1.772088;2.785883
0.110;-1.761655;2.811935
0.120;-1.749579;2.837352
0.130;-1.735783;2.861352
0.140;-1.720206;2.882961
0.150;-1.702975;2.901212
0.160;-1.684571;2.915394
0.170;-1.665894;2.925248
0.180;-1.648158;2.931063
0.190;-1.632645;2.933628
0.200;-1.620394;2.934065
0.210;-1.611956;2.933587
0.220;-1.607329;2.933248
0.230;-1.606097;2.933754
0.240;-1.607694;2.935377
0.250;-1.611659;2.937980
0.260;-1.617757;2.941120
0.270;-1.625924;2.944176
0.280;-1.636124;2.946463
0.290;-1.648231;2.947332
0.300;-1.661998;2.946284
0.310;-1.677117;2.943124
0.320;-1.693281;2.938122
0.330;-1.710247;2.932078
0.340;-1.727872;2.926215
0.350;-1.746151;2.921883
0.360;-1.765171;2.920177
0.370;-1.784989;2.921617
0.380;-1.805471;2.926015
0.390;-1.826191;2.932561
0.400;-1.846462;2.940135
0.410;-1.865472;2.947719
0.420;-1.882461;2.954756
0.430;-1.896848;2.961290
0.440;-1.908276;2.967821
0.450;-1.916561;2.974991
0.460;-1.921602;2.983242
0.470;-1.923324;2.992635
0.480;-1.921718;3.002861
0.490;-1.916968;3.013399
0.500;-1.909586;3.023687
0.510;-1.900427;3.033247
0.520;-1.890566;3.041722
0.530;-1.881049;3.048892
0.540;-1.872638;3.054695
0.550;-1.865623;3.059267
0.560;-1.859785;3.062993
0.570;-1.854498;3.066481
0.580;-1.848946;3.070423
0.590;-1.842401;3.075371
0.600;-1.834477;3.081520
0.610;-1.825286;3.088615
0.620;-1.815444;3.096005
0.630;-1.805936;3.102794
0.640;-1.797899;3.108016
0.650;-1.792402;3.110782
0.660;-1.790254;3.110428
0.670;-1.791870;3.106685
0.680;-1.797182;3.099831
0.690;-1.805630;3.090743
0.700;-1.816242;3.080789
0.710;-1.827794;3.071553
0.720;-1.839044;3.064483
0.730;-1.848974;3.060559
0.740;-1.856981;3.060090
0.750;-1.862971;3.062684
0.760;-1.867302;3.067370
0.770;-1.870618;3.072833
0.780;-1.873648;3.077749
0.790;-1.877022;3.081122
0.800;-1.881164;3.082529
0.810;-1.886237;3.082159
0.820;-1.892133;3.080635
0.830;-1.898490;3.078743
0.840;-1.904753;3.077193
0.850;-1.910282;3.076484
0.860;-1.914484;3.076869
0.870;-1.916914;3.078370
