Time[s];COPx[cm];COPy[cm]
0.010;3.848780;1.993548
0.020;3.857802;1.983613
0.030;3.867126;1.974052
0.040;3.876966;1.965170
0.050;3.887368;1.957101
0.060;3.898228;1.949710
0.070;3.909330;1.942563
0.080;3.920396;1.935071
0.090;3.931084;1.926742
0.100;3.940977;1.917421
0.110;3.949545;1.907379
0.120;3.956134;1.897243
0.130;3.960013;1.887823
0.140;3.960501;1.879924
0.150;3.957123;1.874193
0.160;3.949713;1.871004
0.170;3.938404;1.870429
0.180;3.923485;1.872290
0.190;3.905187;1.876305
0.200;3.883487;1.882270
0.210;3.858049;1.890201
0.220;3.828335;1.900357
0.230;3.793864;1.913127
0.240;3.754532;1.928822
0.250;3.710849;1.947500
0.260;3.663988;1.968936
0.270;3.615585;1.992758
0.280;3.567360;2.018644
0.290;3.520711;2.046407
0.300;3.476473;2.075933
0.310;3.434931;2.107034
0.320;3.396048;2.139353
0.330;3.359725;2.172400
0.340;3.325984;2.205683
0.350;3.294973;2.238857
0.360;3.266862;2.271812
0.370;3.241687;2.304670
0.380;3.219231;2.337680
0.390;3.198997;2.371087
0.400;3.180254;2.405040
0.410;3.162136;2.439592
0.420;3.143743;2.474738
0.430;3.124227;2.510467
0.440;3.102851;2.546779
0.450;3.078992;2.583696
0.460;3.052107;2.621308
0.470;3.021650;2.659862
0.480;2.986985;2.699857
0.490;2.947312;2.742079
0.500;2.901662;2.787505
0.510;2.848981;2.837094
0.520;2.788316;2.891522
0.530;2.719105;2.950970
0.540;2.641494;3.015005
0.550;2.556599;3.082577
0.560;2.466547;3.152074
0.570;2.374260;3.221473
0.580;2.282989;3.288574
0.590;2.195760;3.351339
0.600;2.114899;3.408263
0.610;2.041756;3.458650
0.620;1.976706;3.502680
0.630;1.919362;3.541224
0.640;1.868942;3.575501
0.650;1.824611;3.606730
0.660;1.785676;3.635894
0.670;1.751583;3.663675
0.680;1.721763;3.690503
0.690;1.695501;3.716643
0.700;1.671900;3.742245
0.710;1.649958;3.767352
0.720;1.628678;3.791867
0.730;1.607167;3.815518
0.740;1.584683;3.837818
0.750;1.560655;3.858026
0.760;1.534703;3.875157
0.770;1.506673;3.888082
0.780;1.476708;3.895725
0.790;1.445339;3.897322
0.800;1.413534;3.892639
0.810;1.382639;3.882100
0.820;1.354207;3.866774
0.830;1.329747;3.848207
0.840;1.310523;3.828109
0.850;1.297440;3.807958
0.860;1.291051;3.788642
0.870;1.291641;3.770265
0.880;1.299352;3.752194
0.890;1.314311;3.733315
0.900;1.336683;3.712423
0.910;1.366669;3.688640
0.920;1.404459;3.661726
0.930;1.450200;3.632187
0.940;1.503986;3.601121
0.950;1.565854;3.569828
0.960;1.635723;3.539335
0.970;1.713267;3.510011
0.980;1.797745;3.481424
0.990;1.887922;3.452495
1.000;1.982139;3.421845
1.010;2.078505;3.388198
1.020;2.175154;3.350670
1.030;2.270461;3.308866
1.040;2.363216;3.262784
1.050;2.452706;3.212662
1.060;2.538678;3.158896
1.070;2.621173;3.102091
1.080;2.700285;3.043172
1.090;2.775949;2.983381
1.100;2.847848;2.924082
1.110;2.915485;2.866426
1.120;2.978333;2.811042
1.130;3.036002;2.757956
1.140;3.088338;2.706765
1.150;3.135460;2.656989
1.160;3.177719;2.608404
1.170;3.215617;2.561183
1.180;3.249721;2.515807
1.190;3.280615;2.472815
1.200;3.308873;2.432542
1.210;3.335047;2.394960
1.220;3.359618;2.359697
1.230;3.382947;2.326212
1.240;3.405236;2.294048
1.250;3.426540;2.263049
1.260;3.446790;2.233481
1.270;3.465814;2.206009
1.280;3.483360;2.181556
1.290;3.499134;2.161063
1.300;3.512860;2.145220
1.310;3.524317;2.134223
1.320;3.533346;2.127671
1.330;3.539845;2.124632
1.340;3.543763;2.123868
1.350;3.545143;2.124122
1.360;3.544194;2.124378
1.370;3.541331;2.124011
1.380;3.537173;2.122819
1.390;3.532480;2.120943
1.400;3.528068;2.118734
1.410;3.524711;2.116625
1.420;3.523074;2.115054
1.430;3.523707;2.114403
1.440;3.527106;2.114926
1.450;3.533788;2.116674
1.460;3.544283;2.119472
1.470;3.559032;2.122969
1.480;3.578223;2.126785
1.490;3.601663;2.130677
1.500;3.628762;2.134682
1.510;3.658657;2.139140
1.520;3.690434;2.144568
1.530;3.723328;2.151414
1.540;3.756812;2.159837
1.550;3.790574;2.169616
1.560;3.824408;2.180238
1.570;3.858127;2.191069
1.580;3.891508;2.201529
1.590;3.924304;2.211193
1.600;3.956297;2.219844
1.610;3.987398;2.227504
1.620;4.017715;2.234458
1.630;4.047575;2.241223
1.640;4.077455;2.248443
1.650;4.107861;2.256717
1.660;4.139210;2.266410
1.670;4.171743;2.277539
1.680;4.205470;2.289779
1.690;4.240183;2.302593
1.700;4.275522;2.315444
1.710;4.311119;2.327964
1.720;4.346736;2.340005
1.730;4.382367;2.351564
1.740;4.418225;2.362667
1.750;4.454616;2.373327
1.760;4.491770;2.383594
1.770;4.529700;2.393626
1.780;4.568140;2.403688
1.790;4.606556;2.414058
1.800;4.644213;2.424889
1.810;4.680296;2.436118
1.820;4.714059;2.447444
1.830;4.744962;2.458406
1.840;4.772719;2.468504
1.850;4.797263;2.477317
1.860;4.818687;2.484562
1.870;4.837203;2.490084
1.880;4.853118;2.493798
1.890;4.866806;2.495640
1.900;4.878634;2.495569
1.910;4.888878;2.493611
1.920;4.897649;2.489891
1.930;4.904845;2.484639
1.940;4.910144;2.478161
1.950;4.913036;2.470793
1.960;4.912907;2.462876
1.970;4.909207;2.454744
1.980;4.901651;2.446717
1.990;4.890356;2.439066
2.000;4.875826;2.431956
2.010;4.858785;2.425389
2.020;4.839938;2.419153
2.030;4.819811;2.412841
2.040;4.798747;2.405953
2.050;4.777058;2.398050
2.060;4.755251;2.388904
2.070;4.734215;2.378563
2.080;4.715254;2.367290
2.090;4.699965;2.355387
2.100;4.689968;2.342976
2.110;4.686584;2.329872
2.120;4.690539;2.315606
2.130;4.701786;2.299589
2.140;4.719526;2.281330
2.150;4.742415;2.260619
2.160;4.768920;2.237581
2.170;4.797645;2.212613
2.180;4.827513;2.186238
2.190;4.857749;2.158977
2.200;4.887761;2.131273
2.210;4.917044;2.103471
2.220;4.945147;2.075826
2.230;4.971692;2.048533
2.240;4.996379;2.021768
2.250;5.018935;1.995734
2.260;5.039050;1.970709
2.270;5.056335;1.947072
2.280;5.070348;1.925267
2.290;5.080702;1.905711
2.300;5.087200;1.888679
2.310;5.089958;1.874264
2.320;5.089425;1.862438
2.330;5.086262;1.853192
2.340;5.081120;1.846641
2.350;5.074421;1.843025
2.360;5.066260;1.842603
2.370;5.056467;1.845507
2.380;5.044767;1.851618
2.390;5.030969;1.860538
2.400;5.015108;1.871647
2.410;4.997520;1.884238
2.420;4.978828;1.897666
2.430;4.959820;1.911483
2.440;4.941240;1.925512
2.450;4.923573;1.939876
2.460;4.906921;1.954969
2.470;4.891038;1.971380
2.480;4.875505;1.989750
2.490;4.859924;2.010632
2.500;4.844056;2.034383
2.510;4.827830;2.061133
2.520;4.811247;2.090837
2.530;4.794215;2.123372
2.540;4.776389;2.158642
2.550;4.757063;2.196641
2.560;4.735180;2.237447
2.570;4.709491;2.281144
2.580;4.678826;2.327692
2.590;4.642386;2.376773
2.600;4.599971;2.427673
2.610;4.552101;2.479270
2.620;4.500008;2.530150
2.630;4.445494;2.578844
2.640;4.390675;2.624097
2.650;4.337646;2.665100
2.660;4.288144;2.701605
2.670;4.243316;2.733919
2.680;4.203666;2.762796
2.690;4.169178;2.789275
2.700;4.139535;2.814515
2.710;4.114325;2.839633
2.720;4.093160;2.865563
2.730;4.075666;2.892964
2.740;4.061391;2.922191
2.750;4.049665;2.953334
2.760;4.039464;2.986276
2.770;4.029356;3.020733
2.780;4.017578;3.056281
2.790;4.002275;3.092419
2.800;3.981817;3.128741
2.810;3.955062;3.165153
2.820;3.921463;3.202010
2.830;3.880983;3.240029
2.840;3.833919;3.279983
2.850;3.780742;3.322287
2.860;3.722009;3.366677
2.870;3.658350;3.412124
2.880;3.590481;3.457039
2.890;3.519211;3.499694
2.900;3.445403;3.538652
2.910;3.369879;3.573029
2.920;3.293306;3.602494
2.930;3.216071;3.627063
2.940;3.138218;3.646792
2.950;3.059458;3.661536
2.960;2.979276;3.670884
2.970;2.897075;3.674254
2.980;2.812333;3.671086
2.990;2.724696;3.660965
3.000;2.634026;3.643659
3.010;2.540425;3.619110
3.020;2.444277;3.587515
3.030;2.346291;3.549476
3.040;2.247487;3.506122
3.050;2.149104;3.459052
3.060;2.052441;3.410064
3.070;1.958692;3.360779
3.080;1.868810;3.312319
3.090;1.783432;3.265143
3.100;1.702871;3.219072
3.110;1.627158;3.173458
3.120;1.556095;3.127464
3.130;1.489310;3.080366
3.140;1.426280;3.031815
3.150;1.366375;2.981931
3.160;1.308937;2.931174
3.170;1.253429;2.880051
3.180;1.199615;2.828799
3.190;1.147677;2.777182
3.200;1.098219;2.724489
3.210;1.052105;2.669700
3.220;1.010206;2.611762
3.230;0.973141;2.549872
3.240;0.941123;2.483706
3.250;0.913989;2.413546
3.260;0.891380;2.340245
3.270;0.873005;2.265059
3.280;0.858875;2.189354
3.290;0.849414;2.114291
3.300;0.845431;2.040575
3.310;0.847965;1.968333
3.320;0.858063;1.897186
3.330;0.876533;1.826487
3.340;0.903761;1.755661
3.350;0.939622;1.684497
3.360;0.983540;1.613284
3.370;1.034651;1.542759
3.380;1.092003;1.473896
3.390;1.154674;1.407598
3.400;1.221785;1.344372
3.410;1.292443;1.284059
3.420;1.365733;1.225737
3.430;1.440841;1.167854
3.440;1.517274;1.108578
3.450;1.595034;1.046216
3.460;1.674604;0.979547
3.470;1.756697;0.907994
3.480;1.841868;0.831660
3.490;1.930182;0.751311
3.500;2.021066;0.668326
3.510;2.113389;0.584610
3.520;2.205727;0.502442
3.530;2.296700;0.424226
3.540;2.385262;0.352144
3.550;2.470857;0.287806
3.560;2.553382;0.231995
3.570;2.632983;0.184628
3.580;2.709765;0.144945
3.590;2.783552;0.111836
3.600;2.853814;0.084182
3.610;2.919809;0.061080
3.620;2.980847;0.041910
3.630;3.036545;0.026305
3.640;3.086919;0.014079
3.650;3.132272;0.005158
3.660;3.172943;-0.000499
3.670;3.209073;-0.002988
3.680;3.240502;-0.002528
3.690;3.266829;0.000510
3.700;3.287563;0.005649
3.710;3.302314;0.012378
3.720;3.310918;0.020208
3.730;3.313479;0.028691
3.740;3.310300;0.037406
3.750;3.301756;0.045962
3.760;3.288165;0.054033
3.770;3.269734;0.061437
3.780;3.246594;0.068182
3.790;3.218902;0.074479
3.800;3.186961;0.080701
3.810;3.151285;0.087280
3.820;3.112552;0.094574
3.830;3.071434;0.102740
3.840;3.028379;0.111672
3.850;2.983465;0.121083
3.860;2.936406;0.130672
3.870;2.886750;0.140310
3.880;2.834184;0.150137
3.890;2.778836;0.160514
3.900;2.721446;0.171886
3.910;2.663369;0.184623
3.920;2.606417;0.198929
3.930;2.552594;0.214839
3.940;2.503784;0.232292
3.950;2.461472;0.251215
3.960;2.426545;0.271578
3.970;2.399197;0.293373
3.980;2.378947;0.316528
