f_time;copX;copY
0.010;-3.623027;-0.384990
0.020;-3.633668;-0.386645
0.030;-3.643944;-0.388119
0.040;-3.653600;-0.389271
0.050;-3.662529;-0.390018
0.060;-3.670828;-0.390379
0.070;-3.678804;-0.390498
0.080;-3.686870;-0.390604
0.090;-3.695352;-0.390912
0.100;-3.704262;-0.391489
0.110;-3.713171;-0.392159
0.120;-3.721245;-0.392502
0.130;-3.727480;-0.391971
0.140;-3.731022;-0.390085
0.150;-3.731478;-0.386627
0.160;-3.729069;-0.381775
0.170;-3.724565;-0.376086
0.180;-3.719011;-0.370348
0.190;-3.713358;-0.365349
0.200;-3.708172;-0.361656
0.210;-3.703547;-0.359494
0.220;-3.699215;-0.358745
0.230;-3.694766;-0.359035
0.240;-3.689853;-0.359851
0.250;-3.684282;-0.360635
0.260;-3.678008;-0.360845
0.270;-3.671097;-0.360003
0.280;-3.663702;-0.357770
0.290;-3.656056;-0.354035
0.300;-3.648472;-0.348998
0.310;-3.641290;-0.343190
0.320;-3.634801;-0.337384
0.330;-3.629175;-0.332393
0.340;-3.624440;-0.328821
0.350;-3.620520;-0.326894
0.360;-3.617295;-0.326433
0.370;-3.614658;-0.326962
0.380;-3.612556;-0.327890
0.390;-3.611012;-0.328701
0.400;-3.610106;-0.329078
0.410;-3.609969;-0.328943
0.420;-3.610776;-0.328414
0.430;-3.612734;-0.327716
0.440;-3.616055;-0.327090
0.450;-3.620871;-0.326711
0.460;-3.627129;-0.326628
0.470;-3.634495;-0.326724
0.480;-3.642340;-0.326748
0.490;-3.649814;-0.326410
0.500;-3.656015;-0.325520
0.510;-3.660205;-0.324074
0.520;-3.661996;-0.322271
0.530;-3.661461;-0.320434
0.540;-3.659121;-0.318884
0.550;-3.655795;-0.317787
0.560;-3.652373;-0.317055
0.570;-3.649577;-0.316361
0.580;-3.647809;-0.315262
0.590;-3.647119;-0.313398
0.600;-3.647303;-0.310646
0.610;-3.648093;-0.307157
0.620;-3.649342;-0.303293
0.630;-3.651134;-0.299489
0.640;-3.653757;-0.296111
0.650;-3.657574;-0.293352
0.660;-3.662839;-0.291216
0.670;-3.669557;-0.289568
0.680;-3.677475;-0.288222
0.690;-3.686200;-0.287000
0.700;-3.695377;-0.285760
0.710;-3.704823;-0.284405
0.720;-3.714542;-0.282900
0.730;-3.724646;-0.281294
0.740;-3.735260;-0.279729
0.750;-3.746484;-0.278413
0.760;-3.758443;-0.277544
0.770;-3.771350;-0.277236
0.780;-3.785541;-0.277482
0.790;-3.801411;-0.278170
0.800;-3.819305;-0.279128
0.810;-3.839399;-0.280182
0.820;-3.861610;-0.281212
0.830;-3.885578;-0.282211
0.840;-3.910712;-0.283311
0.850;-3.936249;-0.284734
0.860;-3.961325;-0.286659
0.870;-3.985000;-0.289083
0.880;-4.006261;-0.291762
0.890;-4.024038;-0.294275
0.900;-4.037253;-0.296189
0.910;-4.044952;-0.297208
0.920;-4.046493;-0.297247
0.930;-4.041738;-0.296379
0.940;-4.031164;-0.294698
0.950;-4.015811;-0.292201
0.960;-3.997072;-0.288768
0.970;-3.976380;-0.284285
0.980;-3.954938;-0.278808
0.990;-3.933586;-0.272675
1.000;-3.912836;-0.266449
1.010;-3.892988;-0.260732
1.020;-3.874251;-0.255923
1.030;-3.856790;-0.252062
1.040;-3.840706;-0.248828
1.050;-3.825985;-0.245686
1.060;-3.812488;-0.242117
1.070;-3.799977;-0.237815
1.080;-3.788174;-0.232767
1.090;-3.776823;-0.227228
1.100;-3.765761;-0.221623
1.110;-3.754980;-0.216430
1.120;-3.744680;-0.212058
1.130;-3.735262;-0.208750
1.140;-3.727235;-0.206517
1.150;-3.721058;-0.205158
1.160;-3.716958;-0.204318
1.170;-3.714784;-0.203582
1.180;-3.713972;-0.202549
1.190;-3.713634;-0.200911
1.200;-3.712760;-0.198530
1.210;-3.710483;-0.195507
1.220;-3.706301;-0.192208
1.230;-3.700210;-0.189193
1.240;-3.692686;-0.187071
1.250;-3.684518;-0.186299
1.260;-3.676558;-0.187005
1.270;-3.669483;-0.188894
1.280;-3.663677;-0.191308
1.290;-3.659240;-0.193418
1.300;-3.656084;-0.194496
1.310;-3.654054;-0.194168
1.320;-3.652999;-0.192554
1.330;-3.652818;-0.190254
1.340;-3.653469;-0.188164
1.350;-3.654972;-0.187175
1.360;-3.657381;-0.187865
1.370;-3.660754;-0.190292
1.380;-3.665124;-0.193971
1.390;-3.670501;-0.198063
1.400;-3.676922;-0.201695
1.410;-3.684515;-0.204307
1.420;-3.693501;-0.205851
1.430;-3.704129;-0.206747
1.440;-3.716572;-0.207607
1.450;-3.730843;-0.208886
1.460;-3.746791;-0.210646
1.470;-3.764146;-0.212574
1.480;-3.782597;-0.214209
1.490;-3.801863;-0.215232
1.500;-3.821700;-0.215631
1.510;-3.841889;-0.215659
1.520;-3.862212;-0.215649
1.530;-3.882454;-0.215843
1.540;-3.902435;-0.216320
1.550;-3.922047;-0.217048
1.560;-3.941268;-0.217998
1.570;-3.960137;-0.219233
1.580;-3.978689;-0.220916
1.590;-3.996882;-0.223197
1.600;-4.014548;-0.226065
1.610;-4.031395;-0.229242
1.620;-4.047070;-0.232225
1.630;-4.061240;-0.234444
1.640;-4.073670;-0.235452
1.650;-4.084251;-0.235047
1.660;-4.092997;-0.233274
1.670;-4.100006;-0.230348
1.680;-4.105434;-0.226573
1.690;-4.109469;-0.222304
1.700;-4.112284;-0.217948
1.710;-4.113968;-0.213938
1.720;-4.114456;-0.210672
1.730;-4.113502;-0.208414
1.740;-4.110722;-0.207226
1.750;-4.105702;-0.206944
1.760;-4.098109;-0.207211
1.770;-4.087781;-0.207541
1.780;-4.074762;-0.207412
1.790;-4.059301;-0.206378
1.800;-4.041818;-0.204177
1.810;-4.022856;-0.200806
1.820;-4.003029;-0.196544
1.830;-3.982967;-0.191909
